GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
33007KILK01,NH,Coos County,KILK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007LANC01,NH,Coos County,LANC01,3218,47,3009,17,6,19,0,13,107,2595,28,2469,11,6,8,0,10,63,841,657,866,689,815,697,657,547,817,874,901,767,490,1188.9,840.6,681,657,547,943.3,736,858.4,685.4
33007LOWB01,NH,Coos County,LOWB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007MART01,NH,Coos County,MART01,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007MILA01,NH,Coos County,MILA01,1358,26,1297,1,0,5,0,0,29,1117,12,1073,1,0,5,0,0,26,412.6,297,372.8,351.8,383.7,326.9,326.9,227.2,343.9,435.6,418.6,362.8,203.3,576.1,389.7,325.2,326.9,227.2,458.1,321.9,410.1,309.8
33007MILL01,NH,Coos County,MILL01,25,1,24,0,0,0,0,0,0,24,1,23,0,0,0,0,0,0,15.8,4,15.8,3,17.8,3,15.8,3,5,15.8,6.9,14.8,0,21.8,16.5,3.3,15.8,3,17.5,4,16.8,3.5
33007NORU01,NH,Coos County,NORU01,2126,27,1986,12,8,7,0,2,84,1730,16,1628,9,8,6,0,0,63,539,387,459,482,485,416,405,270,424,614,516,504,237,795.1,494.4,428.4,405,270,637.7,392.4,543,390.3
33007ODEL01,NH,Coos County,ODEL01,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007PINK01,NH,Coos County,PINK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,0,1,1,0,1,0,1,0,0.3,3,0,1,0,1,0.1,1.9
33007PITB01,NH,Coos County,PITB01,800,8,766,3,3,0,0,2,18,733,2,713,2,1,0,0,0,15,337.8,119.6,317,142.3,315.1,131.5,301.1,72.3,156,374.2,189.4,334.8,65.3,466.8,323.3,131.1,301.1,72.3,391.9,136.9,349.5,125.2
33007RAND01,NH,Coos County,RAND01,328,11,307,0,0,2,0,0,8,283,7,270,0,0,2,0,0,4,79,160,90,165,93,153,72,144,186,83,200,74,128,143,87.3,159.3,72,144,100,171.3,90.6,162.3
33007SARG01,NH,Coos County,SARG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007SECO01,NH,Coos County,SECO01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007SHEL01,NH,Coos County,SHEL01,353,3,343,1,1,0,0,0,5,302,1,294,1,1,0,0,0,5,116,125,126,122,121,119,112,95,131,122,137,108,85,160,121,122,112,95,130,117.7,123.6,116.3
33007STAR01,NH,Coos County,STAR01,478,8,445,0,1,1,0,2,21,403,5,384,0,1,1,0,2,10,186.1,98,160.1,121,149.1,119,143,80,106,188.1,135.1,148.1,61,227.1,165.1,112.7,143,80,187.7,100.7,171.6,102.9
33007STEW01,NH,Coos County,STEW01,813,12,764,5,1,1,0,1,29,702,4,673,5,1,1,0,0,18,239.9,100.8,220.5,130.6,199.2,135.5,172.7,86.5,118.1,292.5,156.2,235.3,65.6,327.9,219.9,122.3,172.7,86.5,285.2,113.3,241.1,113.3
33007STRT01,NH,Coos County,STRT01,662,6,617,5,1,0,0,4,29,558,5,525,0,1,0,0,3,24,125.8,131.8,97.9,149.8,105.9,143.8,91.9,108.9,158.8,139.8,171.8,119.8,89.9,198.7,109.9,141.8,91.9,108.9,152.8,140.1,125.7,136.4
33007SUCC01,NH,Coos County,SUCC01,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007THOM01,NH,Coos County,THOM01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007WENL01,NH,Coos County,WENL01,28,0,28,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,13,5,5,13,12,5,10,6,4,13,4,14,3,15,10,7.7,10,6,14,3.7,11.7,5.7
33007WHIT01,NH,Coos County,WHIT01,2490,38,2254,19,11,21,0,11,136,2092,18,1920,14,11,17,0,11,101,558.1,467.7,552.1,526.1,500.7,535,462.9,399.2,625.2,663,724.2,544.2,396.3,880,537,509.6,462.9,399.2,695.7,581.9,594.4,524.8
33009ALEX01,NH,Grafton County,ALEX01,1776,23,1631,2,9,13,0,16,82,1470,14,1353,2,9,12,0,15,65,619.4,380.4,593.4,421.2,553.3,426.2,521.3,294.7,487.6,703,546.9,614.8,295.2,879.7,588.7,409.3,521.3,294.7,732.5,443.2,640.7,407.5
33009ASHL01,NH,Grafton County,ASHL01,1938,36,1796,1,0,15,3,12,75,1643,22,1522,1,0,15,3,11,69,513.1,496.8,524,528.2,506.1,509.7,443.1,413.1,623,554.6,670.4,485.6,376.7,781.3,514.4,511.6,443.1,413.1,607.2,556.7,544,516.9
33009BATH01,NH,Grafton County,BATH01,1077,13,1011,8,4,4,0,3,34,870,8,816,5,4,2,0,3,32,295.2,213.1,317.3,215,298.3,223.9,250.7,207.5,261.4,356,290.6,314.6,172.4,434.9,303.6,217.3,250.7,207.5,368.5,241.5,323.9,226.3
33009BENT01,NH,Grafton County,BENT01,374,4,353,0,2,0,0,2,13,334,3,316,0,2,0,0,2,11,105,72,105,79,107,68,97,61,89,143,104,119,46,179,105.7,73,97,61,147,79.7,122.1,74.1
33009BETH01,NH,Grafton County,BETH01,2484,61,2258,5,6,29,1,16,108,2074,38,1907,3,6,25,1,10,84,574.6,797.4,617.7,755.4,566.6,763.5,497.4,697.1,1022.8,621.7,1076.9,553.5,695,912.4,586.3,772.1,497.4,697.1,695.9,931.6,620.6,829.7
33009BRID01,NH,Grafton County,BRID01,1160,15,1091,3,0,2,0,0,49,1015,14,965,3,0,2,0,0,31,458.8,293,450.1,303.6,311.5,326.4,398.3,254,398.2,511.4,435.9,484.9,251.4,659.4,406.8,307.7,398.3,254,551.9,361.8,467.8,323.2
33009BRIS01,NH,Grafton County,BRIS01,3244,62,2982,16,13,37,0,9,125,2693,42,2484,16,11,30,0,8,102,830.5,577,804,645.4,790.1,606.1,717.9,438.6,775.9,917.5,831.5,827.3,456.6,1214.9,808.2,609.5,717.9,438.6,986.6,688,871.7,618.7
33009CAMP01,NH,Grafton County,CAMP01,3343,79,3045,20,4,19,0,15,161,2742,46,2535,11,4,14,0,11,121,855.7,875.4,878.4,915.7,752.5,996.4,777,736.7,1101.6,948.2,1186.2,855.7,701.3,1335.7,828.8,929.2,777,736.7,1046.5,996.4,914.7,930.5
33009CANA01,NH,Grafton County,CANA01,3794,54,3443,16,7,41,0,6,227,3181,40,2915,14,7,39,0,5,161,850,938,836,995,857,941,699,724,1162,890,1217,805,741,1291,847.7,958,699,724,995.3,1040,889.7,959.7
33009DORC01,NH,Grafton County,DORC01,339,3,317,0,0,1,0,0,18,283,2,267,0,0,1,0,0,13,167.2,70.1,151,91.5,142.4,94.2,131.9,60.2,127.3,162.8,136.1,148.8,84.9,199,153.6,85.3,131.9,60.2,170.2,116.1,157.6,94.9
33009EASN01,NH,Grafton County,EASN01,292,6,270,2,3,2,0,1,8,252,2,235,2,3,1,0,1,8,65,118,74,115,54,132,57,129,167,64,160,64,127,98,64.3,121.7,57,129,75.3,151.3,68,135.4
33009ELLS01,NH,Grafton County,ELLS01,93,0,83,0,1,2,0,0,7,77,0,69,0,1,2,0,0,5,24,26,22,30,24,28,21,30,45,32,45,27,32,43,23.3,28,21,30,34,40.7,27.6,33.7
33009ENFI01,NH,Grafton County,ENFI01,4465,96,4101,27,6,41,3,26,165,3793,71,3530,13,6,41,3,11,118,932.3,1448.4,1006.5,1460.4,997.5,1429.2,848.3,1104.8,1781.1,931.4,1830.2,849.3,1187.1,1515.4,978.8,1446,848.3,1104.8,1098.7,1599.5,1011.5,1463
33009FRCA01,NH,Grafton County,FRCA01,1083,10,1022,6,2,13,0,6,24,921,10,871,3,2,13,0,6,16,233,483,278,447,249,463,225,406,542,248,451,244,379,418,253.3,464.3,225,406,303.3,457.3,270.7,453
33009GRAF01,NH,Grafton County,GRAF01,1385,18,1280,4,3,6,1,6,67,1129,17,1053,4,2,6,1,1,45,401.4,269.8,371.2,289.1,372.9,287.4,332.5,207.2,348.3,427.8,373.7,377.3,215.1,550,381.8,282.1,332.5,207.2,451.7,312.4,404.7,284.4
33009GROT01,NH,Grafton County,GROT01,569,2,543,3,0,2,0,2,17,502,0,482,1,0,1,0,2,16,189.2,124.2,181,131.3,160.2,137.2,158.6,102.8,151.2,218.3,165.3,192.5,97.8,264.4,176.8,130.9,158.6,102.8,225,138.1,194.9,130
33009HANO01,NH,Grafton County,HANO01,11870,663,9313,209,40,994,0,43,608,10259,555,8203,188,40,838,0,28,407,932.7,6580.4,1654.7,6010.7,1531.6,5692.1,1073.2,5048.4,6233.4,848.4,6050.4,917.9,5037.6,1754.8,1373,6094.4,1073.2,5048.4,1173.7,5773.8,1244.8,5807.6
33009HAVE01,NH,Grafton County,HAVE01,4585,75,4304,19,5,29,1,3,149,3750,46,3545,14,2,27,1,3,112,1182.2,782.5,1234.1,771.5,1200.2,756.6,996.8,615.1,922.1,1176.3,1017.8,1038.7,558.2,1511.2,1205.5,770.2,996.8,615.1,1242.1,832.7,1191.4,774.8
33009HEBR01,NH,Grafton County,HEBR01,632,7,612,1,0,3,0,0,9,559,1,545,1,0,3,0,0,9,239,175.6,284,153.7,270.9,156.7,258.9,123.5,239.8,268.1,257.9,256,122.5,391.4,264.6,162,258.9,123.5,305.2,206.7,281.2,175.7
33009HOLD01,NH,Grafton County,HOLD01,2004,28,1871,9,3,19,1,5,68,1713,21,1613,5,3,11,1,5,54,534.5,689.2,579.5,676.5,533.5,698,483.6,622.6,871.3,557,887.9,541.4,605,825.3,549.2,687.9,483.6,622.6,641.2,788.1,579.3,721.5
33009LAND01,NH,Grafton County,LAND01,446,6,422,0,2,1,1,0,14,373,5,351,0,2,1,1,0,13,140,113.7,158.6,71.6,144.2,116.5,129.3,89,137.7,169.2,146.1,140.9,86.4,196.2,147.6,100.6,129.3,89,168.8,123.4,154.1,108.7
33009LEBA01,NH,Grafton County,LEBA01,4783,206,3750,59,8,492,0,33,235,4041,143,3215,51,7,424,0,26,175,571.3,1650.6,739.3,1592.3,732.4,1544.8,616.8,1391.7,1996.6,627.6,1996.6,589.1,1495.4,1091.2,681,1595.9,616.8,1391.7,769.3,1829.5,709.7,1666.8
33009LEBA02,NH,Grafton County,LEBA02,4543,184,3817,77,7,213,2,15,228,3780,134,3221,62,7,173,1,14,168,603.7,1536.2,689.4,1519.3,726.3,1448.6,635.6,1256.3,1815.2,603.7,1830.2,540,1294.2,1080,673.1,1501.4,635.6,1256.3,741.2,1646.5,697,1528.6
33009LEBA03,NH,Grafton County,LEBA03,4956,180,3885,148,7,471,2,27,236,4212,152,3339,118,6,404,2,26,165,657.9,1688.4,737.1,1667.3,744.2,1607.2,647.1,1402.9,2055.7,713.8,2072.7,660.7,1524.8,1207.6,713.1,1654.3,647.1,1402.9,860.7,1884.4,766.9,1717
33009LINC01,NH,Grafton County,LINC01,1631,42,1472,5,1,59,0,3,49,1387,29,1262,5,1,50,0,3,37,367,408,403,408,377,393,340,296,513,397,531,361,265,630,382.3,403,340,296,462.7,436.3,410.7,402
33009LISB01,NH,Grafton County,LISB01,1621,46,1497,4,2,4,0,2,66,1290,34,1198,3,2,4,0,0,49,382,253.3,370.4,280.4,357.8,277.5,271.7,206,341.4,416.8,382.9,348.1,215.6,534.8,370,270.4,271.7,206,433.2,313.3,383.1,279.6
33009LITT01,NH,Grafton County,LITT01,6005,213,5446,23,13,62,1,25,222,4992,136,4595,12,11,48,0,24,166,1430.4,1236.1,1535,1245.1,1460.3,1285,1201.3,971.2,1550.9,1501.1,1694.3,1327.8,921.4,2121.7,1475.2,1255.4,1201.3,971.2,1650.2,1388.9,1511.1,1272
33009LIVE01,NH,Grafton County,LIVE01,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009LYMA01,NH,Grafton County,LYMA01,585,0,557,0,0,2,0,0,26,499,0,476,0,0,2,0,0,21,173,129.5,186.3,134.5,169.1,139.6,128.4,129.7,178.4,212.2,180.8,197.7,120.6,258,176.2,134.5,128.4,129.7,222.6,159.9,189.3,144.7
33009LYME01,NH,Grafton County,LYME01,1745,31,1571,11,0,33,2,5,92,1354,21,1239,7,0,30,2,4,51,236.5,891.7,308,849.4,290.9,826.4,247.5,773.5,1077.5,222.1,1073.7,219.8,871.4,402.1,278.5,855.8,247.5,773.5,281.3,1007.5,275.3,909.1
33009MONR01,NH,Grafton County,MONR01,864,7,819,11,0,0,0,4,23,686,1,657,8,0,0,0,3,17,291.6,173.4,299.6,165.4,301.6,164.4,254.5,139.4,227.5,309.7,249.6,269.6,148.3,378.9,297.6,167.8,254.5,139.4,319.4,208.5,300.8,181.2
33009ORAN01,NH,Grafton County,ORAN01,277,6,257,1,0,3,0,1,9,234,5,219,1,0,3,0,1,5,85,73,78,85,82,80,75,65,80,110,91,96,57,127,81.7,79.3,75,65,111,76,93.3,75.9
33009ORFO01,NH,Grafton County,ORFO01,1237,9,1162,3,0,1,0,6,56,1028,5,970,3,0,0,0,6,44,256,417,294,407,295,410,224,365,539,269,552,259,399,415,281.7,411.3,224,365,314.3,496.7,287.4,441.3
33009PIER01,NH,Grafton County,PIER01,769,3,724,3,0,8,0,0,31,628,3,599,3,0,4,0,0,19,174.7,178.7,171.7,206.6,181.7,190.6,170.7,164.7,240.5,193.6,250.5,182.7,150.7,281.5,176,192,170.7,164.7,219.2,213.9,193.8,197.5
33009PLYM01,NH,Grafton County,PLYM01,6682,245,5820,69,21,175,3,33,316,5819,202,5142,60,19,142,2,24,228,1392.2,2137.5,1430.8,2173.9,1430.8,2064.3,831.3,1669.4,2211.6,1124.1,2248.6,940.5,1528.4,1691.4,1417.9,2125.2,831.3,1669.4,1252,1996.2,1263,2004.8
33009RUMN01,NH,Grafton County,RUMN01,1498,13,1390,0,4,6,0,6,79,1265,10,1183,0,2,2,0,6,62,439.8,351.2,431.1,375.3,416.7,367.6,416.7,267.5,394.5,507.1,417.6,470.6,270.4,619.7,429.2,364.7,416.7,267.5,532.5,360.9,471.7,349.2
33009SUGA01,NH,Grafton County,SUGA01,647,20,602,0,0,2,0,6,17,548,14,515,0,0,1,0,5,13,159,237,189,227,166,242,138,236,316,153,322,156,231,247,171.3,235.3,138,236,185.3,289.7,172.6,258.7
33009THOR01,NH,Grafton County,THOR01,2708,56,2512,8,5,21,3,5,98,2239,27,2111,0,4,19,2,5,71,665.1,750.4,687.5,765.1,587.4,805.4,549.8,579.2,976.1,752.6,1025.6,674.1,584.6,1109,646.7,773.7,549.8,579.2,845.3,862.1,718,783.8
33009WARR01,NH,Grafton County,WARR01,825,14,760,4,2,3,0,11,31,679,4,642,4,2,3,0,7,17,261,180,235,219,238,195,191,145,189,275,230,215,123,339,244.7,198,191,145,276.3,180.7,250.6,183
33009WATE01,NH,Grafton County,WATE01,508,11,467,3,0,7,0,6,14,446,10,418,3,0,7,0,2,6,130.9,184.2,154.5,179.2,147,173.3,144.6,136.8,281.8,160.3,286.7,157.6,170.4,270.4,144.2,178.9,144.6,136.8,196.1,246.3,166.5,201.8
33009WENT01,NH,Grafton County,WENT01,845,12,791,0,0,3,0,2,37,719,9,678,0,0,1,0,2,29,324.4,175.7,318.2,190.9,308.2,196.9,261.1,130.6,281.2,324.3,266.3,328.2,155.8,445.7,316.9,187.9,261.1,130.6,366.1,234.5,330,199.7
33009WOOD01,NH,Grafton County,WOOD01,1434,20,1323,2,0,17,0,7,65,1222,10,1152,2,0,17,0,4,37,335.2,378.2,367.2,377.2,306.1,409.2,324.1,281.1,480.2,364.2,524.2,306.2,263.1,568.3,336.2,388.2,324.1,281.1,412.9,422.5,367.3,387.6
33011AMHE01,NH,Hillsborough County,AMHE01,11753,373,10609,71,7,204,2,71,416,9130,228,8401,47,2,156,2,48,246,3212.6,3708.2,3868.3,3344.8,3683,3322.8,3209.8,2887.1,4708.3,3151.4,4777.8,3045.7,2859.3,4871.9,3588,3458.6,3209.8,2887.1,3689.7,4115.1,3577.5,3658.3
33011ANTR01,NH,Hillsborough County,ANTR01,2651,51,2420,6,3,15,0,13,143,2121,29,1963,6,3,11,0,9,100,752.1,671,722.9,704.4,690.8,698.3,608.5,566.2,764.8,783.5,842,676.9,537.4,1011.7,721.9,691.3,608.5,566.2,824,714.8,749.5,683.5
33011BEDF01,NH,Hillsborough County,BEDF01,23322,748,20087,181,26,1313,5,82,880,17595,441,15574,119,17,915,5,62,462,6854.1,5892.2,8042.3,5227.8,7944,5130,6845.2,4103.2,7569.6,7091.3,7909.6,6662,4104.6,10546.9,7613.5,5416.7,6845.2,4103.2,8100.1,6527.9,7712.3,5705.3
33011BENN01,NH,Hillsborough County,BENN01,1492,29,1365,12,5,3,0,20,58,1176,18,1096,4,5,3,0,14,36,398.6,311,377.4,337.2,365.1,324.9,293.7,242,375.7,400.5,403.8,342.1,265.6,492.7,380.4,324.4,293.7,242,411.8,348.4,381.4,322.9
33011BRKL01,NH,Hillsborough County,BRKL01,5639,150,5013,32,5,116,4,35,284,4091,76,3730,22,5,74,4,32,148,1494.2,1410.6,1719.2,1311,1707.2,1284.1,1474.3,1077.1,1894.4,1639.5,1929.2,1564.9,1096,2433.9,1640.2,1335.2,1474.3,1077.1,1879.4,1639.9,1719,1428.9
33011DRNG01,NH,Hillsborough County,DRNG01,1904,39,1759,6,6,14,0,4,76,1610,23,1498,5,6,13,0,4,61,576.7,376.9,562.9,411.4,558,392.7,478.3,304.1,454.7,659.4,487.1,592.4,287.4,822.7,565.9,393.7,478.3,304.1,691.5,409.7,607.2,387.8
33011FRNT01,NH,Hillsborough County,FRNT01,1619,21,1519,3,2,7,0,3,64,1325,17,1249,2,2,7,0,3,45,473.1,494.9,535.9,508.6,518,494.9,504.4,427.7,621,563.9,638.1,544.1,420.2,743.7,509,499.4,504.4,427.7,617.2,559.7,554.7,515
33011GOFF01,NH,Hillsborough County,GOFF01,18577,628,16803,213,30,239,6,50,608,15119,430,13856,167,25,176,4,42,419,4995.1,4134.5,5182.6,4158.4,5073.9,4055.7,4171.4,2923.8,4953.2,5026,5318.2,4561.3,2706.5,7263.8,5083.8,4116.2,4171.4,2923.8,5617,4325.9,5182,4035.8
33011GRFD01,NH,Hillsborough County,GRFD01,1716,38,1578,15,0,11,1,5,68,1362,23,1278,9,0,8,1,2,41,412.7,430.7,412.5,446.7,397.6,444.6,373.2,347,526.1,464.1,547.1,435.9,355.2,632.9,407.6,440.7,373.2,347,511,476.1,447,442.5
33011GRNV01,NH,Hillsborough County,GRNV01,1974,70,1781,5,6,16,0,0,96,1613,40,1473,5,6,12,0,0,77,494.1,379.6,448.2,445.5,451,426.6,366,287.6,501.8,533.2,526.8,484.1,305.6,722.5,464.5,417.3,366,287.6,579.9,444.7,499.9,410.5
33011HANC01,NH,Hillsborough County,HANC01,1731,25,1610,5,1,11,0,16,63,1448,7,1367,4,0,4,0,14,52,430.5,708.9,484.2,700.9,470.3,685,448.4,622.4,870,405.6,380.8,368.9,654.2,601.5,461.7,698.3,448.4,622.4,458.7,635,458.5,660.3
33011HILS01,NH,Hillsborough County,HILS01,5939,157,5402,30,14,24,2,20,290,4734,104,4349,25,14,22,2,11,207,1592.1,1200.2,1506.1,1324.4,1468.2,1304.2,1354.3,886,1477.6,1726.9,1587.8,1524.5,956.6,2220,1522.1,1276.3,1354.3,886,1823.8,1340.7,1627.4,1248.1
33011HOLL01,NH,Hillsborough County,HOLL01,8342,240,7332,45,8,353,2,27,335,6484,147,5852,31,2,261,0,16,175,2271.9,2487.1,2692.7,2284.6,2626.8,2219.6,2250.1,1920.6,3222.7,2427.2,3277.8,2322.9,1971.7,3522.9,2530.5,2330.4,2250.1,1920.6,2757.7,2824.1,2587.8,2483.4
33011HUDS01,NH,Hillsborough County,HUDS01,25394,1151,22125,313,27,713,10,113,942,20475,794,18181,247,18,544,10,83,598,7223.4,5321.6,7158,5439.1,7163.2,5114.4,5691.2,3542.5,6651.6,7745.3,7263.3,6849.3,3735.6,10556,7181.6,5291.7,5691.2,3542.5,8383.5,5883.5,7483.8,5295.4
33011LITC01,NH,Hillsborough County,LITC01,8478,264,7760,53,14,74,0,35,278,6693,160,6232,42,12,59,0,28,160,2707.9,1918.6,2799.9,1922.4,2759.4,1847.4,2333.8,1267.9,2490.9,2812.1,2699.1,2501.4,1210.8,4045.6,2755.7,1896.1,2333.8,1267.9,3119.7,2133.6,2851.4,1908.2
33011LYND01,NH,Hillsborough County,LYND01,1702,44,1551,2,5,8,0,15,77,1425,24,1320,0,5,5,0,11,60,502.5,469.5,525.5,478.5,512.5,480.5,442.6,358.6,563.4,540.4,577.4,505.5,369.6,741.3,513.5,476.2,442.6,358.6,595.7,503.5,538.6,471.1
33011MANC01,NH,Hillsborough County,MANC01,9696,511,8217,190,17,296,4,56,405,8190,366,7106,139,16,241,4,37,281,2230.3,2986.6,2523.9,2858.9,2471,2809.8,2322.8,2103.4,3344,2159.8,3521.6,1929.4,2052.1,3378.9,2408.4,2885.1,2322.8,2103.4,2489.4,2972.6,2430.9,2810.9
33011MANC02,NH,Hillsborough County,MANC02,9292,562,7595,321,22,346,1,56,389,7756,347,6568,219,18,293,1,48,262,1971,2454.8,2103.7,2440.8,2077.8,2335.1,1853.3,1881.3,2996.5,2020.6,3155.4,1795.7,1907.7,3061.5,2050.8,2410.3,1853.3,1881.3,2292.6,2686.5,2126.2,2453.1
33011MANC03,NH,Hillsborough County,MANC03,9959,1583,6692,857,25,308,5,62,427,8423,1141,6057,585,19,275,3,40,303,970.5,1810.6,1019.8,1763.2,1070.2,1611.2,912.2,1366.3,2199.6,1159,2281.5,980.3,1508.5,1753.3,1020.2,1728.3,912.2,1366.3,1297.6,1996.5,1123.6,1791.6
33011MANC04,NH,Hillsborough County,MANC04,9468,1376,6563,742,26,329,2,28,402,7541,879,5596,506,17,259,2,21,261,1384.9,1886.4,1337.4,1929.6,1393.3,1818.3,1120.6,1227,2077.9,1433,2202.9,1218,1313,2131.9,1371.9,1878.1,1120.6,1227,1594.3,1864.6,1431.3,1779.3
33011MANC05,NH,Hillsborough County,MANC05,9626,2436,5362,857,22,501,4,40,404,7261,1590,4441,508,15,405,4,28,270,1078,1571,1038,1620,1099,1467,857,923,1670,1121,1759,936,1041,1685,1071.7,1552.7,857,923,1247.3,1490,1116.3,1435.9
33011MANC06,NH,Hillsborough County,MANC06,9737,527,8085,355,2,400,4,30,334,7865,350,6741,220,1,311,4,19,219,2422.3,2157,2527.3,2179.4,2504.9,2129.8,2180.4,1499.2,2753.9,2567.4,3025.2,2242.3,1569.9,3718.5,2484.8,2155.4,2180.4,1499.2,2842.7,2449.7,2594.7,2187.8
33011MANC07,NH,Hillsborough County,MANC07,9610,1616,6660,426,24,440,0,54,390,7580,1062,5551,291,18,359,0,33,266,1700,1962,1619,2044,1626,1969,1386,1239,2168,1678,2318,1439,1285,2503,1648.3,1991.7,1386,1239,1873.3,1923.7,1707.3,1855
33011MANC08,NH,Hillsborough County,MANC08,9482,612,7756,175,8,556,0,37,338,7797,416,6555,127,3,440,0,26,230,2657.8,2168.1,2618.5,2236.9,2592.3,2198.2,2311.2,1481,2645.4,2625.6,2876.1,2325.6,1426.7,3776,2622.9,2201.1,2311.2,1481,2909.1,2316,2701,2147.5
