GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
44007442861,RI,Providence County,442861,3969,1190,2015,408,14,94,0,23,225,3450,938,1901,340,12,88,0,20,151,913,175,840,131,745,136,801,837,112,1106,210,1100,175,175,913,126.3,805.8,192.5,1103,156.5,906
44007442862,RI,Providence County,442862,3555,798,2059,273,11,195,3,38,178,3178,688,1874,248,9,187,3,35,134,947,177,906,120,821,124,861,894,102,1152,180,1126,149,177,947,115.3,870.5,164.5,1139,142,958.1
44007442863,RI,Providence County,442863,3563,2295,601,393,25,92,5,23,129,2606,1585,530,273,22,80,4,16,96,577,81,417,46,366,54,384,400,43,524,126,516,93,81,577,47.7,391.8,109.5,520,73.8,454.9
44007442864,RI,Providence County,442864,1491,879,276,148,4,128,0,9,47,1128,633,246,115,3,95,0,7,29,309,23,228,13,204,17,206,212,13,307,54,304,33,23,309,14.3,212.5,43.5,305.5,25.5,252.9
44007442865,RI,Providence County,442865,1000,660,121,163,13,14,0,4,25,666,435,92,100,7,10,0,3,19,188.8,11.8,121.6,5.4,113.7,4,107,115,6,120.6,27.6,111.1,19.7,11.8,188.8,5.2,114.3,23.6,115.9,12.4,125.4
44007442866,RI,Providence County,442866,1994,562,1119,135,3,70,1,16,88,1683,411,1025,108,3,64,1,14,57,723,62,701,56,641,51,665,698,50,873,76,853,71,62,723,52.3,676.2,73.5,863,61,736.3
44007442867,RI,Providence County,442867,481,328,48,50,2,12,1,0,40,339,227,44,36,1,8,1,0,22,107.6,7.7,80.3,7.9,76.7,5,74,77.8,7.2,92.4,26,90.8,16.6,7.7,107.6,6.7,77.2,21.3,91.6,11.7,85.6
44007442868,RI,Providence County,442868,3180,1558,659,695,35,64,0,25,144,2390,1073,577,543,31,50,0,17,99,853,39,581,37,573,37,555,572,30,738,113,728,72,39,853,34.7,570.2,92.5,733,54.7,657.1
44007442869,RI,Providence County,442869,996,753,42,164,3,13,0,4,17,574,416,42,87,0,12,0,2,15,128,11,80,4,74,4,75,76,5,103,28,102,18,11,128,4.3,76.2,23,102.5,11.7,91.1
44007442870,RI,Providence County,442870,3961,3097,301,339,5,137,0,25,57,2789,2169,246,240,2,86,0,13,33,750.5,88.7,507.8,71.4,471.1,76.8,485.1,501.9,61.3,611.8,210.3,639,134.7,88.7,750.5,69.8,491.5,172.5,625.4,107.2,566.7
44007442871,RI,Providence County,442871,1458,806,253,142,17,192,0,7,41,1128,574,226,110,17,157,0,7,37,409.7,81.2,343.6,69.2,285.6,86.4,320.2,340.7,47.4,370.2,135.6,390,93,81.2,409.7,67.7,322.5,114.3,380.1,85.5,351.4
44007442872,RI,Providence County,442872,283,108,126,18,1,4,0,0,26,225,80,111,11,1,3,0,0,19,47.6,12.5,60,12.4,54.7,12.6,59.2,62,9.4,71.3,9.7,74.3,7.6,12.5,47.6,11.5,59,8.7,72.8,10.7,61.3
44007442873,RI,Providence County,442873,871,606,62,51,1,133,0,2,16,578,381,44,34,1,104,0,1,13,93,12,68,9,60,12,65,67,5,100,27,98,17,12,93,8.7,65,22,99,13.7,78.7
44007442874,RI,Providence County,442874,3976,2357,850,333,28,222,1,43,142,2878,1611,715,246,26,163,1,19,97,767.4,295,589.2,199.6,485.9,224.2,610.6,594.4,171.8,818.2,359.8,834.7,268.2,295,767.4,198.5,570,314,826.5,253.1,671.5
44007442875,RI,Providence County,442875,5447,4199,518,401,28,156,1,51,93,3856,2888,433,301,20,120,1,24,69,923,164,669,117,581,141,653,664,108,835,324,909,187,164,923,122,641.8,255.5,872,173.5,747.7
44007442876,RI,Providence County,442876,3296,2648,287,214,8,66,0,9,64,2333,1848,237,147,8,48,0,6,39,562,109,412,57,378,73,390,400,58,488,180,515,107,109,562,62.7,395,143.5,501.5,97.3,449.3
44007442877,RI,Providence County,442877,1655,1163,297,90,6,41,1,15,42,1189,806,256,55,6,32,1,11,22,305,85,210,49,186,54,213,209,45,268,139,293,79,85,305,49.3,204.5,109,280.5,75.2,240.6
44007442878,RI,Providence County,442878,378,256,52,32,0,18,0,7,13,235,157,36,24,0,12,0,2,4,33.1,6.6,23.6,5.9,19.9,7.4,24.3,22.1,6.6,25,7.4,23.6,8.8,6.6,33.1,6.6,22.5,8.1,24.3,7.1,24.5
44007442879,RI,Providence County,442879,3192,2247,165,562,18,68,6,29,97,2203,1529,122,397,13,57,5,18,62,718.4,45.8,468.3,23.9,434.4,32.9,439.4,452.4,31.9,589.9,135.5,578.9,79.7,45.8,718.4,29.6,448.6,107.6,584.4,58.3,526
44007442880,RI,Providence County,442880,1667,292,847,215,2,73,2,62,174,1413,196,767,183,0,64,2,57,144,662.2,61.5,551,48.8,501.6,49.9,523.9,552.5,43.8,758.2,71.5,732.2,68.9,61.5,662.2,47.5,532.2,70.2,745.2,57.4,611.7
44007443001,RI,Providence County,443001,3300,91,3052,16,2,36,0,8,95,2735,55,2571,12,2,28,0,7,60,643,1182.5,693.5,1049.4,541.7,1021.8,1111.9,795.8,900.5,877.1,1296.4,1037.9,1088.1,1182.5,643,990.6,785.7,1192.3,957.5,1089.8,814.4
44007443002,RI,Providence County,443002,3776,119,3457,28,4,32,0,15,121,3027,73,2821,21,3,26,0,12,71,545.5,983.6,569.6,834.5,430,867,842.1,646.8,703.2,767,1082.4,914.9,908.1,983.6,545.5,801.5,622.1,995.3,841,896.5,673.7
44007443003,RI,Providence County,443003,3308,87,3071,18,1,23,0,13,95,2756,46,2596,15,1,18,0,9,71,736.5,1146.2,745,988.8,586.4,961.8,1101,875.4,818.3,922.7,1186.9,1093.3,1007,1146.2,736.5,923,826.9,1097,1008,1018.2,865.7
44007443101,RI,Providence County,443101,3374,129,3027,44,5,47,0,13,109,2810,87,2550,43,5,43,0,9,73,733.5,970.9,775.5,819.7,622.1,804.4,1111.2,901.7,663.5,974.3,1125.1,1138.5,939,970.9,733.5,762.6,852.6,1032.1,1056.4,887.1,893.8
44007443102,RI,Providence County,443102,3257,168,2847,22,7,46,0,21,146,2638,109,2378,19,7,42,0,12,71,681.5,745.4,658.2,624.3,527.3,593.2,861.8,741.6,507.9,855,815.2,957.7,677.6,745.4,681.5,575.2,697.2,746.4,906.3,660.6,754.7
44007443103,RI,Providence County,443103,2861,94,2624,15,2,52,1,16,57,2347,52,2192,12,0,47,1,15,28,705.7,916.1,708,738.1,555.5,727.9,995.4,819.5,588.5,919.5,907.4,1075.4,715,916.1,705.7,684.8,769.6,811.2,997.4,765.5,825.6
44007443104,RI,Providence County,443104,3297,87,3102,16,2,31,0,10,49,2624,63,2482,15,1,25,0,7,31,815,987.1,855.4,869.3,689.3,836.1,1210.7,970,711.3,1054,1072.5,1187.3,897.1,987.1,815,805.6,931.3,984.8,1120.7,895.6,968.8
44007443105,RI,Providence County,443105,3704,160,3339,30,1,75,0,12,87,3152,133,2865,28,0,63,0,9,54,799.5,853.9,754.7,689,619.1,652.4,1045.1,864.7,535.8,898.9,898.6,1084,690.9,853.9,799.5,625.7,820.9,794.7,991.4,720.1,866.6
44007443106,RI,Providence County,443106,5625,187,3583,139,7,1408,3,78,220,5136,124,3233,131,4,1390,3,73,178,655.2,772.9,689.3,682.6,574.2,656.8,938.4,764.5,575.5,870,923.7,1009.9,766.8,772.9,655.2,638.3,741.6,845.2,940,729.7,785.9
44007443901,RI,Providence County,443901,1416,446,684,97,4,36,3,38,108,1013,258,557,76,2,28,2,30,60,142,85,109,40,91,35,107,110,36,162,91,162,76,85,142,37,104.2,83.5,162,60.5,126.1
44007443902,RI,Providence County,443902,2694,644,1564,217,6,115,1,23,124,2177,425,1380,170,6,97,0,22,77,402.7,230,389.9,138.2,342.5,133.2,402.7,384,115.5,405.7,287.2,447.1,170.8,230,402.7,129,379.8,229,426.4,179.2,396.4
44007443903,RI,Providence County,443903,2139,517,1202,173,6,65,0,17,159,1721,349,1066,138,6,52,0,12,98,310.4,168.2,260,120.1,233.3,109,258,247.5,106.6,316.6,215.3,336,141.5,168.2,310.4,111.9,249.7,178.4,326.3,143.4,280.2
44007443904,RI,Providence County,443904,5331,1922,2216,526,16,345,1,46,259,3787,1116,1797,387,16,300,0,36,135,770.8,362.6,530.3,229.8,459.4,233.8,545.3,562.2,181.8,732,475.4,758,328.7,362.6,770.8,215.1,524.3,402,745,302,622.6
44007443905,RI,Providence County,443905,3816,683,2364,333,18,141,4,41,232,3018,452,2018,233,13,118,3,35,146,550.7,461.4,469.1,324.1,404.1,293.1,537.5,495.4,276.1,663.3,541.4,708,403.9,461.4,550.7,297.7,476.5,472.6,685.7,383.3,546.9
44007443906,RI,Providence County,443906,3641,697,2254,307,8,151,1,23,200,2811,484,1853,222,0,109,0,22,121,512.7,386.3,411.5,280.1,334.8,294.5,466.6,420.1,246.1,579.2,469.9,619.3,366.3,386.3,512.7,273.6,408.2,418.1,599.3,340.5,477.7
44007443907,RI,Providence County,443907,3993,590,2731,269,6,183,4,24,186,3181,371,2318,213,6,153,4,23,93,606.9,679.4,601.1,457.6,500.7,465.5,692.8,634.5,390.5,765.8,740.7,847,573.7,679.4,606.9,437.9,607.3,657.2,806.4,551.2,664.1
44007443908,RI,Providence County,443908,3319,399,2323,180,16,164,0,26,211,2782,286,2069,139,10,116,0,22,140,466.7,601,455.5,462,378,447.1,564.6,504,389.2,592.6,689.7,665.5,519.9,601,466.7,432.7,475.5,604.8,629,518.1,518.1
44007443909,RI,Providence County,443909,3996,742,2588,141,18,332,1,12,162,3231,467,2255,112,17,261,1,10,108,714,794,654,588,572,551,835,724,481,869,849,935,642,794,714,540,696.2,745.5,902,650.8,757.6
44007443910,RI,Providence County,443910,4488,638,3062,210,9,296,3,31,239,3600,383,2679,137,6,256,1,18,120,684.9,754.5,649.6,549.7,551.6,521.3,807.4,694.7,466.4,828.9,840.7,936.7,621.2,754.5,684.9,512.5,675.8,731,882.8,625.6,736.3
44007443911,RI,Providence County,443911,5545,1450,2796,355,25,528,0,56,335,4154,896,2341,251,14,412,0,49,191,690,471,559,326,520,298,628,565,296,773,589,803,468,471,690,306.7,568,528.5,788,408,648.3
44007443912,RI,Providence County,443912,2862,358,2021,184,5,109,0,23,162,2298,223,1738,125,5,81,0,17,109,511.9,450.4,479.8,340.2,402.5,319.4,561.9,506.4,290.7,635.6,479.5,684.2,375,450.4,511.9,316.8,487.7,427.3,659.9,375.9,540.3
44009440501,RI,Washington County,440501,2346,53,2101,14,39,17,1,10,111,1883,26,1727,11,27,15,1,5,71,598.2,542.2,580.3,411.3,501.6,366.9,658.8,593,365.2,810.9,600.2,840.1,532.1,542.2,598.2,381.1,583.4,566.1,825.5,469.6,654.7
44009440502,RI,Washington County,440502,2151,27,1997,9,12,18,0,5,83,1836,22,1726,4,6,18,0,5,55,631,542,606,440,530,390,708,646,367,771,614,823,533,542,631,399,622.5,573.5,797,481,673.6
44009440503,RI,Washington County,440503,1916,32,1770,6,25,9,0,11,63,1673,26,1557,4,23,9,0,6,48,577.8,481.8,562.6,396,526.9,340.8,661.1,577.7,356.9,752.8,570.4,772.5,513.7,481.8,577.8,364.5,582.1,542.1,762.7,443.3,633.1
44009440504,RI,Washington County,440504,1584,40,1446,8,31,6,0,5,48,1444,33,1347,3,22,6,0,4,29,427.4,366.1,472.8,339.2,465.8,281.9,550.9,520.2,271.1,615.3,442.2,651.9,386.8,366.1,427.4,297.4,502.4,414.5,633.6,347.9,529.2
44009441101,RI,Washington County,441101,1952,39,1792,9,9,24,0,7,72,1583,25,1467,7,9,16,0,1,58,489.5,474.5,476.2,400.4,407.3,369.6,596.9,532.3,330,634.8,552.9,712.7,469.1,474.5,489.5,366.7,503.2,511,673.7,432.8,550
44009441102,RI,Washington County,441102,1966,68,1786,5,11,11,0,17,68,1586,37,1479,4,6,7,0,15,38,423.2,584.5,425.1,475.2,323,457,542.5,447.3,422,558.6,633.8,603.8,579.6,584.5,423.2,451.4,434.5,606.7,581.2,525.3,474.8
44009441103,RI,Washington County,441103,2542,81,2316,12,1,35,1,9,87,2116,61,1942,12,1,30,1,8,61,580.5,770.6,566.8,663.4,498.5,602.5,775.5,655.5,530.3,812.5,833.3,881.3,746.8,770.6,580.5,598.7,624.1,790,846.9,691.2,681.5
44009441401,RI,Washington County,441401,3740,83,3444,7,35,23,0,13,135,2980,58,2784,4,29,20,0,10,75,735,999.4,743.1,764.8,658.9,666.8,893.5,790.6,684.6,986.5,1086.6,1087.8,953.4,999.4,735,705.4,771.5,1020,1037.1,859.3,842.2
44009441402,RI,Washington County,441402,3242,94,2971,17,18,27,0,14,101,2700,61,2504,11,15,24,0,8,77,740.2,794.5,743.2,612.8,638.9,556.5,857.6,779.4,529.6,950.7,971.7,1046.9,831.4,794.5,740.2,566.3,754.8,901.5,998.8,716.1,822.4
44009441403,RI,Washington County,441403,1416,37,1314,7,9,4,0,3,42,1105,24,1027,6,9,4,0,2,33,292,334.9,290.9,247.3,251,205.5,352.8,315.9,213.3,362.8,359,388.8,319.1,334.9,292,222,302.7,339.1,375.8,279.9,322
44009442001,RI,Washington County,442001,311,2,295,0,0,6,0,0,8,284,2,269,0,0,5,0,0,8,149.8,112.9,148.4,100.6,133.9,90.7,188.3,169.3,71.9,180.1,121.5,203.2,96.6,112.9,149.8,87.7,160,109,191.6,99,167.6
44009442002,RI,Washington County,442002,3183,62,2926,17,23,42,2,15,96,2712,54,2507,13,19,35,2,15,67,1022.5,776.1,1010.8,672.1,838,612.4,1254.1,1129.5,496.5,1279.4,793.7,1407.6,641.3,776.1,1022.5,593.7,1058.1,717.5,1343.5,665.4,1134.6
44009442003,RI,Washington County,442003,3533,73,3324,10,13,37,0,6,70,3053,58,2897,10,12,31,0,6,39,1059.7,752,1019.8,734.3,872,716,1283.6,1128.2,586.6,1352.6,850.8,1444.2,737.1,752,1059.7,679,1075.9,793.9,1398.4,729.5,1165.7
44009442004,RI,Washington County,442004,3437,72,3145,34,17,51,2,16,100,3083,61,2840,29,16,44,1,12,80,1043.7,795.6,996.6,728.6,920.6,641.5,1240.9,1110.7,555.4,1338.9,893.6,1424.9,765.5,795.6,1043.7,641.8,1067.2,829.6,1381.9,730,1153.8
44009442005,RI,Washington County,442005,4068,89,3754,16,10,54,3,25,117,3749,70,3513,8,4,51,0,23,80,946.3,855.4,870.4,784.4,795.4,663.5,1199.1,1012.3,586.6,1202.1,891.4,1308.1,733.5,855.4,946.3,678.2,969.3,812.4,1255.1,752.5,1047.7
44009442201,RI,Washington County,442201,1410,66,1271,17,1,5,0,8,42,1221,40,1125,12,1,5,0,8,30,610,214,604,167,569,140,616,614,143,750,195,730,180,214,610,150,600.8,187.5,740,173.2,641.9
44009442301,RI,Washington County,442301,2370,68,2144,22,2,58,2,5,69,1823,42,1669,19,2,47,2,4,38,652.9,680.6,585.8,632.2,527.7,578.5,884.3,664,515.5,901.5,679.7,955.3,611.6,680.6,652.9,575.4,665.5,645.6,928.4,616.4,738.8
44009442302,RI,Washington County,442302,4143,255,3391,118,60,109,6,16,188,3356,143,2866,93,49,85,6,12,102,852.9,716.4,835.5,630.2,691.2,573.1,1063,951.6,481.2,1370.6,832.6,1406.5,769.6,716.4,852.9,561.5,885.3,801.1,1388.5,667.2,1024.5
44009442303,RI,Washington County,442303,3353,157,2919,45,3,38,1,12,178,2678,109,2392,35,3,36,1,7,95,954.8,864.8,934.2,712.9,807.1,643.6,1206.8,1008.4,600.4,1239.3,879.1,1328.1,776.4,864.8,954.8,652.3,989.1,827.7,1283.7,746.2,1068.4
44009442304,RI,Washington County,442304,3304,117,2964,31,3,59,0,2,128,2656,71,2446,24,0,48,0,1,66,956.5,795.6,903.5,695.6,765.6,663.6,1147.4,977.5,572.7,1134.4,893.5,1241.4,770.6,795.6,956.5,644,948.5,832,1187.9,731.9,1018
44009442305,RI,Washington County,442305,1983,65,1789,9,12,34,1,5,68,1455,39,1337,8,10,22,0,4,35,531.9,465.9,521.1,458,463,408.8,743.7,586.1,370.4,737.8,497.4,795.9,444.2,465.9,531.9,412.4,578.4,470.8,766.8,440.8,625.6
44009442306,RI,Washington County,442306,1890,54,1714,7,11,31,0,2,71,1454,19,1356,2,8,26,0,2,41,540,447,533,397,451,353,703,600,303,740,469,780,441,447,540,351,571.8,455,760,401.7,621
44009442307,RI,Washington County,442307,3384,79,3093,23,12,42,0,18,117,2863,53,2672,9,9,30,0,16,74,1123.5,682.6,1091.7,655.6,940.7,592.1,1304.6,1197.6,510.3,1443.2,721.3,1516.4,661.5,682.6,1123.5,586,1133.6,691.4,1479.8,637.2,1231.1
44009442308,RI,Washington County,442308,3337,61,3096,24,16,41,2,6,91,2754,42,2591,15,7,35,2,3,59,1110.3,782.5,1137,747.5,991,689.9,1409.6,1241.3,585.6,1518.2,848.1,1591.2,753.7,782.5,1110.3,674.3,1194.7,800.9,1554.7,734.5,1285.5
44009442309,RI,Washington County,442309,3968,156,3460,51,19,115,3,24,140,3197,90,2883,32,13,83,3,18,75,1083.8,712.2,1071.9,664.5,965.7,589.1,1316.8,1171.1,523.6,1483.7,813.4,1577.8,714.2,712.2,1083.8,592.4,1131.4,763.8,1530.8,669.5,1238.7
44009442901,RI,Washington County,442901,4038,75,3734,19,28,17,2,26,137,3161,41,2964,14,18,15,1,13,95,876.4,1018.7,875.4,821.1,710.4,769.7,1106.6,941.6,713.4,1249.9,1123.4,1353.6,1004.9,1018.7,876.4,768,908.5,1064.1,1301.8,908.5,1016.3
44009442902,RI,Washington County,442902,3982,93,3608,25,15,55,1,19,166,3232,62,2959,23,12,53,0,15,108,827.6,1026,770.8,804.7,652.1,707,1005.1,886.5,672.1,1086.9,1204.5,1192.6,1072.9,1026,827.6,727.9,828.6,1138.7,1139.7,914.5,917.4
44009443201,RI,Washington County,443201,1012,17,947,6,3,13,0,1,25,836,15,794,1,3,13,0,0,10,326,275,315,242,288,219,404,337,204,442,274,469,252,275,326,221.7,336,263,455.5,244.3,368.7
44009443202,RI,Washington County,443202,2637,72,2372,20,24,64,0,2,83,2336,53,2140,20,19,57,0,2,45,947,525,868,478,758,432,1015,937,376,1189,529,1230,485,525,947,428.7,894.5,507,1209.5,470.8,992
44009443203,RI,Washington County,443203,3296,73,2832,39,31,168,0,21,132,2750,58,2385,29,29,144,0,19,86,978,553,931,498,842,441,1081,989,399,1237,573,1295,506,553,978,446,960.8,539.5,1266,495,1050.4
44009443204,RI,Washington County,443204,3100,166,2429,63,160,87,0,24,171,2515,102,2056,42,119,77,0,19,100,939.8,340.8,939.9,313,800.1,280.2,949.1,963.1,254.8,1236.8,379.3,1242.7,361.8,340.8,939.8,282.7,913,370.5,1239.8,321.7,1010.2
44009443205,RI,Washington County,443205,3037,80,2687,38,30,37,0,16,149,2460,49,2214,35,20,31,0,12,99,1142,442.9,1156.9,434.9,1002,402.2,1241.3,1191.6,321.7,1479.6,477.6,1502.4,432,442.9,1142,386.3,1147.9,454.8,1491,418.6,1245.1
44009443206,RI,Washington County,443206,8516,710,6804,397,18,365,4,20,198,8030,678,6431,389,16,352,4,19,141,689.4,391.2,651.3,374.5,564.2,349.1,740.3,682.6,308,929,450.8,955.4,428.3,391.2,689.4,343.9,659.6,439.6,942.2,383.7,744.6
44009443207,RI,Washington County,443207,3466,130,2781,91,48,230,0,19,167,2731,77,2245,67,30,200,0,17,95,1273.2,581.8,1202.7,537.4,1055.2,497.7,1339.3,1260.5,419.2,1546.3,607,1600.5,541.6,581.8,1273.2,484.8,1214.4,574.3,1573.4,530.8,1325.4
44009443208,RI,Washington County,443208,3317,77,3053,13,3,30,0,15,126,2854,56,2659,10,3,28,0,10,88,1167.5,740.2,1143.1,734.3,1060.2,620.6,1359.7,1222.2,594,1591.6,850.6,1645.7,772.3,740.2,1167.5,649.6,1196.3,811.5,1618.6,718.7,1312.9
44009443209,RI,Washington County,443209,1349,32,1253,10,1,6,0,4,43,1121,17,1059,5,1,5,0,3,31,495.8,318.1,475.8,287.7,429.9,246,542.7,508.1,226.3,652.8,368.3,686.9,315.3,318.1,495.8,253.3,489.1,341.8,669.8,293.6,541.7
44009443210,RI,Washington County,443210,2201,46,2052,12,0,11,0,10,70,1959,32,1857,12,0,9,0,9,40,721.7,450.2,719.7,380.6,639.6,334.3,827.9,756.5,313,970.9,483,1001.8,426,450.2,721.7,342.6,735.9,454.6,986.4,397.9,805.4
44009443601,RI,Washington County,443601,1594,51,1397,15,12,28,1,1,89,1269,36,1130,12,6,27,0,0,58,336.9,375.2,349.3,282,334.9,251.5,409.9,361.1,255.5,473.4,410.6,504.7,360.9,375.2,336.9,263,363.8,385.7,489.1,322.6,395.7
44009443602,RI,Washington County,443602,4458,290,3642,49,27,262,2,8,178,3698,186,3094,41,24,229,2,8,114,985.9,797.4,925.8,554.8,860.8,503.1,1018.3,959.4,479.7,1294.1,915.2,1398.6,704.8,797.4,985.9,512.5,941.1,810,1346.3,659.2,1063.3
44009443603,RI,Washington County,443603,4089,246,3530,41,35,92,5,10,130,3489,161,3070,37,34,76,5,4,102,959.4,757.3,1013.3,551.3,951.5,456.2,1095.7,1070.2,457.2,1251.7,764.2,1321.3,626.9,757.3,959.4,488.2,1032.7,695.5,1286.5,602.2,1094.7
44009443604,RI,Washington County,443604,3154,36,2902,15,6,87,3,11,94,2739,23,2553,15,0,77,3,6,62,822.6,862,814.8,666.2,826.4,533.1,954.7,845.9,573.9,1154.6,838.4,1167.5,784.7,862,822.6,591.1,860.4,811.6,1161.1,709.7,940.9
44009443605,RI,Washington County,443605,3032,53,2849,8,14,28,1,8,71,2666,31,2533,7,12,26,0,5,52,885.7,820.2,859.8,699.6,865,559.5,1031.7,905,595.9,1213.7,968.1,1299,850.3,820.2,885.7,618.4,915.4,909.2,1256.4,749,1008.6
44009443606,RI,Washington County,443606,4127,314,3399,68,44,76,2,16,208,3331,226,2808,64,21,69,2,9,132,722,754.6,750.9,503.2,693.1,439.2,820.5,767.4,449.4,990.5,815.4,1088.2,668.6,754.6,722,463.9,758,742,1039.4,605.1,833.2
44009443607,RI,Washington County,443607,2905,87,2596,21,26,53,3,5,114,2341,52,2142,15,19,37,1,5,70,582.8,660,602.9,494.5,563.8,411.4,732.2,642,421.4,789.5,746.2,856.7,642,660,582.8,442.4,635.2,694.1,823.1,562.6,681.4
