GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ndv,nrv,adv_16,arv_16,adv_18,arv_18
460610VTD-3,SD,Hanson County,0VTD-3,687,9,664,0,1,0,0,1,12,459,4,446,0,1,0,0,1,7,67.8,200.8,55.8,237.8,79.9,163.8
460610VTD-4,SD,Hanson County,0VTD-4,634,4,607,0,1,0,0,4,18,451,4,435,0,1,0,0,4,7,49.6,215.2,46,229,53.2,201.5
460610VTD-5,SD,Hanson County,0VTD-5,609,4,581,3,3,0,0,0,18,398,3,387,3,0,0,0,0,5,24.2,91.1,20,94.6,28.4,87.6
46063VTD-BU,SD,Harding County,VTD-BU,262,5,232,0,11,0,0,1,13,205,5,186,0,4,0,0,1,9,18.2,127.4,15.2,140.5,21.1,114.2
46063VTD-CC,SD,Harding County,VTD-CC,205,8,189,1,5,0,0,1,1,150,5,143,1,0,0,0,1,0,19.4,91.5,15.6,105,23.2,78
46063VTD-FI,SD,Harding County,VTD-FI,61,2,59,0,0,0,0,0,0,56,2,54,0,0,0,0,0,0,5,44.4,4.4,49.5,5.5,39.3
46063VTD-HI,SD,Harding County,VTD-HI,239,2,228,2,1,0,0,0,6,182,2,174,2,0,0,0,0,4,12.2,91.2,10.7,98.2,13.7,84.3
46063VTD-LA,SD,Harding County,VTD-LA,86,4,80,0,1,0,0,0,1,61,3,57,0,0,0,0,0,1,1,36.4,0,41.5,2,31.4
46063VTD-LU,SD,Harding County,VTD-LU,156,2,140,1,2,0,0,5,6,119,1,110,1,2,0,0,2,3,8.1,73.9,7.2,80.5,9,67.4
46063VTD-PG,SD,Harding County,VTD-PG,116,7,103,0,3,0,0,0,3,85,1,79,0,2,0,0,0,3,5.3,52.9,3.8,54.5,6.9,51.2
46063VTD-RE,SD,Harding County,VTD-RE,186,2,174,1,6,0,0,0,3,128,2,121,1,3,0,0,0,1,5.5,112.5,3.8,118.5,7.2,106.5
460650VTD-5,SD,Hughes County,0VTD-5,540,30,438,3,41,0,0,0,28,396,15,332,1,23,0,0,0,25,79.5,157.3,69,171.5,90,143.1
460650VTD-7,SD,Hughes County,0VTD-7,219,5,201,1,7,0,0,1,4,165,5,155,1,3,0,0,0,1,15.9,91.9,14.2,99.5,17.6,84.2
460650VTD-9,SD,Hughes County,0VTD-9,269,5,85,0,164,2,0,1,12,173,2,74,0,92,1,0,0,4,51.9,41,47.5,45,56.2,37
46065VTD-11,SD,Hughes County,VTD-11,2646,33,2388,2,117,8,0,8,90,1970,21,1832,1,51,2,0,7,56,305.2,1031.5,279.8,1114,330.7,949
46065VTD-21,SD,Hughes County,VTD-21,1377,58,982,7,252,6,0,1,71,1155,44,886,5,176,6,0,1,37,160,250.4,145.4,280.2,174.6,220.7
46065VTD-23,SD,Hughes County,VTD-23,1209,16,934,10,195,5,1,8,40,908,7,744,6,113,5,1,6,26,167.2,301.4,149.8,334.8,184.6,268
46065VTD-24,SD,Hughes County,VTD-24,2016,73,1339,21,459,3,0,8,113,1656,45,1133,15,394,3,0,8,58,230.8,367.9,191.8,408.2,269.9,327.6
46065VTD-26,SD,Hughes County,VTD-26,1102,23,906,4,69,31,0,7,62,859,10,736,3,46,31,0,4,29,156.1,367.2,141.8,396.2,170.5,338.1
46065VTD-28,SD,Hughes County,VTD-28,1171,54,832,8,175,12,2,5,83,908,30,703,8,113,9,2,4,39,164.6,335.9,139.5,368.8,189.6,303
46065VTD-29,SD,Hughes County,VTD-29,643,14,530,2,51,8,0,1,37,499,6,419,2,39,8,0,1,24,101.4,179.9,92.8,193.6,110,166.3
46065VTD-30,SD,Hughes County,VTD-30,1423,32,1110,2,192,11,1,5,70,1023,13,828,0,127,11,1,4,39,270.1,516.6,238,552.2,302.1,480.9
46065VTD-31,SD,Hughes County,VTD-31,1464,58,1260,8,77,7,0,3,51,1108,35,991,6,39,3,0,3,31,227.7,606.8,198.2,660.8,257.1,552.9
46065VTD-32,SD,Hughes County,VTD-32,789,26,675,0,31,9,0,1,47,602,17,536,0,18,4,0,1,26,128.9,346.8,111.5,368.8,146.2,324.8
46065VTD-33,SD,Hughes County,VTD-33,1210,27,996,8,107,11,0,2,59,864,14,755,3,61,7,0,0,24,131.1,318.8,116,341.2,146.2,296.4
46065VTD-34,SD,Hughes County,VTD-34,1687,36,1409,7,131,15,0,0,89,1211,21,1074,6,65,9,0,0,36,191.8,578.2,171.2,629,212.2,527.4
460670VTD-1,SD,Hutchinson County,0VTD-1,1379,14,1340,0,6,2,0,4,13,1000,10,977,0,4,2,0,0,7,134.2,529.9,122,567.5,146.5,492.3
460670VTD-2,SD,Hutchinson County,0VTD-2,1540,92,1390,2,17,9,0,5,25,1207,64,1110,0,16,6,0,0,11,171.2,540.1,148.8,606,193.8,474.1
460670VTD-3,SD,Hutchinson County,0VTD-3,354,2,346,0,0,1,0,1,4,251,0,246,0,0,1,0,0,4,24.4,106.9,21,119.2,27.9,94.6
460670VTD-4,SD,Hutchinson County,0VTD-4,1085,5,1046,3,19,1,0,3,8,768,4,744,3,11,1,0,1,4,118.1,347.7,102,346.5,134.2,348.9
460670VTD-5,SD,Hutchinson County,0VTD-5,1554,19,1460,2,30,2,0,1,40,1183,15,1140,1,8,2,0,0,17,178.8,464.4,150,519,207.6,409.9
460670VTD-6,SD,Hutchinson County,0VTD-6,899,18,830,2,12,4,0,2,31,678,11,637,0,5,3,0,2,20,74.4,326.2,67,359.8,81.8,292.8
460670VTD-7,SD,Hutchinson County,0VTD-7,616,7,597,0,4,2,0,1,5,453,6,442,0,3,0,0,0,2,31,161.8,26.8,164.8,35.2,158.9
460690VTD-1,SD,Hyde County,0VTD-1,262,3,245,0,8,0,0,1,5,206,1,200,0,1,0,0,1,3,19.2,55.5,16.3,60.7,22.1,50.3
460690VTD-2,SD,Hyde County,0VTD-2,229,2,208,0,8,3,0,1,7,179,0,166,0,3,3,0,1,6,50,159.2,43,174.3,57.1,144.2
460690VTD-3,SD,Hyde County,0VTD-3,250,1,235,0,7,0,0,1,6,204,1,196,0,3,0,0,1,3,25.4,132.6,21.8,144.8,29,120.4
460690VTD-4,SD,Hyde County,0VTD-4,261,3,230,1,16,0,0,0,11,200,1,179,0,11,0,0,0,9,22.9,69.5,19.6,76.1,26.1,62.9
460690VTD-5,SD,Hyde County,0VTD-5,260,15,170,3,60,2,1,0,9,199,12,140,3,34,2,0,0,8,36.3,88.5,29.4,96.3,43.3,80.7
460710VTD-1,SD,Jackson County,0VTD-1,72,0,63,1,4,1,1,0,2,57,0,50,0,4,0,1,0,2,3.3,33.9,3.5,38.8,3.1,29.1
460710VTD-2,SD,Jackson County,0VTD-2,187,6,112,0,47,1,0,0,21,141,4,97,0,30,1,0,0,9,17.4,74.8,18.4,83.1,16.3,66.4
460710VTD-3,SD,Jackson County,0VTD-3,204,1,152,1,33,0,0,0,17,161,1,121,0,27,0,0,0,12,33.1,177.3,29.4,203.9,36.8,150.6
460710VTD-5,SD,Jackson County,0VTD-5,134,4,108,1,15,0,0,0,6,103,4,91,1,5,0,0,0,2,13.3,72.6,12.9,83.5,13.7,61.8
460710VTD-6,SD,Jackson County,0VTD-6,209,7,98,0,83,0,0,0,21,152,6,77,0,59,0,0,0,10,31.3,76,29.8,82.8,32.9,69.2
460710VTD-7,SD,Jackson County,0VTD-7,1047,23,59,4,915,4,1,0,41,640,10,48,1,549,4,1,0,27,196,52,181,61,211,43
460710VTD-8,SD,Jackson County,0VTD-8,410,12,56,2,328,0,0,0,12,254,8,50,2,187,0,0,0,7,31.1,39.2,23.5,39.8,38.8,38.6
46071VTD3W3,SD,Jackson County,VTD3W3,216,2,151,1,35,1,1,0,25,152,1,119,1,20,0,1,0,10,2.1,11.2,1.9,12.8,2.3,9.5
46071VTD4W1,SD,Jackson County,VTD4W1,176,5,114,1,36,0,0,4,16,141,4,104,1,18,0,0,2,12,14.1,56.7,14,66.5,14.2,46.8
46071VTD4W2,SD,Jackson County,VTD4W2,151,1,132,0,13,0,0,0,5,114,1,98,0,10,0,0,0,5,14.1,56.7,14,66.5,14.2,46.8
460730VTD-2,SD,Jerauld County,0VTD-2,246,2,235,0,2,2,0,0,5,182,2,174,0,2,1,0,0,3,40.1,104.2,36,110.7,44.1,97.8
460730VTD-3,SD,Jerauld County,0VTD-3,299,50,235,0,2,0,0,0,12,223,36,177,0,2,0,0,0,8,36.4,95.9,32.5,108.2,40.4,83.6
460730VTD-4,SD,Jerauld County,0VTD-4,185,2,182,0,0,0,0,0,1,129,2,126,0,0,0,0,0,1,31,57.2,31,68.2,31,46.2
460730VTD-5,SD,Jerauld County,0VTD-5,162,0,157,0,2,0,0,0,3,121,0,116,0,2,0,0,0,3,30.4,72.5,26,80.3,34.9,64.7
46073VTD1-1,SD,Jerauld County,VTD1-1,771,20,736,0,5,1,0,0,9,628,15,600,0,5,0,0,0,8,154.1,289,143.2,321.2,165,256.8
460750VTD-1,SD,Jones County,0VTD-1,180,0,166,1,0,0,0,0,13,127,0,122,0,0,0,0,0,5,27.8,133.2,21.9,142.8,33.6,123.6
460750VTD-3,SD,Jones County,0VTD-3,38,0,34,0,0,0,0,0,4,30,0,27,0,0,0,0,0,3,10.1,45.2,8.8,48,11.3,42.5
460750VTD-5,SD,Jones County,0VTD-5,218,3,201,2,0,0,0,0,12,170,3,158,0,0,0,0,0,9,24.9,136.9,21.8,147.5,28.1,126.2
46075VTD-M1,SD,Jones County,VTD-M1,159,5,132,1,11,0,0,1,9,121,1,106,0,7,0,0,0,7,5.7,28.4,4.5,30.5,6.9,26.4
46075VTD-M2,SD,Jones County,VTD-M2,158,0,119,0,14,0,0,0,25,130,0,99,0,12,0,0,0,19,14.7,66,12.9,70,16.5,62
46075VTD-M3,SD,Jones County,VTD-M3,164,3,121,0,24,0,0,1,15,113,0,98,0,11,0,0,0,4,7.6,34.2,6.7,36.3,8.6,32.1
46077000001,SD,Kingsbury County,000001,1028,36,969,1,0,4,0,0,18,820,19,784,0,0,3,0,0,14,109.6,189.9,100.2,205.7,118.9,174.1
46077000002,SD,Kingsbury County,000002,1030,23,980,1,2,0,4,0,20,800,18,766,0,2,0,4,0,10,170.7,411.4,159.5,448.1,181.9,374.7
46077000003,SD,Kingsbury County,000003,961,10,922,1,6,3,0,0,19,774,4,748,0,6,2,0,0,14,114.6,258.5,103.2,281.4,126,235.6
46077000004,SD,Kingsbury County,000004,1126,17,1074,1,10,4,2,0,18,814,10,775,0,10,3,2,0,14,135.3,320.3,124.8,350.8,145.8,289.9
46077000005,SD,Kingsbury County,000005,1042,33,981,1,7,0,1,2,17,792,21,758,0,5,0,1,0,7,222.2,471.4,205.2,519.6,239.1,423.2
46079004301,SD,Lake County,004301,1060,16,1015,0,4,0,1,4,20,776,6,747,0,3,0,1,4,15,129.8,307.7,122,329,137.5,286.4
46079004302,SD,Lake County,004302,897,5,870,0,5,1,1,3,12,705,1,684,0,3,1,1,3,12,136.2,316.9,131,364.8,141.4,269
46079004303,SD,Lake County,004303,350,4,334,0,2,0,0,2,8,240,1,229,0,2,0,0,2,6,40.8,132,36.2,134,45.4,130
46079004304,SD,Lake County,004304,408,11,381,0,1,3,0,3,9,328,6,308,0,1,3,0,3,7,68.9,157.1,67,167.8,70.9,146.5
46079004305,SD,Lake County,004305,793,5,767,0,0,1,0,1,19,598,4,583,0,0,1,0,1,9,134.6,282.2,119.5,300,149.6,264.5
46079004306,SD,Lake County,004306,563,11,540,0,2,1,0,0,9,428,5,418,0,0,1,0,0,4,78.3,233.6,69.8,258.2,86.9,208.9
46079004307,SD,Lake County,004307,770,5,741,0,3,0,0,0,21,665,4,647,0,3,0,0,0,11,149,314.2,139.6,329.4,158.4,298.9
46079004308,SD,Lake County,004308,2998,370,2428,47,17,27,7,12,90,2364,311,1896,43,13,27,7,5,62,773,1231.9,980,1676.5,566,787.4
46079004309,SD,Lake County,004309,1522,64,1309,18,56,27,2,1,45,1147,24,1029,12,30,26,2,1,23,262,392.8,243.2,466,280.8,319.5
46079004310,SD,Lake County,004310,1698,115,1464,20,24,6,0,2,67,1375,57,1237,16,18,6,0,2,39,241.1,351.9,237.1,389.4,245.1,314.4
46081VTD-CC,SD,Lawrence County,VTD-CC,96,2,87,0,0,1,0,0,6,90,1,84,0,0,1,0,0,4,7.3,16.1,6.5,18.1,8.1,14.2
46081VTD-DW,SD,Lawrence County,VTD-DW,1141,46,997,1,15,7,0,5,70,1019,38,916,1,14,3,0,5,42,229.8,285.2,224.5,306.7,235,263.7
46081VTD-LD,SD,Lawrence County,VTD-LD,2983,142,2594,11,61,19,6,15,135,2308,87,2043,7,52,15,0,12,92,469.2,747.5,457.3,857.1,481.1,637.9
46081VTD-NM,SD,Lawrence County,VTD-NM,465,2,395,11,38,1,0,0,18,410,1,357,9,31,1,0,0,11,105.5,201.5,109.1,233.3,101.8,169.7
46081VTD-R1,SD,Lawrence County,VTD-R1,2176,55,2003,1,28,6,1,4,78,1907,41,1790,0,22,1,0,4,49,225.9,494.4,201.9,554.9,249.8,433.9
46081VTD-R2,SD,Lawrence County,VTD-R2,4575,159,4170,16,57,15,4,3,151,3615,103,3355,11,38,10,2,3,93,602.6,1722.2,543.4,1845.3,661.9,1599.1
46081VTD-S1,SD,Lawrence County,VTD-S1,4171,172,3601,46,124,49,0,10,169,3453,129,3019,41,103,47,0,10,104,504.9,806.7,466.8,904.1,542.9,709.2
46081VTD-S2,SD,Lawrence County,VTD-S2,3773,153,3298,19,55,37,4,6,201,3001,93,2690,12,42,25,4,5,130,510.1,1018.2,500.4,1125.9,519.8,910.6
46081VTD-S3,SD,Lawrence County,VTD-S3,4256,136,3867,16,72,52,3,5,105,3344,79,3101,13,35,44,3,5,64,589.8,1190.3,541.9,1301.7,637.7,1078.8
46081VTD-SO,SD,Lawrence County,VTD-SO,364,15,321,0,2,4,0,0,22,270,11,247,0,0,4,0,0,8,56.9,186.2,54.8,200,59,172.4
46081VTD-W1,SD,Lawrence County,VTD-W1,271,4,260,0,0,0,0,0,7,218,0,214,0,0,0,0,0,4,11.1,34.5,11.2,36.5,11.1,32.4
46081VTD-W2,SD,Lawrence County,VTD-W2,344,20,286,7,6,1,0,0,24,281,11,242,7,4,1,0,0,16,41.9,129.6,42,137.5,41.7,121.7
46081VTD-W3,SD,Lawrence County,VTD-W3,275,10,244,0,9,1,0,0,11,214,4,195,0,7,1,0,0,7,85.9,266.2,86.2,282.4,85.6,249.9
46081VTD-WW,SD,Lawrence County,VTD-WW,878,6,812,0,19,3,0,3,35,693,4,648,0,13,2,0,3,23,100,309.9,100.4,328.8,99.6,291
46083VTD-02,SD,Lincoln County,VTD-02,477,10,446,1,0,1,0,0,19,352,4,336,1,0,1,0,0,10,68,172,68.5,187,67.5,157
46083VTD-06,SD,Lincoln County,VTD-06,872,13,830,3,3,2,0,5,16,637,7,610,3,2,2,0,3,10,109.8,320.7,105.9,351.3,113.8,290
46083VTD-08,SD,Lincoln County,VTD-08,410,13,379,0,2,2,0,1,13,299,10,276,0,2,1,0,1,9,59.8,146.6,56,158,63.5,135.1
46083VTD-11,SD,Lincoln County,VTD-11,420,6,398,1,0,1,0,1,13,291,4,284,0,0,1,0,1,1,63.5,142.6,60.5,153.8,66.6,131.3
46083VTD-12,SD,Lincoln County,VTD-12,736,5,703,3,4,5,0,1,15,534,3,515,3,4,3,0,0,6,82.1,271.6,78,294.2,86.1,248.9
46083VTD-13,SD,Lincoln County,VTD-13,690,14,632,3,3,10,0,3,25,488,8,458,0,2,6,0,3,11,69,194.6,66,202,72.1,187.2
46083VTD-14,SD,Lincoln County,VTD-14,817,3,790,3,5,0,0,1,15,655,0,639,3,3,0,0,0,10,107,275.8,98.6,297.3,115.4,254.3
46083VTD-15,SD,Lincoln County,VTD-15,2153,22,2071,5,5,8,0,6,36,1536,12,1493,1,3,1,0,5,21,262.7,759.4,245.2,835.2,280.3,683.6
46083VTD-16,SD,Lincoln County,VTD-16,1990,34,1877,8,7,7,0,7,50,1400,22,1331,3,3,7,0,6,28,215.2,670.6,207.2,745.9,223.2,595.4
46083VTD-21,SD,Lincoln County,VTD-21,489,12,453,1,4,0,0,1,18,372,4,352,1,4,0,0,0,11,66.4,143.2,56.5,156.8,76.4,129.7
46083VTD-23,SD,Lincoln County,VTD-23,1231,16,1158,4,11,2,0,9,31,854,7,817,1,6,2,0,4,17,151.2,339.9,138.8,376.5,163.8,303.4
46083VTD-26,SD,Lincoln County,VTD-26,454,22,408,0,0,0,0,2,22,344,16,322,0,0,0,0,0,6,85.3,227.7,77.6,248.3,92.9,207
46083VTD-B1,SD,Lincoln County,VTD-B1,176,9,151,1,2,2,0,2,9,135,5,116,1,2,2,0,0,9,8.6,23.1,7.9,25.1,9.4,21
46083VTD-B2,SD,Lincoln County,VTD-B2,95,6,88,1,0,0,0,0,0,87,3,83,1,0,0,0,0,0,7.1,18.9,6.4,20.6,7.7,17.2
46083VTD-B3,SD,Lincoln County,VTD-B3,150,4,137,3,0,3,0,0,3,116,0,107,3,0,3,0,0,3,9.1,24.4,8.3,26.6,9.9,22.2
46083VTD-C1,SD,Lincoln County,VTD-C1,779,4,757,2,4,4,0,0,8,581,4,567,0,3,2,0,0,5,49,98.1,47.5,113.3,50.4,82.9
46083VTD-C2,SD,Lincoln County,VTD-C2,627,9,595,7,3,3,0,0,10,448,7,426,3,3,1,0,0,8,39.1,78.4,37.9,90.5,40.2,66.2
46083VTD-C3,SD,Lincoln County,VTD-C3,559,11,516,5,2,5,0,2,18,415,7,389,3,1,5,0,0,10,182.9,366.6,177.4,423.4,188.3,309.8
46083VTD-C4,SD,Lincoln County,VTD-C4,547,9,484,11,9,6,0,2,26,426,8,382,8,6,5,0,2,15,112.6,183.1,110.3,211.9,114.9,154.2
46083VTD-C5,SD,Lincoln County,VTD-C5,554,7,510,1,12,5,0,2,17,411,3,382,1,9,3,0,2,11,51.5,83.6,50.4,96.8,52.5,70.4
46083VTD-H1,SD,Lincoln County,VTD-H1,3196,117,2881,44,24,6,0,12,112,2032,61,1866,26,13,6,0,10,50,262,546.5,235.2,648.9,288.9,444.2
46083VTD-H2,SD,Lincoln County,VTD-H2,3529,90,3239,30,16,13,0,0,141,2238,45,2087,22,11,13,0,0,60,322.4,689.8,288.8,774.3,356,605.3
46083VTD-L1,SD,Lincoln County,VTD-L1,832,12,779,4,18,2,0,1,16,621,8,586,4,11,2,0,0,10,95.4,207.2,87.4,229.1,103.3,185.3
46083VTD-L2,SD,Lincoln County,VTD-L2,790,17,724,6,7,3,0,3,30,564,4,536,3,0,3,0,2,16,100.7,218.7,92.3,241.8,109,195.7
46083VTD-L3,SD,Lincoln County,VTD-L3,797,23,731,3,11,3,0,1,25,589,16,549,2,6,3,0,0,13,77.3,168.1,70.9,185.8,83.8,150.3
46083VTD-T1,SD,Lincoln County,VTD-T1,1967,45,1797,21,15,6,1,6,76,1195,21,1127,11,8,6,0,1,21,123.4,290.7,113.2,328.4,133.6,253
46083VTD-T2,SD,Lincoln County,VTD-T2,1697,46,1533,25,1,6,0,5,81,1094,21,1009,13,0,6,0,3,42,222.5,524.6,204.1,592.7,240.9,456.6
46083VTD-T3,SD,Lincoln County,VTD-T3,1929,40,1753,19,25,7,0,2,83,1283,16,1204,11,13,7,0,0,32,127.3,300.9,116.8,339.9,137.8,261.9
46083VTD111,SD,Lincoln County,VTD111,2692,46,2439,31,8,85,0,8,75,2066,26,1906,17,7,58,0,6,46,387.7,984.4,354.5,1028.8,420.9,940
46083VTD112,SD,Lincoln County,VTD112,4432,178,3788,79,36,145,0,7,199,3255,106,2854,51,26,106,0,2,110,404.2,690.4,347.3,753.8,461,627.1
46083VTD113,SD,Lincoln County,VTD113,1793,86,1476,49,15,56,1,7,103,1299,42,1112,27,10,45,0,7,56,223.4,321,213.4,384.7,233.3,257.2
46083VTD114,SD,Lincoln County,VTD114,2252,59,1990,69,9,40,0,2,83,1500,32,1357,38,3,29,0,2,39,275.2,489,249.9,574.2,300.6,403.9
46083VTD115,SD,Lincoln County,VTD115,2203,77,1840,104,17,65,0,5,95,1667,50,1441,61,10,49,0,4,52,350.4,473.6,316.8,571.2,384.1,376
46083VTD116,SD,Lincoln County,VTD116,1988,91,1591,117,30,37,4,4,114,1416,68,1183,54,19,35,4,4,49,264,394.1,255.6,480,272.5,308.1
46083VTD118,SD,Lincoln County,VTD118,3351,83,2955,59,16,116,1,10,111,2196,47,1990,29,8,77,0,3,42,299.2,745.1,261.8,816,336.8,674.1
46083VTD210,SD,Lincoln County,VTD210,2751,40,2514,28,12,72,0,4,81,2081,26,1931,15,12,48,0,3,46,448.6,1062.2,411,1161,486.2,963.5
46083VTD211,SD,Lincoln County,VTD211,3534,110,3154,53,23,65,0,11,118,2829,78,2583,37,15,49,0,6,61,540.1,1124.2,472.3,1198.4,607.9,1050
46083VTD212,SD,Lincoln County,VTD212,1784,59,1512,97,22,24,0,2,68,1440,34,1262,70,15,20,0,2,37,274.1,471.6,254.6,521.4,293.5,421.8
46083VTD213,SD,Lincoln County,VTD213,6746,182,5942,200,49,132,2,12,227,5240,112,4749,118,27,96,2,7,129,721.6,1214.4,578.9,1198.1,864.2,1230.7
46083VTD215,SD,Lincoln County,VTD215,2672,49,2488,15,2,44,0,7,67,1770,29,1652,14,2,35,0,3,35,282.4,683.2,251.8,716.5,313.1,650
460850VTD-1,SD,Lyman County,0VTD-1,96,2,90,0,0,0,0,0,4,79,1,74,0,0,0,0,0,4,17.6,45.3,14.6,46,20.7,44.6
460850VTD-4,SD,Lyman County,0VTD-4,591,7,500,1,51,0,0,0,32,464,4,415,1,29,0,0,0,15,97.2,209.4,88.8,227.2,105.8,191.6
460850VTD-6,SD,Lyman County,0VTD-6,230,3,191,0,28,0,0,0,8,175,1,152,0,17,0,0,0,5,37.4,91.3,32.5,104.8,42.2,77.9
460850VTD-7,SD,Lyman County,0VTD-7,1546,14,27,1,1474,4,0,0,26,931,10,27,0,872,4,0,0,18,153.1,22.6,142,26.5,164.1,18.6
460850VTD-9,SD,Lyman County,0VTD-9,440,5,377,0,45,0,0,1,12,328,4,285,0,30,0,0,1,8,35.5,192.5,28.5,211.8,42.5,173.2
46085VTD-12,SD,Lyman County,VTD-12,646,10,576,1,25,0,0,0,34,503,9,449,1,16,0,0,0,28,81.5,271.5,69.6,300.8,93.3,242.3
46085VTD-13,SD,Lyman County,VTD-13,169,4,154,0,4,0,0,0,7,142,4,130,0,4,0,0,0,4,18.3,77.1,15.5,82,21.1,72.2
460870VTD-1,SD,McCook County,0VTD-1,1084,20,1043,2,1,2,0,0,16,811,7,791,2,0,2,0,0,9,167.9,307,153.8,344.5,182,269.5
460870VTD-2,SD,McCook County,0VTD-2,307,1,295,1,5,0,0,0,5,236,1,227,1,4,0,0,0,3,49.9,89.9,44.8,103,55.1,76.8
460870VTD-3,SD,McCook County,0VTD-3,1252,28,1148,1,23,0,0,4,48,925,13,873,0,11,0,0,0,28,145.4,367.3,122.8,413.2,168.1,321.4
460870VTD-4,SD,McCook County,0VTD-4,1009,55,897,2,12,1,0,2,40,739,37,676,0,10,1,0,0,15,80.6,355.8,64.1,399,97.1,312.6
460870VTD-5,SD,McCook County,0VTD-5,1317,61,1204,3,9,1,0,2,37,1003,38,931,2,8,1,0,2,21,192.6,377.6,167.8,425,217.5,330.1
460870VTD-6,SD,McCook County,0VTD-6,713,10,690,0,1,0,0,2,10,523,10,501,0,1,0,0,2,9,78,230.4,61.8,253.5,94.2,207.4
46089VTD-CN,SD,McPherson County,VTD-CN,124,2,121,0,0,0,0,0,1,110,2,107,0,0,0,0,0,1,32.4,155.7,29.8,170.9,35,140.4
46089VTD-E1,SD,McPherson County,VTD-E1,283,5,262,0,5,0,0,0,11,218,3,205,0,3,0,0,0,7,3.5,21.4,2.9,23.8,4,18.9
46089VTD-E2,SD,McPherson County,VTD-E2,250,3,227,0,4,3,0,0,13,218,1,203,0,4,3,0,0,7,5.8,23.2,5.6,26.3,5.9,20.1
46089VTD-E3,SD,McPherson County,VTD-E3,278,3,262,0,2,0,1,0,10,247,3,236,0,1,0,0,0,7,4.4,21.2,4.1,23.2,4.8,19.1
46089VTD-L1,SD,McPherson County,VTD-L1,129,16,112,0,0,0,0,0,1,92,9,83,0,0,0,0,0,0,2,8.8,1.8,10,2.1,7.6
46089VTD-L2,SD,McPherson County,VTD-L2,162,4,149,1,0,0,0,0,8,117,4,107,1,0,0,0,0,5,2.7,9.8,2.4,9.1,3,10.6
46089VTD-L3,SD,McPherson County,VTD-L3,143,8,130,0,2,0,0,0,3,108,6,99,0,2,0,0,0,1,5.5,19.7,4.9,18.3,6,21.1
46089VTD-NW,SD,McPherson County,VTD-NW,159,2,155,0,1,0,0,0,1,121,1,118,0,1,0,0,0,1,26,160.5,21.8,179,30.2,142.1
46089VTD-SW,SD,McPherson County,VTD-SW,132,3,128,0,0,0,0,0,1,106,2,104,0,0,0,0,0,0,34,136.6,33.1,155,35,118.2
46089VTD101,SD,McPherson County,VTD101,81,0,73,0,6,0,0,0,2,61,0,61,0,0,0,0,0,0,6.6,42.1,8,50.8,5.1,33.5
46089VTDNEL,SD,McPherson County,VTDNEL,440,4,423,2,7,0,0,0,4,362,4,348,2,5,0,0,0,3,35.2,160.2,32.9,181.7,37.5,138.7
46089VTDSEL,SD,McPherson County,VTDSEL,230,3,223,0,0,0,0,0,4,155,2,150,0,0,0,0,0,3,35,126.2,31.2,117.3,38.8,135.2
46091VTD-A1,SD,Marshall County,VTD-A1,451,16,407,1,6,0,0,0,21,334,8,312,0,5,0,0,0,9,90.8,130.1,80.2,141.8,101.4,118.4
46091VTD-A2,SD,Marshall County,VTD-A2,372,9,351,1,5,1,0,0,5,302,6,286,1,5,1,0,0,3,74.8,83.2,60,96.2,89.5,70.2
46091VTD-A3,SD,Marshall County,VTD-A3,569,7,550,1,5,0,0,0,6,457,2,449,0,3,0,0,0,3,98.8,154.8,88,180,109.6,129.6
46091VTD-A4,SD,Marshall County,VTD-A4,483,12,442,1,4,3,1,0,20,391,5,368,1,4,1,1,0,11,116.6,139.6,107.8,165.2,125.4,113.9
46091VTD-A5,SD,Marshall County,VTD-A5,582,171,238,0,145,4,0,0,24,407,106,200,0,85,3,0,0,13,67.3,96.6,55.2,116,79.4,77.1
46091VTD-A6,SD,Marshall County,VTD-A6,565,17,432,1,100,4,0,0,11,446,12,375,1,50,2,0,0,6,112.1,172.5,101.2,180.5,122.9,164.5
46091VTD-A7,SD,Marshall County,VTD-A7,329,12,254,0,56,0,0,0,7,252,6,208,0,33,0,0,0,5,69.2,102.1,56.5,114,82,90.1
