GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_lea,uss_16_rep_mil,gov_16_dem_min,gov_16_rep_sco,atg_16_dem_don,atg_16_rep_buc,uss_18_rep_zup,gov_18_dem_hal,gov_18_rep_sco,atg_18_dem_don,atg_18_rep_wil,sos_18_dem_con,sos_18_rep_pai,pre_20_dem_bid,pre_20_rep_tru,gov_20_dem_zuc,gov_20_rep_sco,atg_20_dem_don,atg_20_rep_pai,sos_20_dem_con,sos_20_rep_pai,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
50023502304,VT,Washington County,502304,7923,217,7275,35,13,52,1,30,300,6315,160,5858,22,12,41,1,25,196,1756.4,1858.2,1871.4,2220.3,907.4,3275.2,2523,1513.8,1457.9,688.5,2761.2,2081.8,1354.9,1820.3,1628.4,2506.6,2089.8,588.9,3989.4,2758.3,1659.4,2440.8,1870,2216.9,1764.5,1800.6,1530.2,2402.1,2073.7,2139.9,1813
50023502305,VT,Washington County,502305,2849,70,2578,33,3,27,0,10,128,2355,56,2138,28,3,14,0,8,108,671.6,458.9,734.7,586.4,416.5,955.8,889.4,407.5,393.9,328.5,819.3,763.7,367.2,726.4,406.8,976.8,525.7,322.7,1191.8,994,429.8,939.5,464.8,602.1,678.1,496.8,606.2,653,808.3,584,705.8
50023502306,VT,Washington County,502306,1443,28,1285,7,6,6,0,9,102,1116,19,1016,5,5,6,0,5,60,405.3,260.6,467,294.8,340.8,447.7,473,267.7,201.5,282.9,394.3,443.1,212.2,442,220.3,573.3,306,208.8,676.5,545.7,269.4,530.3,272.9,317.7,421.5,257.1,389.3,381.2,464.5,318.7,428.4
50023502307,VT,Washington County,502307,1661,26,1540,10,1,11,0,4,69,1341,21,1270,5,1,4,0,1,39,688,195,716,247,552,443,737,203,149,491,388,687,158,696,173,886,221,436,663,824,199,798,223,272,673.2,217,624.7,326.5,736,271.8,682.8
50023502308,VT,Washington County,502308,1413,21,1296,6,6,8,3,3,70,1124,19,1041,1,4,6,0,2,51,411,183.8,430.9,262.2,289.1,435.9,500.4,186.6,152.9,236.6,382.2,454.7,134.2,435.7,169.7,612.2,227.2,212.4,623.3,582.6,175.4,550.6,204.9,267.1,407.8,209.8,375.7,307.7,489.5,261.5,428.7
50023502309,VT,Washington County,502309,2598,53,2381,16,1,19,0,7,121,2084,39,1947,12,0,18,0,2,66,1026,353.9,1090.6,426.5,789.4,791.4,1165.2,336,272.4,613.4,711.8,1045.8,248.5,1031.9,280.4,1307.3,388.7,549.8,1132.3,1249.7,313.2,1243.7,331,476.9,1017.8,378.3,897.1,541.3,1087.6,465.5,1010.2
50023502310,VT,Washington County,502310,1364,23,1274,10,0,6,0,7,44,1128,14,1066,7,0,5,0,7,29,586,142,584,201,423,384,567,174,140,318,402,570,129,544,160,796,150,293,649,711,158,700,159,225.2,540,207.8,477.3,279,625,237.3,553.8
50023502311,VT,Washington County,502311,1583,50,1436,11,4,4,0,6,72,1256,36,1151,4,4,4,0,6,51,411.3,280.1,475.4,312.7,362,469.5,525.7,262.4,221.9,315.6,367.9,463.6,211.1,448.8,225.9,578,331.4,283.1,632.3,566.2,277.2,542.5,295.9,331.2,443.6,256.7,409.3,384.2,492.4,324,452
50023502312,VT,Washington County,502312,1779,34,1640,10,1,5,0,16,73,1422,16,1324,5,1,5,0,10,61,730.9,230.1,792.2,286,591.5,521.4,817.5,205.3,191.8,476.4,494.3,768.3,174.6,764.4,204.8,992.5,233.1,404,829.5,913.9,216.9,920,232.7,310.7,733,266.3,669.7,378,807.6,318.4,742.9
50023502313,VT,Washington County,502313,3271,104,2806,38,7,103,1,24,188,2660,69,2311,31,7,82,0,21,139,1413.8,192,1440.7,283.2,1211,586.5,1454.2,217.7,178,1052.6,615.8,1435,156.8,1468.8,162.6,1751,183.6,864.6,1048.8,1546.2,186.4,1591.3,173.1,319.8,1379.9,278.3,1318.8,398,1438.3,332,1384.5
50023502314,VT,Washington County,502314,2880,95,2549,31,3,68,2,18,114,2320,49,2106,28,3,53,1,10,70,1183,157.8,1205.1,233.4,1014.5,485.4,1215.2,179.8,146.5,882.1,511.1,1200,128.9,1228.8,133.4,1464,150.2,724.1,872.1,1291.7,153.3,1330,141.8,264.1,1154.4,230,1103.6,329.3,1202.5,274.5,1158
50023502315,VT,Washington County,502315,1923,54,1683,18,2,40,3,26,97,1564,40,1407,4,2,22,3,19,67,1095.2,145.7,1115.6,215.6,939.4,448.7,1124.8,166.2,135.3,816.8,472.7,1110.9,119.1,1137.6,123.2,1355.2,138.6,670.5,806.7,1195.6,141.6,1231.1,130.9,244,1068.8,212.6,1021.8,304.4,1113.1,253.7,1072.1
50023502316,VT,Washington County,502316,1753,31,1600,7,1,29,0,15,70,1409,26,1300,6,0,14,0,11,52,646.7,215.2,693.5,278,460.8,548.5,725.4,203.2,175.4,386.7,498.9,693.4,154.5,679.4,188.4,922.4,222.2,336.8,827.5,866.5,190.4,840.6,191.6,311.2,631.6,254.3,586.5,357.9,741.6,307.8,659.3
50023502317,VT,Washington County,502317,5918,202,5149,164,13,59,2,14,315,5108,172,4473,152,13,51,2,9,236,1100.6,700.1,1221.3,827.7,710,1446.7,1410.2,619.1,587.4,557.7,1203.5,1185.7,513.2,1116.5,596.3,1491.2,827.7,468.8,1870,1513,681.4,1406.2,719,898.4,1110.5,725.1,953.3,1024.5,1219.8,882.7,1107.4
50023502318,VT,Washington County,502318,1236,20,1094,17,2,17,1,8,77,1029,19,923,14,2,14,1,7,49,425.1,129.4,445.1,180.4,383.8,278.8,486.2,133.3,112.3,369.6,254.7,502.1,93.3,489.1,115.3,607.4,166.4,341.6,444.2,586.3,140.3,563.3,146.3,180.5,435.1,143.9,453.6,224.3,524.6,182.9,472.7
50023502319,VT,Washington County,502319,678,15,601,1,3,1,1,2,54,543,13,494,0,3,0,1,2,30,186,118,208,139,149,219,242,108,90,119,187,225,82,217,95,281,134,107,308,277,108,262,122,146,196.2,113.5,187,168,231.8,142.5,206.6
50023502320,VT,Washington County,502320,1844,34,1723,7,2,17,1,0,60,1507,23,1429,7,2,13,0,0,33,740.6,207.3,773.2,271.4,564.9,520.2,761.6,224.9,183.5,442.8,521.9,755.5,172.6,743.7,197.3,1009,197.5,382.6,805.4,889,195.4,857.5,202.2,306,710.1,268.8,647.3,350.1,784.5,308.3,720
50023502321,VT,Washington County,502321,1977,46,1834,6,4,7,0,12,68,1638,38,1537,5,3,4,0,9,42,766.2,186,757.8,254.2,621.8,448,753.6,224.3,165.5,516.5,494,800.5,159.3,770.2,201.8,1058.3,182.8,465.3,776.4,946,192.7,882.4,209.9,278.1,724.8,255.1,695.7,340.4,838,291.2,758
50023502322,VT,Washington County,502322,5331,105,4839,41,20,66,7,34,219,4343,82,3996,35,16,47,7,17,143,2024.9,589.7,2109.5,777.1,1457.6,1545.5,2192.6,603.6,509.9,1127.4,1489.3,2098.8,451.2,1999.3,546.8,2764.7,618.9,932.6,2442,2573.7,573.7,2442.3,579,879,1946.1,749.3,1741.8,1053.4,2178.3,893.9,1974.9
50023502323,VT,Washington County,502323,928,26,847,2,3,2,0,2,46,755,15,706,0,3,0,0,0,31,277.1,172.9,283,179.4,209.2,311.7,365.1,140,151,190.3,271.9,308.7,139.2,306.7,149.3,380.6,200.6,162.1,406.2,372.2,176,360,186.1,201,283.6,177.9,268.5,242.2,318.7,207,292.3
50023502324,VT,Washington County,502324,964,15,859,7,0,9,0,11,63,784,12,705,7,0,5,0,7,48,374,117,408,145,305,277,433,120,97,255,239,391,88,383,105,464,125,239,362,457,99,429,123,164.8,380,132.2,343,177.2,397.2,158.1,376.2
50025502010,VT,Windham County,502010,771,16,691,6,2,1,1,12,42,627,10,566,6,0,1,1,12,31,200.4,181.5,208.3,160.7,203.3,190.4,193.4,167.6,104.2,160.7,158.7,209.3,118,200.4,124,270.8,191.4,155.7,277.7,243,178.6,236.1,160.7,175.1,201.4,126.2,190.1,202.1,226.4,167.8,207.4
50025502501,VT,Windham County,502501,380,6,354,0,1,3,0,6,10,302,6,280,0,1,3,0,6,6,69.7,61.1,92.6,48.1,71.5,79.2,76.6,62.1,46,60.5,73.1,79.6,47,82.6,46,120.7,84,67.4,128.3,100.7,69,94.6,70,62.6,77.6,53.1,74.2,87.8,95.9,67.8,83.3
50025502502,VT,Windham County,502502,4402,126,3820,64,17,63,0,21,291,3568,77,3160,45,17,58,0,16,195,1518,429.6,1545.9,426.2,1445.4,631.4,1412,494.4,286.6,1078.3,605.9,1346.7,322.9,1282.5,332.9,1868.5,504.4,1027.8,1219.2,1653.3,469.9,1607.3,463.8,495.4,1480.3,387.1,1235.8,664.3,1539.2,515.6,1435.1
50025502503,VT,Windham County,502503,3830,183,3229,100,11,97,0,19,191,3125,118,2705,75,11,79,0,17,120,1448.1,227.3,1463.7,220.7,1494.5,347.4,1421.2,252.6,156.3,1179.8,440.3,1371.6,192.7,1319,194.6,1862.6,302.1,1130.9,900.1,1612.3,275.4,1554.8,272.3,262,1456.9,246,1290.1,437.5,1540.2,315.2,1441.7
50025502504,VT,Windham County,502504,3952,124,3387,69,5,96,1,20,250,3324,95,2918,49,4,72,0,19,167,1362.3,198.7,1318.6,222.8,1327.1,337.1,1266.7,242.2,142.7,1118.1,355.6,1287.3,158.6,1230.8,157.7,1668,242.1,1091.2,723.3,1429.6,215.6,1382.9,212.9,250.2,1318.6,203.6,1212.1,348.5,1392.9,267.4,1316.6
50025502505,VT,Windham County,502505,540,1,505,3,1,1,0,5,24,439,1,410,3,1,1,0,4,19,175.3,70,182.7,80,172.2,116.9,181.2,83.2,62.4,117.9,99.9,150.2,65.6,139,68.6,225.2,98.4,131.6,194.5,205.3,89.1,183.1,97.1,87.5,177.9,74.1,135.7,119.8,186.3,93.8,169.4
50025502506,VT,Windham County,502506,1798,61,1659,9,2,22,1,6,38,1479,49,1376,8,2,19,1,2,22,409,279,431,276,357,394,368,304,205,258,363,366,236,375,242,613,296,261,630,530,306,534,285,313.2,391.2,261.5,333,379.2,484.5,318,409.3
50025502507,VT,Windham County,502507,1865,41,1717,11,0,9,0,10,77,1536,29,1442,6,0,5,0,10,44,798.7,213.3,823.7,232.3,755.6,349.5,766.6,266.4,154.1,637.5,337.4,797.6,176.2,749.6,176.2,1037,281.4,611.4,664,918.8,249.3,901.8,253.3,265.4,786.1,211,728.2,362,867.2,279.5,799.8
50025502508,VT,Windham County,502508,645,14,607,0,3,1,0,1,19,551,12,523,0,3,1,0,0,12,213.2,132.4,215.4,138.2,147,238,191.2,152.4,80.8,123,177.7,185.8,102.9,190.8,97.9,267.2,130.8,106,294.7,238.6,106.5,226.4,125.4,165.2,191.7,114.8,166.5,164.3,209.5,148.1,191.3
50025502509,VT,Windham County,502509,2120,52,1929,4,7,11,1,7,109,1768,36,1644,0,5,7,1,7,68,723,275.2,777.1,255.2,732.9,369.7,732.8,284.3,162.8,626.9,352.6,768.6,191.9,725.4,198.9,980,346.4,568.7,702.3,903.4,293.3,857.3,284.2,296.1,741.4,226.5,707,406.5,827.4,309.7,763.3
50025502511,VT,Windham County,502511,1005,23,900,7,2,4,0,2,67,821,8,763,0,2,4,0,2,42,310.7,132,308.7,141,256.7,226,305.7,143,91,189.8,165.1,267.8,93,253.9,98,405.7,149,210.7,342,356.7,150.9,351.6,148,160.5,295.4,111.8,237.2,197.5,331.2,156.6,292.6
50025502512,VT,Windham County,502512,1919,38,1785,10,7,11,0,10,58,1568,26,1469,10,7,7,0,10,39,507.3,297.3,519.1,312,379.7,511.2,472.9,327.7,231.6,305.2,445.4,493.5,237.4,488.6,252.2,730,340.5,307.1,737.9,602.5,307.1,566.2,319.9,362.1,469.8,291.6,429.1,426.3,551.4,360,488.4
50025502513,VT,Windham County,502513,1722,63,1492,53,3,38,0,12,61,1552,55,1348,52,0,38,0,12,47,421.3,87.8,425.2,86.8,400.9,134.6,405.7,92.7,35.1,377.4,112.2,407.7,55.6,411.6,55.6,515,91.7,358.9,248.7,453.5,86.8,456.4,76.1,100.5,413.3,64.6,398.9,125.8,446,97,421.2
50025502514,VT,Windham County,502514,1645,48,1488,8,3,6,0,17,75,1398,34,1272,6,3,6,0,13,64,647.2,207.3,678.9,216.3,638.2,312.5,640.2,230.1,149.7,493.5,301.5,623.3,168.6,601.5,174.6,835.6,258.9,467.7,576.4,745.3,226.2,716.6,226.2,241.6,651.1,198.6,572.7,321.9,691.3,254,644.3
50025502515,VT,Windham County,502515,2617,87,2297,36,6,37,1,21,132,2198,72,1972,31,5,22,1,15,80,994.5,175.9,991.6,196.8,952.4,293.2,922.5,205.9,126.6,865.1,281,978.5,124.6,894.4,132.7,1237.3,236.1,807,594.2,1090.9,192.9,1053.8,197.9,218,965.3,166.2,912.7,305.3,1047.2,229.8,980.7
50025502516,VT,Windham County,502516,4832,141,4322,52,6,36,1,13,261,3938,95,3560,40,5,31,1,9,197,1325.4,583.4,1413.6,510.5,1237.3,819.1,1336.4,563.4,352.6,841,705.1,1165.9,367.2,1135.6,384.9,1718.6,725.1,813.8,1524.2,1466.8,624.6,1419,606.3,619.1,1328.2,452.5,1047.5,870,1354.5,647.2,1261.2
50025502517,VT,Windham County,502517,6,0,4,1,1,0,0,0,0,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50025502518,VT,Windham County,502518,440,12,405,0,0,4,1,0,18,333,8,310,0,0,4,0,0,11,66.2,49.8,61.4,55.7,46,77.3,54.2,58.9,41.7,38.8,77.6,70.5,47.6,71.6,44.8,120,66.3,54.1,134.8,107.3,67.5,106.3,64.5,60.4,57,52.9,60.3,83.3,96.9,65.5,72.4
50025502519,VT,Windham County,502519,1291,31,1178,5,3,6,0,15,53,1093,24,997,5,3,6,0,14,44,411.3,173.7,407.3,179.7,347.4,267.5,401.3,185.7,118.8,304.5,240.6,412.3,131.8,394.3,130.8,552,190.7,283.5,416.3,481.2,174.7,445.2,170.7,201.7,391.8,155.5,370.4,238.1,440.5,198.4,403.7
50025502520,VT,Windham County,502520,2192,58,2011,15,3,13,0,7,85,1781,40,1660,9,3,7,0,7,55,506.9,488.4,519.1,503.3,402.5,676.6,477.7,514.6,353.6,293.1,548.6,463.1,370,431.6,371,737.2,552.1,288.6,899.4,632.7,478.9,598.1,471.9,545.7,476.5,410.8,395.9,600.6,564.2,519,486.4
50025502521,VT,Windham County,502521,869,10,802,10,0,2,0,7,38,727,7,680,10,0,2,0,2,26,199,137,223,127,189,186,209,135,107,144,162,200,104,196,107,325,159,145,324,287,143,265,147,146.2,205,120,180,193.2,255.5,153.2,216.5
50025502522,VT,Windham County,502522,3016,88,2701,17,12,15,0,27,156,2412,32,2221,13,8,15,0,23,100,984.9,342.6,1029.5,334.6,942.3,488,980,365.6,225.2,835.8,406.5,979.8,242.4,924.4,253.7,1280.2,419.4,766.4,858.4,1138.9,365.3,1100.9,372.6,382.7,984.1,282,913.3,503.9,1071.6,389.5,996.6
50025502523,VT,Windham County,502523,1344,23,1249,3,0,2,0,0,67,1059,14,1000,3,0,0,0,0,42,284.6,286.5,312.7,262.3,254.7,361.6,270.6,276.4,172.8,204.3,263.3,266.7,197,257.6,206,399.2,341.6,191.3,486.3,354,314.4,323.9,314.3,296.7,280.6,209.8,242.9,364.1,317.1,290.2,283.6
50025502524,VT,Windham County,502524,2255,76,2060,8,4,15,1,4,87,1909,52,1758,8,4,15,1,4,67,598.2,339.5,613.3,327.5,536.9,472.3,535,339.6,217.6,372.5,389.9,480,245.9,496,247.9,797.8,342.6,387.1,698.3,680.8,335.5,647.8,315.3,369.7,570.8,275.4,449.5,422.9,628.4,356,558.7
50025502525,VT,Windham County,502525,449,11,418,4,0,0,0,1,15,379,10,359,4,0,0,0,0,6,159.4,81.1,152.6,92.3,77.8,198.3,150.6,99.1,45.6,78.8,124,147.1,48.6,139,54.8,191.4,85.5,70.8,196.9,163.1,77.2,155.7,78.3,117.7,135.1,68.3,121.6,109.5,145.3,98.5,135.1
50027502701,VT,Windsor County,502701,568,11,531,10,0,0,0,2,14,482,6,454,9,0,0,0,2,11,171.2,127,181.4,137.2,138.1,190.5,187.8,122.3,118.8,91.8,193.8,176.6,98.8,170.4,122.4,222.5,134.1,95.4,250.1,216.8,118,203.1,117.1,144.2,169.6,133.5,146.2,154.8,184.5,144.2,168.6
50027502702,VT,Windsor County,502702,229,4,223,1,0,0,0,0,1,189,3,185,0,0,0,0,0,1,50,60,57,54,44,81,65,54,47,25,66,51,44,47,52,63,72,28,101,62,56,55,59,62.2,54,52.2,41,72,52,62.2,49.7
50027502703,VT,Windsor County,502703,992,18,924,4,1,9,0,1,35,792,5,757,4,1,9,0,0,16,334.4,171.6,326.5,197.3,264.4,269.3,322.6,166.7,140.1,214.1,280.1,350.2,135.1,345.2,149.9,458.7,174.6,195.3,440.9,432,148.9,406.4,167.7,201.2,311.9,176.3,303.2,233,373.1,203.5,331.8
50027502704,VT,Windsor County,502704,1942,41,1779,14,1,3,0,15,89,1584,30,1450,12,1,3,0,15,73,554.1,307.4,615.4,361.3,432.8,567.7,646.1,297.1,248.4,336.7,548.7,612.9,253.1,579.8,292.1,744.7,391,322.1,792.2,720.8,324.3,670.6,343.8,383.3,562.1,335.6,509.8,462.8,614.5,393.9,566.9
50027502705,VT,Windsor County,502705,903,13,838,1,4,4,0,9,34,756,7,716,0,4,4,0,5,20,280,160,273,198,227,260,304,161,136,139,260,256,142,246,150,372,212,138,433,347,186,308,200,194.8,271,172,213.7,257.8,291.2,208.2,262.7
50027502706,VT,Windsor County,502706,1392,30,1256,9,6,7,0,8,76,1123,18,1030,5,6,5,0,8,51,304,260.3,342.8,269.3,267.3,384.5,347.8,260.3,202.7,170.9,317,317,204.7,310,212.6,463,295.1,175.9,561.4,413.3,268.3,376.6,272.2,293.6,315.5,234.2,265.9,349.2,357.2,292.4,317.1
50027502707,VT,Windsor County,502707,3005,69,2763,4,13,16,0,19,121,2473,37,2311,4,13,9,0,8,91,808.2,500.4,858.1,529.7,675.3,782.8,850.2,496.5,369.4,431,691.9,741.8,379.2,711.5,423.2,1064.3,605,418.3,1174.7,982.2,532.6,877.6,543.4,577.4,798,465.9,628.1,713.9,835.6,585.7,765.3
50027502708,VT,Windsor County,502708,2516,64,2272,28,12,16,0,10,114,2113,48,1932,16,6,15,0,6,90,734,354,723,458.5,604.7,584.8,688.2,412.7,258.6,419.7,599.7,706.1,280.4,687.2,303.3,1040.3,413.7,362,1068.1,922.9,413.7,876.2,405.8,452.5,687.5,360.5,604.3,575.3,800.3,462.8,705.8
50027502709,VT,Windsor County,502709,8170,196,7241,109,15,169,1,20,419,6698,127,6028,82,13,148,1,14,285,2425.3,937.1,2465.8,1138.1,2141.2,1546.6,2459.7,1008.5,645.2,1566.5,1514.1,2342.2,688.8,2284.8,756.1,3432.3,1145.8,1561.2,2856.7,3070.2,1057.9,2845.8,1085.5,1157.6,2373,901.1,2064.5,1536.4,2727.4,1198.4,2417.7
50027502710,VT,Windsor County,502710,3446,69,3172,15,15,23,4,12,136,2828,44,2635,15,15,14,1,7,97,1188.7,569.8,1220.2,630.4,985.1,929.6,1240.1,538.8,411.2,686.8,881.2,1116.6,419.7,1079.9,459.6,1554.4,645.5,641.7,1485.1,1396.8,584.4,1277,606.7,667.1,1158.5,542.9,961.1,830.4,1217.5,680.2,1126.1
50027502711,VT,Windsor County,502711,2172,44,1985,12,4,19,4,14,90,1875,30,1723,10,4,17,4,14,73,539.5,404.1,578.5,409.3,469.2,579.6,575.5,399.1,312.7,300.9,527.2,518.4,303.7,484.4,325.8,720.2,473.9,296.8,867.3,658,396,588.8,403.1,448,540.7,367.4,434.5,535.1,565.9,450.1,520.9
50027502712,VT,Windsor County,502712,3612,109,3192,25,7,78,0,29,172,2825,73,2553,20,1,63,0,28,87,1982,191,1928,297,1750,483,1782,297,175,1337,745,1806,194,1832,205,2316,211,1143,1307,2010,234,1995,244,317,1860.5,329.8,1658.3,499,1866,381.9,1807.4
50027502713,VT,Windsor County,502713,641,4,602,4,1,1,0,1,28,529,3,503,2,1,1,0,0,19,171.7,124.1,173.7,145.9,139.9,183.7,174.7,128.1,79.4,101.2,142,159.8,81.4,156.8,91.3,249.1,103.3,87.3,269,228.2,114.2,207.4,122.1,145.4,165,98.5,139.3,152.1,193,132,168.2
50027502714,VT,Windsor County,502714,916,20,844,4,2,3,0,3,40,777,12,724,2,2,3,0,3,31,395,130,351,219,313,261,403,156,95,217,283,393,103,383,119,509,146,188,469,482,135,437,140,191.5,365.5,150,331,222.5,404,188,370.1
50027502715,VT,Windsor County,502715,687,8,653,0,1,3,0,7,15,555,3,538,0,1,0,0,3,10,232.7,109.5,223.9,133.6,187.5,178.3,208,123.5,93.2,114,208.8,223.8,100.2,216.7,109.2,314.6,121.8,124,311.2,290.3,106.6,262.1,113.6,136.2,213,127.9,184.8,163.3,247.7,142.5,218
50027502716,VT,Windsor County,502716,1099,23,1016,3,1,11,1,10,34,943,16,886,0,1,9,1,5,25,393.7,162.6,411.8,186.6,341.6,288.8,431.8,151.5,129.5,257.4,316.9,416.7,141.5,409.7,148.5,527,183.6,239.5,458.1,479,155.5,455,164.5,197.4,394.7,184.1,361.2,240.4,425.1,207.3,396.6
50027502717,VT,Windsor County,502717,2750,40,2486,27,8,31,2,9,147,2285,27,2080,26,8,31,2,9,102,711.7,413,720.2,534,591.5,723.1,793.6,401.5,282.3,466.9,625.9,773.5,300.4,714.7,358,948.8,500.9,379.7,1034.9,918.8,409.5,789.9,460.9,517.9,704.3,391.6,651.7,601.6,759.3,503.7,709.9
50027502718,VT,Windsor County,502718,1560,40,1394,10,3,13,0,14,86,1217,22,1116,5,3,12,0,11,48,414.4,210.1,428.9,270.1,346.6,364.1,469.6,196.6,160.7,268.2,329.2,435.7,161.7,414.4,181.1,566.5,269.2,263.4,570.3,565.5,227.6,510.3,237.2,260.2,414.9,208.2,372.8,326.1,476.4,264.8,425.8
50027502719,VT,Windsor County,502719,9062,182,8225,108,35,82,3,38,389,7451,131,6852,73,26,62,2,26,279,1888.8,1519.8,2083.8,1465.4,1591.2,2176.3,2068.6,1492.7,1044.2,969.4,1674.5,1780.5,1013.4,1646.9,1094.3,2603.8,1779.8,1090.2,3055,2427.2,1532.4,2073.2,1589.6,1663.5,1908.1,1206.6,1465.6,1989.2,2048.6,1619.8,1838.5
50027502720,VT,Windsor County,502720,718,24,653,0,0,3,0,1,37,600,17,556,0,0,3,0,1,23,226.6,142.4,235.5,158.7,174.7,231.7,254.4,133.3,91.9,111,214.9,229.8,94.9,229.8,100.1,347.3,125.4,122.7,346.1,327,106.1,291.6,111.3,166.5,222.8,125.4,190.2,172.2,272.1,154.7,231.9
50027502721,VT,Windsor County,502721,2842,41,2628,10,3,9,0,8,143,2380,33,2213,9,0,9,0,5,111,764,656,824.9,647.5,626.9,918.4,821.8,625.1,472.3,371,791.7,721.7,469.9,674.3,523.5,1042.9,735.5,371.4,1358.1,952.5,633.1,844.6,666.9,711.8,759.4,564.3,589,848.4,802.9,708.2,728.7
50027502722,VT,Windsor County,502722,1344,28,1237,1,4,4,0,16,54,1125,18,1047,1,4,1,0,12,42,469.3,173.1,448.3,225.2,343.2,343.2,438.2,211.1,159.1,236.1,393.2,451.3,158.1,432.2,188.1,618.4,200.1,222.1,588.4,553.3,194.1,490.3,218.1,238.2,424.7,224.7,373.2,300.2,471,254.3,427.5
50027502723,VT,Windsor County,502723,623,11,589,2,0,5,1,2,13,518,8,490,2,0,5,1,2,10,261.5,103.8,270.4,115.6,205.7,179.3,244.9,120.5,95,138.1,195.9,233.1,95,221.4,75.4,325.2,111.7,123.4,309.5,291.9,102.8,260.6,106.8,129.8,245.6,115.3,197.5,157.7,250.3,134.3,234.2
50027502724,VT,Windsor County,502724,3559,60,3239,33,3,15,0,19,190,2897,51,2672,21,3,15,0,14,121,944.9,452.8,1040.9,475.4,841,719.4,1034.1,454.8,316.6,545,682.2,880.2,344,860.6,372.5,1240.9,526.3,514.6,1200.7,1122.3,502.8,1023.3,493,525.6,965.2,428.8,761.9,680.7,975.2,545,913.4
50027502725,VT,Windsor County,502725,3005,81,2795,17,5,15,0,11,81,2554,58,2393,16,5,15,0,6,61,1318.9,372,1260.9,564,1047.9,791.9,1224.9,483,323,751.9,853.9,1216.9,329,1175.9,387,1644.9,402,582,1445.9,1457.9,394,1364.9,422,552.7,1213.1,473.2,1048.2,665.9,1262.4,564,1186.1
