GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two
54011034-02,WV,Cabell County,034-02,433,8,395,5,0,0,0,4,21,333,3,308,2,0,0,0,4,16
54013000001,WV,Calhoun County,000001,630,10,609,1,1,1,0,0,8,525,8,513,0,1,1,0,0,2
54013000004,WV,Calhoun County,000004,694,4,671,1,2,0,0,0,16,552,2,534,0,2,0,0,0,14
54013000005,WV,Calhoun County,000005,601,4,568,4,0,4,0,0,21,477,4,450,2,0,4,0,0,17
54013000006,WV,Calhoun County,000006,494,8,465,3,2,2,0,0,14,374,3,355,2,2,2,0,0,10
54013000007,WV,Calhoun County,000007,548,7,520,1,2,1,0,0,17,447,4,426,1,2,1,0,0,13
54013000008,WV,Calhoun County,000008,499,2,489,0,0,0,0,0,8,421,2,411,0,0,0,0,0,8
54013000010,WV,Calhoun County,000010,876,4,847,0,1,2,0,1,21,708,4,686,0,1,2,0,0,15
54013000011,WV,Calhoun County,000011,517,4,476,0,4,1,0,1,31,430,3,402,0,4,1,0,0,20
54013000015,WV,Calhoun County,000015,651,2,621,2,0,1,2,0,23,500,0,484,2,0,1,0,0,13
54013000019,WV,Calhoun County,000019,719,3,710,1,0,0,0,0,5,575,1,568,1,0,0,0,0,5
54015000001,WV,Clay County,000001,384,2,370,1,1,0,0,0,10,321,1,309,0,1,0,0,0,10
54015000004,WV,Clay County,000004,489,2,463,0,0,3,0,0,21,375,1,356,0,0,1,0,0,17
54015000012,WV,Clay County,000012,396,5,367,0,0,4,0,0,20,283,3,265,0,0,4,0,0,11
54015000015,WV,Clay County,000015,408,3,385,0,0,1,0,0,19,310,2,292,0,0,1,0,0,15
54015000016,WV,Clay County,000016,763,2,731,0,1,0,0,0,29,583,1,567,0,1,0,0,0,14
54015000017,WV,Clay County,000017,934,7,887,2,2,1,0,1,34,725,1,696,0,2,0,0,0,26
54015000024,WV,Clay County,000024,641,7,619,1,4,1,0,0,9,515,3,501,1,4,1,0,0,5
54015000025,WV,Clay County,000025,750,4,711,0,4,0,0,0,31,610,4,579,0,4,0,0,0,23
54015000029,WV,Clay County,000029,565,1,551,1,0,0,0,0,12,446,0,434,0,0,0,0,0,12
54015000030,WV,Clay County,000030,579,2,544,4,7,0,0,0,22,467,1,440,2,7,0,0,0,17
54015000033,WV,Clay County,000033,742,10,700,0,8,0,0,0,24,588,7,555,0,8,0,0,0,18
54015000036,WV,Clay County,000036,820,5,775,2,0,2,0,0,36,640,5,608,1,0,2,0,0,24
54015000037,WV,Clay County,000037,580,2,548,0,2,1,0,0,27,457,2,430,0,2,1,0,0,22
54017000002,WV,Doddridge County,000002,1627,11,1468,110,2,2,0,8,26,1455,4,1313,110,2,2,0,5,19
54017000004,WV,Doddridge County,000004,190,1,183,0,0,0,0,0,6,156,1,150,0,0,0,0,0,5
54017000006,WV,Doddridge County,000006,606,8,573,2,1,3,0,0,19,489,4,465,1,1,2,0,0,16
54017000009,WV,Doddridge County,000009,979,12,888,57,1,1,0,2,18,860,12,774,56,1,1,0,1,15
54017000010,WV,Doddridge County,000010,686,14,650,0,1,1,0,2,18,532,10,507,0,1,1,0,0,13
54017000013,WV,Doddridge County,000013,686,2,654,0,8,3,0,0,19,518,0,497,0,8,2,0,0,11
54017000014,WV,Doddridge County,000014,307,6,289,0,0,0,0,0,12,255,5,239,0,0,0,0,0,11
54017000017,WV,Doddridge County,000017,618,5,597,2,0,0,0,0,14,510,3,494,0,0,0,0,0,13
54017000018,WV,Doddridge County,000018,272,0,261,0,1,2,0,0,8,215,0,207,0,1,2,0,0,5
54017000020,WV,Doddridge County,000020,794,11,739,1,0,1,0,3,39,605,6,566,0,0,1,0,0,32
54017000022,WV,Doddridge County,000022,415,2,394,0,1,2,0,0,16,334,1,321,0,1,2,0,0,9
54017000024,WV,Doddridge County,000024,628,5,594,2,0,0,0,0,27,495,3,473,1,0,0,0,0,18
54019000001,WV,Fayette County,000001,1746,16,1475,158,12,7,0,1,77,1323,10,1123,130,10,7,0,1,42
54019000004,WV,Fayette County,000004,1465,15,1378,18,4,3,0,0,47,1141,11,1073,15,4,2,0,0,36
54019000005,WV,Fayette County,000005,1003,11,850,67,3,1,0,5,66,780,6,662,61,3,1,0,3,44
54019000008,WV,Fayette County,000008,1229,17,1069,65,7,1,0,1,69,953,13,848,51,5,1,0,0,35
54019000009,WV,Fayette County,000009,1180,13,1021,62,4,12,0,9,59,912,9,801,55,4,11,0,1,31
54019000010,WV,Fayette County,000010,1421,41,1249,47,3,7,0,6,68,1103,30,984,34,3,4,0,6,42
54019000011,WV,Fayette County,000011,871,16,782,20,5,4,0,0,44,688,11,629,16,1,4,0,0,27
54019000012,WV,Fayette County,000012,1811,42,1604,56,2,7,0,1,99,1399,30,1246,47,1,7,0,0,68
54019000013,WV,Fayette County,000013,1234,13,1105,39,2,5,0,0,70,937,9,840,26,2,5,0,0,55
54019000015,WV,Fayette County,000015,1346,30,1138,91,4,4,0,2,77,1058,19,911,70,4,3,0,1,50
54019000017,WV,Fayette County,000017,967,5,910,11,1,2,0,1,37,769,4,724,7,1,2,0,1,30
54019000018,WV,Fayette County,000018,562,6,528,7,0,0,0,6,15,426,3,399,7,0,0,0,4,13
54019000019,WV,Fayette County,000019,1587,46,1328,124,7,2,1,4,75,1229,31,1030,105,7,2,1,3,50
54019000023,WV,Fayette County,000023,1308,24,964,222,2,1,0,7,88,994,14,746,163,2,1,0,4,64
54019000024,WV,Fayette County,000024,276,5,211,35,0,1,0,6,18,239,2,188,35,0,1,0,3,10
54019000026,WV,Fayette County,000026,1380,14,1178,165,0,1,0,7,15,1331,14,1138,158,0,1,0,7,13
54019000028,WV,Fayette County,000028,545,8,475,22,0,0,0,0,40,437,4,391,16,0,0,0,0,26
54019000029,WV,Fayette County,000029,791,7,719,18,8,2,0,2,35,639,5,595,7,8,2,0,2,20
54019000031,WV,Fayette County,000031,351,2,337,0,1,2,0,0,9,276,1,263,0,1,2,0,0,9
54019000032,WV,Fayette County,000032,401,1,379,3,3,0,0,1,14,309,0,295,1,3,0,0,1,9
54019000037,WV,Fayette County,000037,810,5,684,59,0,0,0,8,54,649,1,552,50,0,0,0,7,39
54019000038,WV,Fayette County,000038,655,3,606,4,5,0,0,1,36,513,3,481,4,5,0,0,1,19
54019000041,WV,Fayette County,000041,849,7,785,22,0,3,0,1,31,678,6,628,19,0,2,0,1,22
54019000042,WV,Fayette County,000042,402,7,311,53,1,1,0,2,27,330,3,257,47,1,1,0,2,19
54019000045,WV,Fayette County,000045,582,2,519,32,0,2,0,1,26,459,0,416,30,0,0,0,1,12
54019000046,WV,Fayette County,000046,1039,12,889,95,2,2,0,6,33,846,9,728,85,2,1,0,5,16
54019000047,WV,Fayette County,000047,710,12,563,88,2,16,0,6,23,608,4,497,74,2,12,0,3,16
54019000051,WV,Fayette County,000051,425,6,408,1,1,2,0,1,6,312,6,301,0,1,0,0,1,3
54019000052,WV,Fayette County,000052,1330,12,1268,7,1,3,0,3,36,1053,7,1014,5,1,3,0,0,23
54019000055,WV,Fayette County,000055,1550,69,1377,42,4,2,0,1,55,1230,56,1097,40,1,2,0,0,34
54019000056,WV,Fayette County,000056,1438,18,1353,8,3,4,0,3,49,1158,11,1097,7,2,3,0,2,36
54019000058,WV,Fayette County,000058,1565,6,1523,0,2,0,0,8,26,1242,6,1208,0,2,0,0,7,19
54019000059,WV,Fayette County,000059,894,8,835,6,1,2,0,1,41,677,0,634,6,1,2,0,0,34
54019000060,WV,Fayette County,000060,1124,8,1074,4,2,0,0,3,33,908,6,866,4,2,0,0,2,28
54019000065,WV,Fayette County,000065,609,3,574,0,2,0,0,2,28,506,1,478,0,2,0,0,1,24
54019000067,WV,Fayette County,000067,884,4,864,0,1,1,0,0,14,671,4,662,0,1,1,0,0,3
54019000068,WV,Fayette County,000068,1311,3,1268,1,3,2,0,2,32,1044,1,1018,1,2,0,0,2,20
54019000072,WV,Fayette County,000072,1905,4,1839,8,2,3,0,1,48,1500,4,1447,5,1,2,0,1,40
54019000074,WV,Fayette County,000074,932,4,868,2,0,0,0,5,53,755,3,705,1,0,0,0,4,42
54021000001,WV,Gilmer County,000001,682,5,664,0,1,1,0,0,11,555,1,542,0,1,1,0,0,10
54021000005,WV,Gilmer County,000005,455,2,440,1,0,0,0,0,12,356,2,346,1,0,0,0,0,7
54021000006,WV,Gilmer County,000006,373,0,361,0,0,2,0,0,10,305,0,293,0,0,2,0,0,10
54021000012,WV,Gilmer County,000012,528,8,496,0,4,1,0,0,19,431,6,404,0,4,1,0,0,16
54021000013,WV,Gilmer County,000013,265,1,258,0,1,0,0,0,5,216,0,211,0,1,0,0,0,4
54021000016,WV,Gilmer County,000016,502,11,461,5,0,6,0,0,19,404,6,372,5,0,6,0,0,15
54021000017,WV,Gilmer County,000017,673,7,638,2,0,0,0,0,26,562,5,533,1,0,0,0,0,23
54021000018,WV,Gilmer County,000018,274,2,269,0,0,1,0,0,2,228,1,224,0,0,1,0,0,2
54021000020,WV,Gilmer County,000020,2249,192,1122,888,1,16,0,1,29,2098,188,983,888,1,16,0,1,21
54021000024,WV,Gilmer County,000024,684,8,638,26,2,2,0,0,8,549,4,511,26,2,0,0,0,6
54021000027,WV,Gilmer County,000027,450,6,428,0,1,1,0,0,14,343,3,325,0,1,1,0,0,13
54021000031,WV,Gilmer County,000031,273,2,251,1,1,0,0,0,18,229,2,213,1,1,0,0,0,12
54023000001,WV,Grant County,000001,1037,23,962,8,1,3,0,6,34,836,13,773,8,1,3,0,6,32
54023000002,WV,Grant County,000002,1232,22,1130,39,2,7,0,0,32,1031,18,955,29,0,7,0,0,22
54023000003,WV,Grant County,000003,264,2,247,0,0,4,0,0,11,214,1,203,0,0,4,0,0,6
54023000004,WV,Grant County,000004,648,7,618,2,4,1,0,0,16,524,7,500,2,4,1,0,0,10
54023000005,WV,Grant County,000005,377,2,360,0,1,0,0,0,14,319,2,303,0,1,0,0,0,13
54023000006,WV,Grant County,000006,1197,6,1143,8,5,3,0,2,30,984,6,941,7,2,3,0,0,25
54023000007,WV,Grant County,000007,896,8,864,2,1,1,0,1,19,711,6,687,1,1,1,0,1,14
54023000008,WV,Grant County,000008,490,3,475,0,0,0,0,0,12,416,1,406,0,0,0,0,0,9
54023000009,WV,Grant County,000009,183,0,175,2,0,0,0,2,4,147,0,139,2,0,0,0,2,4
54023000010,WV,Grant County,000010,391,0,374,0,3,1,0,1,12,335,0,319,0,3,1,0,1,11
54023000011,WV,Grant County,000011,825,4,795,4,2,0,0,3,17,639,3,619,0,0,0,0,3,14
54023000012,WV,Grant County,000012,1116,11,1066,10,0,2,0,1,26,912,7,874,7,0,2,0,0,22
54023000013,WV,Grant County,000013,595,0,581,4,0,0,0,0,10,469,0,455,4,0,0,0,0,10
54023000014,WV,Grant County,000014,411,1,398,0,2,0,0,1,9,317,1,307,0,1,0,0,0,8
54023000015,WV,Grant County,000015,748,2,723,3,0,2,0,3,15,630,1,614,0,0,2,0,3,10
5402300011A,WV,Grant County,00011A,566,0,552,1,0,0,0,0,13,438,0,427,1,0,0,0,0,10
54025000001,WV,Greenbrier County,000001,810,7,773,8,0,0,0,1,21,662,6,633,2,0,0,0,0,21
54025000007,WV,Greenbrier County,000007,804,5,770,5,2,5,0,1,16,657,3,630,3,2,5,0,1,13
54025000008,WV,Greenbrier County,000008,1588,32,1430,29,4,7,0,8,78,1265,19,1154,21,4,7,0,7,53
54025000014,WV,Greenbrier County,000014,875,8,811,1,2,7,0,0,46,736,8,690,0,2,6,0,0,30
54025000021,WV,Greenbrier County,000021,1281,31,1118,75,0,8,0,5,44,986,21,867,66,0,8,0,0,24
54025000023,WV,Greenbrier County,000023,2648,59,2414,42,3,31,0,23,76,2208,41,2044,32,3,26,0,11,51
54025000024,WV,Greenbrier County,000024,1100,34,990,32,2,2,0,2,38,900,24,822,23,2,2,0,1,26
54025000029,WV,Greenbrier County,000029,1039,15,1004,3,0,0,1,0,16,850,4,837,1,0,0,0,0,8
54025000031,WV,Greenbrier County,000031,1299,11,1243,5,5,3,0,1,31,1024,3,990,5,5,0,0,0,21
54025000034,WV,Greenbrier County,000034,1824,20,1730,13,1,0,0,3,57,1449,12,1380,13,1,0,0,3,40
54025000041,WV,Greenbrier County,000041,1611,41,1328,138,3,22,0,0,79,1382,29,1154,127,3,18,0,0,51
54025000042,WV,Greenbrier County,000042,458,4,441,5,0,0,0,2,6,370,4,359,4,0,0,0,0,3
54025000043,WV,Greenbrier County,000043,1934,36,1791,28,1,10,0,1,67,1513,18,1423,21,1,8,0,0,42
54025000045,WV,Greenbrier County,000045,790,27,699,11,3,19,0,4,27,681,16,618,10,3,17,0,4,13
54025000046,WV,Greenbrier County,000046,2045,40,1854,49,2,39,0,5,56,1635,31,1498,34,2,32,0,5,33
54025000047,WV,Greenbrier County,000047,1511,12,1436,2,2,2,1,1,55,1210,8,1153,0,1,2,1,0,45
54025000050,WV,Greenbrier County,000050,282,5,269,3,0,0,0,0,5,221,4,216,0,0,0,0,0,1
54025000051,WV,Greenbrier County,000051,387,5,373,2,0,0,0,0,7,298,4,289,1,0,0,0,0,4
54025000052,WV,Greenbrier County,000052,422,43,366,0,0,1,0,1,11,344,43,293,0,0,1,0,0,7
54025000056,WV,Greenbrier County,000056,857,10,811,10,3,0,1,0,22,693,7,659,10,2,0,0,0,15
54025000063,WV,Greenbrier County,000063,592,2,564,3,3,0,0,0,20,466,1,445,2,3,0,0,0,15
54025000064,WV,Greenbrier County,000064,1860,25,1727,23,6,2,1,6,70,1400,20,1313,17,5,2,0,0,43
54025000065,WV,Greenbrier County,000065,1907,15,1794,22,6,4,1,8,57,1510,13,1431,21,6,4,0,0,35
54025000072,WV,Greenbrier County,000072,1007,28,863,44,0,9,0,4,59,798,25,694,33,0,9,0,3,34
54025000073,WV,Greenbrier County,000073,483,13,349,75,2,11,0,3,30,428,13,307,67,2,11,0,3,25
54025000074,WV,Greenbrier County,000074,656,18,567,34,0,2,0,3,32,543,13,483,28,0,0,0,3,16
54025000075,WV,Greenbrier County,000075,1581,13,1440,94,1,5,0,3,25,1315,6,1192,90,1,5,0,1,20
54025000078,WV,Greenbrier County,000078,279,2,259,0,1,1,0,2,14,211,2,203,0,1,1,0,2,2
54025000079,WV,Greenbrier County,000079,1047,10,985,10,3,2,0,1,36,859,7,812,6,3,2,0,1,28
54027000000,WV,Hampshire County,NA,23093,337,21655,178,30,61,4,74,754,18579,213,17565,135,27,52,1,54,532
54029000001,WV,Hancock County,000001,1299,16,1223,5,0,5,0,2,48,1041,9,996,4,0,2,0,0,30
54029000002,WV,Hancock County,000002,905,11,859,7,1,8,1,0,18,749,9,713,4,1,8,0,0,14
54029000003,WV,Hancock County,000003,932,23,861,7,3,1,0,1,36,727,14,683,5,3,1,0,1,20
54029000004,WV,Hancock County,000004,633,14,598,1,0,2,0,3,15,514,12,488,1,0,2,0,0,11
54029000005,WV,Hancock County,000005,908,6,855,10,0,3,0,4,30,733,5,706,6,0,3,0,0,13
54029000006,WV,Hancock County,000006,1497,15,1433,1,2,5,1,2,38,1225,10,1177,0,2,5,0,0,31
54029000007,WV,Hancock County,000007,577,0,543,1,0,2,0,2,29,472,0,447,0,0,2,0,2,21
54029000008,WV,Hancock County,000008,1418,13,1337,3,1,3,0,4,57,1167,8,1111,1,1,3,0,3,40
54029000009,WV,Hancock County,000009,1249,9,1160,4,2,3,1,0,70,1018,7,956,4,2,2,0,0,47
54029000010,WV,Hancock County,000010,1020,23,941,4,1,0,0,3,48,824,12,776,4,1,0,0,3,28
54029000011,WV,Hancock County,000011,812,3,774,4,1,0,1,1,28,655,3,628,4,1,0,0,1,18
54029000012,WV,Hancock County,000012,1337,12,1270,7,0,1,1,6,40,1125,10,1076,7,0,1,0,4,27
54029000013,WV,Hancock County,000013,1236,19,1106,13,1,1,1,2,93,1008,13,919,11,1,0,0,0,64
54029000014,WV,Hancock County,000014,892,10,748,85,0,0,0,2,47,742,8,615,83,0,0,0,0,36
54029000016,WV,Hancock County,000016,1566,24,1189,199,4,8,0,5,137,1160,16,908,156,4,8,0,5,63
54029000017,WV,Hancock County,000017,994,27,910,14,1,0,0,1,41,780,17,723,6,1,0,0,1,32
54029000018,WV,Hancock County,000018,681,9,633,13,1,1,0,1,23,533,6,502,6,1,1,0,1,16
54029000019,WV,Hancock County,000019,1126,13,1016,38,0,1,0,0,58,923,10,846,29,0,1,0,0,37
54029000020,WV,Hancock County,000020,1460,20,1302,72,4,2,1,5,54,1201,12,1087,52,4,2,0,2,42
54029000021,WV,Hancock County,000021,1462,16,1348,17,2,14,0,2,63,1238,10,1155,17,2,14,0,0,40
54029000022,WV,Hancock County,000022,1268,36,1081,50,2,8,0,1,90,1007,26,890,48,0,2,0,1,40
54029000023,WV,Hancock County,000023,1119,16,1026,25,1,5,0,2,44,936,8,864,21,0,5,0,1,37
54029000024,WV,Hancock County,000024,1026,32,859,44,2,8,0,17,64,830,25,723,28,1,6,0,11,36
54029000025,WV,Hancock County,000025,1039,29,935,26,1,5,0,4,39,878,17,813,24,0,5,0,0,19
54029000027,WV,Hancock County,000027,862,7,831,5,0,5,0,0,14,739,5,713,5,0,5,0,0,11
54029000028,WV,Hancock County,000028,1777,21,1646,40,1,19,1,4,45,1463,14,1372,30,0,19,0,4,24
54031000001,WV,Hardy County,000001,472,10,444,0,0,3,0,2,13,378,6,358,0,0,3,0,2,9
54031000002,WV,Hardy County,000002,1433,23,1324,28,1,5,0,3,49,1174,18,1094,21,1,2,0,3,35
54031000003,WV,Hardy County,000003,601,8,562,1,0,3,0,1,26,492,4,466,1,0,3,0,1,17
54031000005,WV,Hardy County,000005,1039,4,1004,6,2,2,0,3,18,874,2,847,5,2,2,0,1,15
54031000006,WV,Hardy County,000006,859,19,804,3,0,0,0,4,29,683,3,660,3,0,0,0,0,17
54031000007,WV,Hardy County,000007,884,10,853,0,0,0,0,1,20,700,8,675,0,0,0,0,1,16
54031000012,WV,Hardy County,000012,1373,150,1034,132,2,12,0,2,41,1089,105,840,111,2,10,0,1,20
54031000013,WV,Hardy County,000013,726,36,641,28,2,4,0,1,14,560,10,520,18,2,3,0,0,7
54031000014,WV,Hardy County,000014,1958,308,1391,157,4,17,0,13,68,1494,203,1105,116,4,15,0,6,45
54031000015,WV,Hardy County,000015,538,11,502,5,0,2,0,0,18,443,8,414,5,0,2,0,0,14
54031000016,WV,Hardy County,000016,1600,23,1485,19,0,4,0,0,69,1232,16,1160,15,0,3,0,0,38
54031000018,WV,Hardy County,000018,1066,17,1008,7,1,1,0,0,32,862,13,819,4,1,1,0,0,24
54031000019,WV,Hardy County,000019,1419,29,1329,14,1,0,0,1,45,1033,16,979,10,1,0,0,0,27
54031000020,WV,Hardy County,000020,331,11,304,3,3,0,0,0,10,261,9,237,3,3,0,0,0,9
54033000000,WV,Harrison County,NA,65921,1403,59862,1104,135,489,28,152,2748,52001,972,47809,878,110,386,21,100,1725
54035000001,WV,Jackson County,000001,464,0,453,0,1,0,0,0,10,378,0,369,0,1,0,0,0,8
54035000004,WV,Jackson County,000004,1186,11,1138,0,2,0,0,1,34,919,3,886,0,2,0,0,0,28
54035000005,WV,Jackson County,000005,613,6,572,1,2,0,0,1,31,477,2,458,0,2,0,0,0,15
54035000006,WV,Jackson County,000006,689,13,658,3,2,1,0,1,11,506,7,486,0,2,1,0,0,10
54035000007,WV,Jackson County,000007,737,2,706,1,0,4,0,0,24,560,2,538,1,0,4,0,0,15
54035000008,WV,Jackson County,000008,1112,29,1011,8,6,4,0,4,50,864,21,794,6,4,2,0,0,37
54035000009,WV,Jackson County,000009,840,14,770,5,3,2,0,4,42,673,5,631,3,0,2,0,1,31
54035000010,WV,Jackson County,000010,272,0,258,3,2,0,0,0,9,215,0,203,2,1,0,0,0,9
54035000011,WV,Jackson County,000011,1174,5,1144,2,1,5,0,0,17,945,1,924,2,0,5,0,0,13
54035000014,WV,Jackson County,000014,980,0,943,9,0,4,0,2,22,781,0,758,7,0,4,0,1,11
54035000015,WV,Jackson County,000015,616,16,548,6,1,5,0,2,38,464,7,432,4,1,5,0,0,15
54035000016,WV,Jackson County,000016,415,4,395,4,0,2,0,0,10,326,1,313,4,0,2,0,0,6
54035000017,WV,Jackson County,000017,882,9,829,5,0,6,1,0,32,711,4,684,3,0,6,0,0,14
54035000018,WV,Jackson County,000018,881,12,816,8,1,7,0,9,28,690,10,646,2,1,7,0,6,18
54035000019,WV,Jackson County,000019,405,5,386,0,3,1,0,2,8,313,4,302,0,3,0,0,0,4
54035000020,WV,Jackson County,000020,536,0,529,0,0,3,0,0,4,456,0,451,0,0,1,0,0,4
54035000021,WV,Jackson County,000021,1267,1,1239,3,3,2,0,0,19,947,1,927,3,3,1,0,0,12
54035000022,WV,Jackson County,000022,1325,8,1276,0,1,5,0,1,34,1064,5,1028,0,1,2,0,1,27
54035000023,WV,Jackson County,000023,1164,10,1097,7,5,6,0,5,34,933,6,885,5,5,5,0,5,22
54035000024,WV,Jackson County,000024,405,4,378,7,0,1,0,2,13,314,2,295,6,0,0,0,2,9
54035000026,WV,Jackson County,000026,1766,4,1682,2,5,5,0,1,67,1360,4,1303,1,3,0,0,0,49
54035000027,WV,Jackson County,000027,1261,7,1207,2,0,11,0,2,32,1019,4,990,0,0,8,0,0,17
54035000028,WV,Jackson County,000028,2211,21,2122,7,1,1,0,8,51,1736,20,1673,5,1,1,0,3,33
54035000029,WV,Jackson County,000029,349,1,330,0,2,3,0,0,13,276,1,259,0,2,3,0,0,11
54035000030,WV,Jackson County,000030,1738,12,1614,5,1,8,0,10,88,1365,7,1277,3,1,5,0,5,67
54035000032,WV,Jackson County,000032,1260,14,1196,2,0,2,0,7,39,986,8,956,2,0,1,0,0,19
54035000033,WV,Jackson County,000033,1034,3,1004,2,0,2,0,0,23,809,1,788,0,0,2,0,0,18
54035000037,WV,Jackson County,000037,502,7,486,2,1,0,0,0,6,403,7,390,2,1,0,0,0,3
54035000038,WV,Jackson County,000038,357,0,334,0,0,0,0,0,23,289,0,274,0,0,0,0,0,15
54035000039,WV,Jackson County,000039,537,6,504,2,0,0,1,0,24,444,6,415,2,0,0,1,0,20
54035000043,WV,Jackson County,000043,813,6,786,4,0,1,0,0,16,631,6,614,2,0,1,0,0,8
54037000002,WV,Jefferson County,000002,1695,154,1064,313,2,18,0,11,133,1395,112,914,274,2,16,0,9,68
54037000003,WV,Jefferson County,000003,1877,188,1359,212,0,25,0,8,85,1525,123,1169,160,0,16,0,6,51
54037000004,WV,Jefferson County,000004,4272,443,3125,320,5,104,0,25,250,3185,288,2410,245,5,91,0,12,134
54037000006,WV,Jefferson County,000006,557,48,392,69,0,15,0,2,31,449,29,326,61,0,13,0,0,20
54037000007,WV,Jefferson County,000007,3049,506,1869,315,8,83,0,19,249,2331,342,1506,273,6,65,0,9,130
54037000012,WV,Jefferson County,000012,1365,129,1068,104,2,9,0,1,52,1019,74,812,100,2,3,0,0,28
54037000013,WV,Jefferson County,000013,2278,154,1873,76,1,50,0,14,110,1703,100,1432,55,1,44,0,13,58
54037000014,WV,Jefferson County,000014,269,11,244,9,0,2,0,2,1,221,7,201,9,0,2,0,1,1
