GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_bar,uss_18_dem_tra,gov_18_rep_gor,gov_18_dem_thr,sos_18_rep_buc,sos_18_dem_byr,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_lum,uss_20_dem_dav,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
56001000103,WY,Albany County,000103,385,16,343,1,3,1,0,3,18,332,15,294,1,1,0,0,3,18,178,93,155,98,161,89,152,88,178,120,190,120,178,93,156,91.7,184,120,169,101.3
56001000104,WY,Albany County,000104,242,11,211,1,2,2,0,0,15,204,10,179,1,1,0,0,0,13,123,12,94,19,95,19,94,19,130,20,129,20,123,12,94.3,19,129.5,20,110.8,18.2
56001000111,WY,Albany County,000111,17,0,15,1,0,0,0,0,1,13,0,13,0,0,0,0,0,0,21.7,7.8,20.6,9.6,20,9,21.3,8.3,26.3,11.2,27.1,10.4,21.7,7.8,20.6,9,26.7,10.8,22.8,9.4
56001000112,WY,Albany County,000112,49,2,44,1,0,0,0,2,0,42,2,37,1,0,0,0,2,0,65.6,23.6,62.4,29,60.5,27.3,64.6,25.3,79.7,33.9,81.9,31.5,65.6,23.6,62.5,27.2,80.8,32.7,69.1,28.4
56001000113,WY,Albany County,000113,43,1,39,0,0,0,0,1,2,32,0,31,0,0,0,0,1,0,114.8,41.3,109.2,50.8,106,47.8,113,44.3,139.6,59.3,143.4,55.2,114.8,41.3,109.4,47.6,141.5,57.3,121,49.8
56001000114,WY,Albany County,000114,69,4,63,0,0,1,0,0,1,62,4,56,0,0,1,0,0,1,15.4,5.5,14.6,6.8,14.2,6.4,15.1,5.9,18.7,7.9,19.2,7.4,15.4,5.5,14.6,6.4,18.9,7.7,16.2,6.7
56001000115,WY,Albany County,000115,915,62,778,11,7,6,1,6,44,711,33,624,9,4,5,0,5,31,209.8,99.4,196.7,118.4,192.9,111.5,203.9,102.7,248.4,141.8,259.2,133.8,209.8,99.4,197.8,110.8,253.8,137.8,218.5,117.9
56001000121,WY,Albany County,000121,3302,338,2756,11,21,20,1,8,147,2651,234,2268,10,15,13,1,5,105,1270.5,610.9,1113.4,672.5,1092.3,645.1,1148.8,586.1,1583.7,810.3,1636.9,819.3,1270.5,610.9,1118.2,634.6,1610.3,814.8,1307.6,690.7
56001000122,WY,Albany County,000122,656,23,594,2,1,2,0,2,32,576,14,526,1,1,2,0,2,30,289.4,88.5,246,94.6,243.9,90.6,239.1,84.4,347.2,112.9,356.3,111.9,289.4,88.5,243,89.9,351.7,112.4,286.9,97.1
56001000301,WY,Albany County,000301,175,24,139,3,0,1,0,0,8,153,19,125,2,0,1,0,0,6,59.1,74.7,46.3,82.2,48.4,77,49.6,72.1,66.6,97.2,73.1,97.4,59.1,74.7,48.1,77.1,69.8,97.3,57.2,83.4
56001000312,WY,Albany County,000312,3926,416,3129,35,46,84,4,30,182,3298,319,2686,30,31,75,4,22,131,698.7,680,552.2,771.2,570.9,721.4,588.8,666.9,782.5,922.4,858.6,922.3,698.7,680,570.6,719.8,820.5,922.4,675.3,780.7
56001000313,WY,Albany County,000313,2184,194,1735,30,12,103,0,7,103,1942,149,1582,30,8,88,0,6,79,430.1,746.1,323,795,354.2,738.9,350.3,707.8,460.1,893.8,503.7,906.4,430.1,746.1,342.5,747.2,481.9,900.1,403.6,798
56001000314,WY,Albany County,000314,1210,105,1010,5,17,12,2,3,56,936,73,801,2,11,11,2,3,33,109.3,175.2,79.7,182.4,85.2,171.3,84.2,164.7,115.4,205.4,125.9,207,109.3,175.2,83,172.8,120.6,206.2,99.9,184.3
56001000402,WY,Albany County,000402,1822,134,1521,9,10,55,1,15,77,1386,86,1189,3,6,50,1,9,42,445.3,430,399,484.9,410.6,457,414.9,416.4,461,610.1,520.2,585.9,445.3,430,408.2,452.8,490.6,598,441.8,497.4
56001000501,WY,Albany County,000501,1974,193,1604,21,5,51,3,10,87,1710,152,1406,20,5,45,3,10,69,297.8,525.5,225.8,555.7,241.4,521.5,242.2,497.9,331.5,641.6,363.3,645.8,297.8,525.5,236.5,525,347.4,643.7,283.7,564.7
56001000511,WY,Albany County,000511,235,23,171,3,2,8,0,0,28,220,17,166,3,2,6,0,0,26,51.4,95,39.8,101.2,42.5,94.9,43,90.3,58.8,118.1,64.5,118.8,51.4,95,41.7,95.5,61.6,118.4,50,103
56001000512,WY,Albany County,000512,1180,72,915,17,15,108,0,8,45,1097,59,864,17,13,102,0,7,35,73.6,147.7,58.7,161.6,65.7,149.3,65.8,141.8,83.8,185.4,92.4,188.5,73.6,147.7,63.4,150.9,88.1,187,73.3,162.4
56001000514,WY,Albany County,000514,186,32,145,0,1,0,0,2,6,141,15,120,0,1,0,0,2,3,27.1,13.6,22.7,15.8,22.4,15.2,23.4,13.9,32,18.8,33,19,27.1,13.6,22.8,15,32.5,18.9,26.8,16.1
56001000515,WY,Albany County,000515,4380,762,3314,42,31,12,2,16,201,3427,500,2710,33,14,12,0,14,144,877.1,456.9,719.5,541.8,709,521.7,741.4,480.6,1010.1,651.2,1046.9,659.1,877.1,456.9,723.3,514.7,1028.5,655.2,850.7,551.9
56001000516,WY,Albany County,000516,914,250,560,12,21,13,2,11,45,747,195,481,8,17,8,0,5,33,86.3,159.5,66.7,169.8,71.3,159.3,72.1,151.6,98.6,198.2,108.3,199.4,86.3,159.5,70.1,160.3,103.5,198.8,83.9,173
56001000601,WY,Albany County,000601,2975,299,2347,43,38,93,1,15,139,2431,207,1965,41,32,76,1,12,97,414.2,477.3,338.8,510.1,351.9,482.1,367,448,469.2,636.6,514.4,636.5,414.2,477.3,352.6,480,491.8,636.5,409.3,531.8
56001000602,WY,Albany County,000602,2542,251,2069,28,17,65,4,5,103,2004,189,1645,22,17,52,4,5,70,530.8,709.9,410.1,748,430,700.5,449.1,650.8,571.9,886.4,631.5,884.8,530.8,709.9,429.7,699.7,601.7,885.6,503.9,763.4
56001000614,WY,Albany County,000614,787,108,587,8,7,30,4,11,32,614,69,475,6,4,25,4,5,26,240.8,277.8,200.6,298.9,208.2,283.4,216.1,264.7,279.4,377.4,305.2,378.2,240.8,277.8,208.3,282.3,292.3,377.8,241.7,313.4
560010041-1,WY,Albany County,0041-1,2818,217,2284,39,5,128,4,3,138,2417,169,2000,28,1,99,3,3,114,684.6,661,613.4,745.5,631.3,702.5,637.9,640.2,708.7,938,799.7,900.7,684.6,661,627.5,696.1,754.2,919.3,679.3,764.7
560010041-2,WY,Albany County,0041-2,869,78,671,5,3,72,0,8,32,622,47,487,0,3,57,0,8,20,124.2,119.9,111.3,135.2,114.5,127.4,115.7,116.2,128.6,170.2,145.1,163.4,124.2,119.9,113.8,126.3,136.8,166.8,123.2,138.7
560010041-4,WY,Albany County,0041-4,1884,165,1556,21,14,41,1,10,76,1862,162,1546,20,13,41,1,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56001004131,WY,Albany County,004131,1327,130,984,35,4,120,0,12,42,1222,123,914,33,4,110,0,11,27,163.6,157.9,146.6,178.1,150.8,167.9,152.4,153,169.3,224.1,191.1,215.2,163.6,157.9,149.9,166.3,180.2,219.7,162.3,182.7
56003000101,WY,Big Horn County,000101,1703,117,1493,6,27,9,1,4,46,1377,82,1227,6,24,8,1,2,27,624,102,544,110,513,100,537,98,709,132,711,133,624,102,531.3,102.7,710,132.5,606.3,112.5
56003000201,WY,Big Horn County,000201,666,80,562,0,3,1,0,4,16,428,49,364,0,3,1,0,3,8,209,13,223,9,212,8,209,8,292,17,294,16,209,13,214.7,8.3,293,16.5,239.8,11.8
56003000301,WY,Big Horn County,000301,258,7,243,0,0,0,0,5,3,179,6,170,0,0,0,0,2,1,69,2,73,2,56,7,65,4,100,7,100,6,69,2,64.7,4.3,100,6.5,77.2,4.7
56003000501,WY,Big Horn County,000501,150,36,112,0,2,0,0,0,0,114,25,87,0,2,0,0,0,0,51,3,53,3,48,2,51,2,58,3,56,3,51,3,50.7,2.3,57,3,52.8,2.7
56003000601,WY,Big Horn County,000601,155,4,138,0,3,0,0,1,9,137,1,127,0,3,0,0,0,6,82,13,72,8,61,9,72,8,91,13,94,11,82,13,68.3,8.3,92.5,12,78.7,10.3
56003000801,WY,Big Horn County,000801,322,33,275,0,1,0,0,0,13,250,20,221,0,1,0,0,0,8,132,15,103,15,92,17,101,12,170,14,174,11,132,15,98.7,14.7,172,12.5,128.7,14
56003001101,WY,Big Horn County,001101,2196,258,1844,4,5,11,2,8,64,1710,142,1503,1,3,9,2,4,46,784.7,185.8,668.9,216.7,662.7,200.7,665.9,197.6,867.8,256,878,249.9,784.7,185.8,665.8,205,872.9,252.9,754.7,217.8
56003001601,WY,Big Horn County,001601,401,30,347,2,6,1,0,2,13,346,20,309,1,4,1,0,2,9,208,38,189,42,182,35,185,40,219,56,228,50,208,38,185.3,39,223.5,53,201.8,43.5
56003002001,WY,Big Horn County,002001,3444,337,2934,7,20,15,2,13,116,2522,209,2185,2,12,10,2,9,93,1110.9,154.6,955.3,144.7,921.2,134.8,956.2,125.7,1342,187.7,1372,171.8,1110.9,154.6,944.2,135,1357,179.7,1109.6,153.2
56003002201,WY,Big Horn County,002201,1043,50,940,1,14,5,0,2,31,713,22,662,0,9,2,0,2,16,379,25,335,29,321,29,330,21,493,36,508,33,379,25,328.7,26.3,500.5,34.5,394.3,28.8
56003002301,WY,Big Horn County,002301,717,82,596,2,6,1,0,1,29,504,47,431,0,6,1,0,1,18,257.3,28.8,218.6,30.8,197.7,35.8,207.6,26.8,274.2,32.8,281.1,34.8,257.3,28.8,208,31.1,277.7,33.8,239.4,31.6
56003002501,WY,Big Horn County,002501,230,19,205,0,1,1,0,0,4,177,12,161,0,0,1,0,0,3,82,14,56,16,55,16,59,12,88,20,86,24,82,14,56.7,14.7,87,22,71,17
56003002601,WY,Big Horn County,002601,236,16,195,0,10,0,1,4,10,170,7,149,0,5,0,1,1,7,79,10,74,13,70,14,72,14,103,14,106,13,79,10,72,13.7,104.5,13.5,84,13
56005001-01,WY,Campbell County,001-01,1172,111,977,15,20,8,2,4,35,870,57,760,10,14,5,2,2,20,314,44,232,51,220,54,235,36,357,59,362,63,314,44,229,47,359.5,61,286.7,51.2
56005001-03,WY,Campbell County,001-03,1035,88,862,4,16,10,4,4,47,823,46,716,1,14,10,2,4,30,292,71,211,77,195,85,209,73,312,93,327,80,292,71,205,78.3,319.5,86.5,257.7,79.8
56005001-05,WY,Campbell County,001-05,2278,171,1913,17,51,23,1,8,94,1693,116,1436,11,40,20,1,7,62,620.3,71.3,387,81,378,83,384,74,684,93,679,91,620.3,71.3,383,79.3,681.5,92,522,82.2
56005001-07,WY,Campbell County,001-07,1765,196,1412,11,27,15,0,6,98,1343,113,1132,9,16,12,0,5,56,636,53,476,73,441,85,474,59,638,89,642,83,636,53,463.7,72.3,640,86,551.2,73.7
56005001-09,WY,Campbell County,001-09,2526,495,1831,27,41,17,3,12,100,1832,315,1385,20,21,11,3,11,66,638,63,410,81,394,79,411,61,621,86,617,85,638,63,405,73.7,619,85.5,515.2,75.8
56005001-11,WY,Campbell County,001-11,924,122,705,4,27,7,1,2,56,689,83,537,4,18,7,1,2,37,251,29,185,33,168,43,175,30,258,38,250,46,251,29,176,35.3,254,42,214.5,36.5
56005001-12,WY,Campbell County,001-12,2292,351,1794,12,29,17,1,3,85,1595,179,1319,7,18,17,1,3,51,650.5,70.3,381.8,91.3,363.5,98.5,376.6,81.2,632.3,108.3,626.2,107.4,650.5,70.3,374,90.3,629.3,107.9,505.2,92.8
56005001-14,WY,Campbell County,001-14,836,86,713,0,7,6,0,2,22,578,36,515,0,5,4,0,2,16,231.3,37.6,171.8,44.9,174.5,44.5,168.5,43.9,285.3,52.1,289.3,49.7,231.3,37.6,171.6,44.4,287.3,50.9,220.1,45.4
56005001-15,WY,Campbell County,001-15,2514,159,2205,14,15,29,0,9,83,1881,102,1684,10,12,22,0,7,44,811,120.8,592.2,123.8,540.3,150.8,584.2,107.9,840.9,145.8,870.9,127.8,811,120.8,572.3,127.5,855.9,136.8,706.6,129.5
56005001-16,WY,Campbell County,001-16,2603,165,2294,16,17,13,3,11,84,1741,86,1558,13,10,8,3,3,60,758,68,507,94,496,92,489,74,846,129,862,125,758,68,497.3,86.7,854,127,659.7,97
56005001-17,WY,Campbell County,001-17,1928,209,1569,5,26,7,3,7,102,1392,122,1167,5,21,6,3,6,62,566,34,346,40,319,56,339,34,637,51,623,59,566,34,334.7,43.3,630,55,471.7,45.7
56005001-18,WY,Campbell County,001-18,1697,166,1420,24,23,11,0,11,42,1133,86,985,17,12,9,0,4,20,479.2,57,325.1,58.9,307.9,69.7,320.3,53.9,533.2,96.8,542.8,91.1,479.2,57,317.8,60.8,538,94,418.1,71.2
56005001-19,WY,Campbell County,001-19,1571,104,1342,7,15,13,0,13,77,1089,60,939,5,13,13,0,10,49,599,73,473,61,438,76,458,51,647,82,656,72,599,73,456.3,62.7,651.5,77,545.2,69.2
56005001-20,WY,Campbell County,001-20,811,90,649,6,14,1,0,10,41,531,53,447,3,3,0,0,5,20,223,12,155,39,151,41,156,30,246,35,247,39,223,12,154,36.7,246.5,37,196.3,32.7
56005001-21,WY,Campbell County,001-21,1039,113,889,2,6,4,0,0,25,766,68,673,0,6,3,0,0,16,309.9,22,185.9,26,179.9,25,188.9,16,382.9,24,371.9,31,309.9,22,184.9,22.3,377.4,27.5,269.9,24
56005001-22,WY,Campbell County,001-22,792,158,584,0,15,5,0,2,28,577,88,463,0,7,3,0,2,14,273,17,190,19,186,19,185,17,289,27,286,26,273,17,187,18.3,287.5,26.5,234.8,20.8
56005001-23,WY,Campbell County,001-23,2657,288,2143,14,36,26,1,8,141,1776,165,1484,13,25,21,0,5,63,800.7,51.1,495.6,86.1,463.7,102.3,492.6,69,864.5,110.5,864.5,102.6,800.7,51.1,483.9,85.8,864.5,106.5,663.6,86.9
56005001-24,WY,Campbell County,001-24,1374,116,1171,0,12,11,0,7,57,917,66,797,0,12,9,0,1,32,378,34,245,46,229,54,248,38,405,45,403,55,378,34,240.7,46,404,50,318,45.3
56005001-25,WY,Campbell County,001-25,1335,74,1168,4,6,43,0,3,37,913,38,813,0,4,25,0,3,30,545,69,434,75,420,82,441,54,593,90,609,79,545,69,431.7,70.3,601,84.5,507,74.8
56005001-26,WY,Campbell County,001-26,763,68,644,2,13,6,1,4,25,503,42,427,2,7,5,1,4,15,278,24,218,31,208,38,214,28,320,39,328,35,278,24,213.3,32.3,324,37,261,32.5
56005001-27,WY,Campbell County,001-27,1081,93,921,11,9,3,0,2,42,803,44,707,9,9,3,0,2,29,223.6,10.8,415,36,398,40,398,32,622,47,613,62,223.6,10.8,403.7,36,617.5,54.5,444.9,38
56005002-01,WY,Campbell County,002-01,831,72,731,0,2,3,0,6,17,650,41,586,0,1,2,0,4,16,344.5,9,238.9,12.9,229,15.9,231,10.9,368.4,16.9,355.4,22.9,344.5,9,233,13.3,361.9,19.9,294.5,14.8
56005003-01,WY,Campbell County,003-01,1940,66,1762,4,8,5,0,10,85,1370,35,1267,3,5,5,0,6,49,788,43,548,47,518,59,543,46,844,48,828,53,788,43,536.3,50.7,836,50.5,678.2,49.3
56005004-01,WY,Campbell County,004-01,1834,71,1661,1,15,3,0,6,77,1325,43,1214,1,12,3,0,6,46,757.5,43,546,60.1,517,68.1,542,47,875.6,51.1,854.6,64.1,757.5,43,535,58.4,865.1,57.6,682.1,55.6
56005006-01,WY,Campbell County,006-01,575,44,501,2,5,1,0,2,20,430,26,385,2,2,1,0,1,13,214.4,12.7,177.2,13.7,164.5,22.5,171.4,10.8,250.7,16.6,247.8,17.6,214.4,12.7,171,15.7,249.2,17.1,204.3,15.7
56005007-01,WY,Campbell County,007-01,322,1,310,1,0,0,1,1,8,251,0,243,0,0,0,1,1,6,162,13,126,14,121,18,119,15,164,14,161,14,162,13,122,15.7,162.5,14,142.2,14.7
56005008-01,WY,Campbell County,008-01,218,21,186,0,1,0,2,0,8,149,13,129,0,1,0,0,0,6,109.7,4,85.7,4,85.7,4,84.7,4,107.7,8,109.7,7,109.7,4,85.4,4,108.7,7.5,97.2,5.2
56005009-01,WY,Campbell County,009-01,224,21,192,0,1,0,0,0,10,164,11,149,0,1,0,0,0,3,78.8,2.5,62,3.3,57.2,5.7,57.3,3.3,100.8,4.1,100.9,6.4,78.8,2.5,58.9,4.1,100.8,5.3,76.2,4.2
56005013-01,WY,Campbell County,013-01,375,21,323,0,3,2,0,0,26,284,12,254,0,1,2,0,0,15,193,5,160,7,137,12,156,3,223,7,223,9,193,5,151,7.3,223,8,182,7.2
56005014-01,WY,Campbell County,014-01,1548,151,1325,0,18,0,0,3,51,1175,109,1024,0,11,0,0,0,31,608,29,372,44,366,48,376,38,565,48,567,48,608,29,371.3,43.3,566,48,475.7,42.5
56005014-02,WY,Campbell County,014-02,716,61,607,1,0,1,0,0,46,533,49,457,1,0,1,0,0,25,338,5,246,4,222,6,231,5,349,9,338,14,338,5,233,5,343.5,11.5,287.3,7.2
56005018-01,WY,Campbell County,018-01,1120,87,965,4,8,7,2,9,38,849,63,741,4,4,3,0,9,25,435.1,20,309,26,281,35,300,26,472.1,31,469.1,32,435.1,20,296.7,29,470.6,31.5,377.7,28.3
56005019-01,WY,Campbell County,019-01,725,29,660,0,2,0,0,0,34,569,23,520,0,2,0,0,0,24,304.2,12.6,203,20,193,21,202,15,341,23,329,28,304.2,12.6,199.3,18.7,335,25.5,262,19.9
56005022-01,WY,Campbell County,022-01,564,38,481,1,1,4,0,9,30,417,23,364,0,1,4,0,6,19,222,19,152,32,144,29,154,22,207,32,209,30,222,19,150,27.7,208,31,181.3,27.3
56005023-01,WY,Campbell County,023-01,1257,40,1173,1,4,2,0,4,33,935,22,882,0,4,1,0,2,24,598,30,472,40,426,58,447,35,642,43,650,37,598,30,448.3,44.3,646,40,539.2,40.5
56005024-01,WY,Campbell County,024-01,1695,117,1450,9,16,17,0,10,76,1235,83,1071,6,11,13,0,7,44,722,40.5,266.1,29.9,245.2,34.9,265.9,26,418.9,39.7,418.3,41.3,722,40.5,259.1,30.3,418.6,40.5,389.4,35.4
56005026-01,WY,Campbell County,026-01,89,20,68,0,0,0,0,0,1,66,8,58,0,0,0,0,0,0,25.1,3.8,19.2,2,20.2,1,18.2,2,31.4,3,29.4,4,25.1,3.8,19.2,1.7,30.4,3.5,23.9,2.7
560070001-1,WY,Carbon County,0001-1,2268,878,1197,54,73,10,2,13,41,1793,639,1003,47,64,8,1,10,21,245,188,190,189,173,189,169,186,300,173,298,175,245,188,177.3,188,299,174,229.2,183.3
560070002-1,WY,Carbon County,0002-1,1531,389,1041,11,8,27,1,2,52,1088,246,775,7,6,22,1,2,29,411,129,307,132,297,119,280,122,465,142,465,144,411,129,294.7,124.3,465,143,370.8,131.3
560070002-2,WY,Carbon County,0002-2,1501,312,1099,12,20,10,0,2,46,1122,201,855,9,17,9,0,1,30,436,135,350,165,342,157,332,151,500,175,505,171,436,135,341.3,157.7,502.5,173,410.8,159
560070003-1,WY,Carbon County,0003-1,1225,198,939,17,9,11,2,6,43,934,137,733,15,6,11,0,4,28,292.4,136.7,231.2,124.9,217,131.9,210,122.7,314.4,161.8,320.6,158.8,292.4,136.7,219.4,126.5,317.5,160.3,264.3,139.5
560070003-2,WY,Carbon County,0003-2,1372,228,1053,7,5,16,3,8,52,1069,165,838,6,5,13,2,3,37,378.6,145.3,352.9,161.1,337,165.1,344,145.3,461.6,152.2,476.4,152.2,378.6,145.3,344.6,157.2,469,152.2,391.7,153.5
560070004-1,WY,Carbon County,0004-1,51,0,50,0,1,0,0,0,0,45,0,45,0,0,0,0,0,0,12.1,3,11,3,9.1,3,9.1,2,20,0,20,0,12.1,3,9.7,2.7,20,0,13.5,1.9
560070005-1,WY,Carbon County,0005-1,442,53,358,7,9,1,0,1,13,347,35,288,5,5,0,0,1,13,162.9,29.9,144.9,30.9,127.1,35.8,125.2,32.8,173,26,172,33.9,162.9,29.9,132.4,33.2,172.5,30,150.9,31.6
560070006-1,WY,Carbon County,0006-1,42,6,30,0,0,0,0,3,3,35,5,25,0,0,0,0,3,2,19.4,0,10.7,3.9,8.8,2,10.7,2,18.4,1,19.3,1,19.4,0,10.1,2.6,18.9,1,14.5,1.6
560070007-1,WY,Carbon County,0007-1,272,12,240,1,0,0,1,1,17,230,7,212,1,0,0,1,0,9,86.9,7.2,73.8,16.3,70.6,16.3,73.2,14.3,81.9,9.2,85.2,7.9,86.9,7.2,72.5,15.6,83.6,8.5,78.6,11.9
560070008-1,WY,Carbon County,0008-1,702,55,608,3,4,1,3,1,27,540,43,470,2,4,1,0,1,19,248.6,51.2,211.3,44.3,193.4,45.2,209.3,39.2,270.8,48.4,272.8,53.4,248.6,51.2,204.7,42.9,271.8,50.9,234.4,47
560070009-1,WY,Carbon County,0009-1,237,12,219,0,0,0,0,0,6,192,7,180,0,0,0,0,0,5,119.9,11.7,106.3,19.5,110.1,18.5,116.9,10.8,136.5,12.7,139.4,15.7,119.9,11.7,111.1,16.3,137.9,14.2,121.5,14.8
560070010-1,WY,Carbon County,0010-1,102,5,92,0,0,0,1,1,3,72,3,66,0,0,0,1,0,2,48.7,4.3,45.4,3.4,44.5,4.4,44.6,3.2,55.1,5.3,58.1,3.4,48.7,4.3,44.8,3.7,56.6,4.3,49.4,4
560070011-1,WY,Carbon County,0011-1,1702,133,1473,4,9,6,0,14,63,1392,84,1243,2,9,6,0,9,39,596,211,522,217,525,207,508,207,689,247,702,240,596,211,518.3,210.3,695.5,243.5,590.3,221.5
560070011-2,WY,Carbon County,0011-2,542,19,511,1,1,0,0,1,9,408,15,388,1,1,0,0,1,2,261.7,45.5,222.3,51.2,223.2,36.8,220,40.8,292.5,64.6,300.5,66.2,261.7,45.5,221.8,42.9,296.5,65.4,253.4,50.8
560070012-1,WY,Carbon County,0012-1,36,4,28,0,0,0,0,2,2,33,3,26,0,0,0,0,2,2,133.1,30.7,128.4,34.1,127.3,29.3,124.6,33.9,160.7,36,163.4,39.8,133.1,30.7,126.8,32.5,162,37.9,139.6,34
560070013-1,WY,Carbon County,0013-1,309,14,284,0,0,0,0,1,10,267,10,251,0,0,0,0,1,5,168.3,42,130,50.8,139.7,39.2,134.4,41,184.5,47.4,189.9,45.6,168.3,42,134.7,43.7,187.2,46.5,157.8,44.3
560070014-1,WY,Carbon County,0014-1,231,34,184,0,1,1,0,0,11,170,26,133,0,1,0,0,0,10,89.9,10.1,87.2,6.3,76.9,11,82.6,9,116.4,12.9,123.8,10.2,89.9,10.1,82.2,8.8,120.1,11.6,96.1,9.9
560070015-1,WY,Carbon County,0015-1,671,126,503,2,4,1,1,0,34,482,67,385,2,0,0,1,0,27,303.3,15.6,222.4,20.3,223.2,19.4,227.1,16.5,334.4,15.6,333.5,18.5,303.3,15.6,224.2,18.7,333.9,17,274,17.6
5600701-2-0,WY,Carbon County,01-2-0,319,64,219,6,8,4,0,0,18,245,48,168,6,5,4,0,0,14,11.1,2.9,8.5,2.5,7.9,2.8,8.4,2.5,12.4,3.2,12.4,3.5,11.1,2.9,8.3,2.6,12.4,3.4,10.1,2.9
5600701-2-1,WY,Carbon County,01-2-1,272,28,236,1,0,0,1,1,5,177,10,159,1,0,0,1,1,5,156.7,39,120.4,34.1,112.6,38.3,119.3,33.4,176,43,176.4,47.7,156.7,39,117.5,35.3,176.2,45.4,143.6,39.3
5600701-2-2,WY,Carbon County,01-2-2,24,2,21,1,0,0,0,0,0,22,1,20,1,0,0,0,0,0,2.1,0.6,1.6,0.5,1.5,0.5,1.6,0.5,2.4,0.6,2.4,0.7,2.1,0.6,1.6,0.5,2.4,0.6,2,0.6
5600701-2-3,WY,Carbon County,01-2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.9,2.6,0.8,2.4,0.8,2.5,0.7,3.8,1,3.8,1.1,3.4,0.9,2.5,0.8,3.8,1,3.1,0.9
5600701-2-4,WY,Carbon County,01-2-4,13,8,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,25.1,4.9,19.2,4.4,18.2,4.9,19.1,4.3,28.2,5.4,28.2,6,25.1,4.9,18.8,4.6,28.2,5.7,23,5
5600705-1-2,WY,Carbon County,05-1-2,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.4,0.2,1.2,0.3,1.1,0.3,1,0.3,1.4,0.2,1.4,0.3,1.4,0.2,1.1,0.3,1.4,0.2,1.3,0.3
5600706-1-1,WY,Carbon County,06-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.1,0.2,0,0.2,0,0.4,0,0.4,0,0.4,0,0.2,0.1,0.4,0,0.3,0
