GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDSHA,G20USSRMES,G20USSLODO,G20USSOWRI,G20GOVDFEL,G20GOVRSUN,G20GOVLPER,G20GOVOWRI
33011MANC06,33,011,MANC06,2753.9,2567.45,78.8,3025.19,2242.28,93.76,1.99,1569.94,3718.48,59.85,1
33011MANC07,33,011,MANC07,2168,1678,90,2318,1439,142,8,1285,2503,103,4
33011MANC08,33,011,MANC08,2645.39,2625.59,88.11,2876.07,2325.6,110.88,0.99,1426.65,3776.01,59.4,3.96
33011MANC09,33,011,MANC09,2444,2013.63,85.07,2645.1,1711.19,134.58,3.99,1352.1,2844.03,82.6,0.14
33011MANC10,33,011,MANC10,2288.75,1853.58,96.7,2504.96,1579.57,121.53,3.98,1261.04,2629.36,88.6,3.99
33011MANC11,33,011,MANC11,2107,1439,99,2227,1250,175,0,1211,2108,131,2
33011MANC12,33,011,MANC12,2693.77,2003.14,74.78,2814.04,1769.59,130.6,3.99,654.66,2792.21,79.09,9.85
33011MASO01,33,011,MASO01,381.91,535.99,31.02,408.94,483.92,45.04,0.01,254.22,673.61,23.03,3
33011MERR01,33,011,MERR01,8715.95,7654.34,302.42,9218.35,6912.62,402.15,11.98,4831.98,11452.81,262.52,10.05
33011MILF01,33,011,MILF01,4719.03,4172.98,196.07,5210.37,3738.78,269.3,6.08,2654.72,6198.29,150.59,8.27
33011MONT01,33,011,MONT01,1010.83,729.88,36.99,1029.83,699.88,41.99,1,672.89,1061.83,21,2
33011NASH01,33,011,"NASH01",3477.39,2489.2,92.24,3626.64,2230.09,128.76,5.04,2190.49,3706.73,79.94,7.04
33011NASH02,33,011,"NASH02",2983.07,2002.72,85.94,3151.97,1765.87,110.93,2,1884.78,3036.06,75.95,0
33011NASH03,33,011,"NASH03",2977.6,1917.95,64.77,3103.38,1699.62,119.33,0.03,1903.91,2868.64,98.38,6.95
33011NASH04,33,011,"NASH04",2134.41,1181.55,70.05,2237.51,976.37,99.1,3,1433.54,1792.32,83.08,1.01
33011NASH05,33,011,"NASH05",3351.58,2654.07,79.02,3570.13,2334.65,127.98,1.01,2087.25,3824.18,86.93,1.01
33011NASH06,33,011,"NASH06",2553.4,1651.28,84.01,2497.42,1401.24,123.01,5,1647.26,2464.4,74.01,10
33011NASH07,33,011,"NASH07",2496.24,1743.82,61.33,2655.33,1499.35,83.5,4.96,1606.55,2551.93,72.02,5.95
33011NASH08,33,011,"NASH08",3480.05,1969.19,86.15,3537.43,1791.6,126.2,0.01,2266.9,3062.14,90.17,2.01
33011NASH09,33,011,"NASH09",3362,2250,83,3577,1960,109,5,2060,3508,75,4
33011NBOS01,33,011,NBOS01,1817.02,2025.99,59.7,1974.24,1821.99,82.59,1,1096.58,2723.54,43.78,1.99
33011NIPS01,33,011,NIPS01,960.04,2094.71,61.87,1044.86,1981.95,72.85,1,584.8,2473.94,49.9,1
33011PELH01,33,011,PELH01,3484.75,5258.55,121.16,3979.19,4480.91,232.22,5,2022.67,6616.56,124.13,5
33011PETE01,33,011,PETE01,3013.05,1215.21,62.41,3054.99,1134.26,92.64,0.97,2296.31,1858.83,53.63,4.88
33011SHAR01,33,011,SHAR01,157.85,122.95,4.28,164.31,113.42,5.29,0,110.19,169.66,4.21,0.01
33011TEMP01,33,011,TEMP01,518.92,432.59,11.03,543.94,395.54,17.04,0,360.65,574.85,12.02,0
33011WEAR01,33,011,WEAR01,2210.43,3212.17,96.97,2460.36,2865.26,141.96,4,1247.68,4172.92,71.98,2
33011WILT01,33,011,WILT01,1326.81,1087.38,52.87,1370.7,997.6,76.82,3.99,878.88,1524.33,36.91,2
33011WNDS01,33,011,WNDS01,33.3,91.31,5.01,37.33,85.27,6.02,0,23.21,100.4,4.01,0
330130BOW01,33,013,0BOW01,3245.69,2161.65,88.76,3398.89,1986.2,93.93,0.02,2024.45,3426,39.1,4.99
33013ALLE01,33,013,ALLE01,1048.95,1230.7,41.92,1170.71,1038.33,79.7,0.01,555.65,1671.42,39.85,2.99
33013ANDO01,33,013,ANDO01,856.22,740.8,18.71,909.98,662.38,24.11,1.99,630.69,964.56,14.43,5
33013BOSC01,33,013,BOSC01,933.26,1059.21,44.73,1088.85,856.98,61.73,1.98,560.22,1421,38.79,2.98
33013BRAD01,33,013,BRAD01,565.88,480.17,26.04,604.93,420.24,37.99,0,364.59,677.47,21,3
33013CANT01,33,013,CANT01,984.6,705.09,26.54,1050.98,613.16,44.08,0.99,688.8,974.74,26.47,1.96
33013CHIC01,33,013,CHIC01,726.93,878.28,33.9,799.44,804.47,49.79,0.94,425.93,1179.36,21.77,1.91
33013CONC01,33,013,CONC01,1650.43,1050.69,55.19,1785.49,881.96,71.8,1.32,1075.1,1631.47,44.43,4.06
33013CONC02,33,013,CONC02,1255.78,847.29,38.55,1375.12,696.74,56.91,3.67,809.65,1288.83,40.39,0.92
33013CONC03,33,013,CONC03,1155.41,588.13,26.43,1229.39,497.95,31.52,0.01,827.08,915.54,18.32,1.03
33013CONC04,33,013,CONC04,1504,589,47,1562,505,65,3,1182,921,24,2
33013CONC05,33,013,CONC05,1981,650,28,2025,602,35,1,1552,1075,15,1
33013CONC06,33,013,CONC06,1403.18,737.99,35.9,1453.04,515.6,73.8,0,1046.15,1041.17,37.9,4.99
33013CONC07,33,013,CONC07,1905.51,823,45.04,2032.58,683.92,54.04,4,1437.94,1298.59,27.02,1
33013CONC08,33,013,CONC08,1401.96,896.23,39.62,1528.57,724.68,64.43,1.98,909.91,1318.97,39.63,2.98
33013CONC09,33,013,CONC09,1289.79,651.06,26.14,1332.22,552.48,51.22,1.01,846.11,956.51,25.14,2.01
33013CONC10,33,013,CONC10,1958.47,1146.32,31.99,2085.39,978.43,54.97,3,1283.02,1792.79,24.99,2
33013DANB01,33,013,DANB01,287.96,410.06,20.77,321.62,371.43,22.78,0.99,180.78,520.2,16.83,0.99
33013DUNB01,33,013,DUNB01,877,1121,32,941,1038,40,2,547,1449,20,6
33013EPSO01,33,013,EPSO01,1193.54,1718.01,45.65,1356.79,1491.73,69.96,2.02,644.07,2249.5,43.4,1.04
33013FRAN01,33,013,FRAN01,598.75,853.91,26.23,705.29,709.34,42.87,0.98,371.75,1055.77,29.96,2.14
33013FRAN02,33,013,FRAN02,441.05,563.28,16.23,495.48,483.07,27.69,0,268.26,718.88,21,4.77
33013FRAN03,33,013,FRAN03,752.32,846.63,25.18,851.7,739.13,0.5,0.02,456.45,1127.87,0.41,2.98
33013HENN01,33,013,HENN01,1570.04,1075.58,67.03,1643.1,960.53,78.03,1,1002.78,1596.85,61.02,4
33013HILL01,33,013,HILL01,202.52,341.29,7.24,233.33,288.96,15.46,1.66,120.24,416.71,10.84,0.99
33013HOOK01,33,013,HOOK01,4116.5,4445.57,139.75,4497.69,3989.31,153.29,5.07,2174.82,6357.14,88.24,3.29
33013HOPK01,33,013,HOPK01,2684.38,1398.65,74.91,2813.25,1273.75,65.93,3,2023.17,2091.81,37.96,5.99
33013LOUD01,33,013,LOUD01,1515.15,2180.07,71.18,1769.89,1907.39,83.91,2.03,905.36,2801.74,61.65,5.06
33013NBRY01,33,013,NBRY01,900.45,722.47,27.89,939.3,683.52,29.93,0,540.37,1081.54,16.96,2
33013NFLD01,33,013,NFLD01,1135.21,1440.41,61.75,1339.04,1207.13,60.84,2.97,674.58,1919.8,50.33,3.08
33013NLON01,33,013,NLON01,2055.67,1046.13,41.49,2041.84,1026.37,38.53,0.99,1373.08,1689.21,21.73,0.99
33013PEMB01,33,013,PEMB01,2212.67,2074.49,79.68,2448.79,1772.94,121.84,1,1316.3,2974.71,52.41,9.02
33013PITF01,33,013,PITF01,823.97,1251.13,58.82,931.76,1110.21,63.13,1.02,464.94,1616.07,36.59,1.05
33013SALI01,33,013,SALI01,381.88,515.2,24.75,443.74,430.48,34.63,0.03,250.14,654.58,14.01,1.03
33013SUTT01,33,013,SUTT01,758.61,578.58,21.19,794.03,533.99,30.32,0.01,524.07,821.17,16.15,1.03
33013WARN01,33,013,WARN01,1043.16,838.9,33.8,1113.74,739.52,55.63,0.99,754.87,1137.12,26.82,4.96
33013WEBS01,33,013,WEBS01,548.89,668.76,24,633.75,566.88,26.06,1,357.81,860.86,10.04,1.01
33013WILM01,33,013,WILM01,574.91,360.92,6.9,597.6,327.4,19.72,0,385.58,548.29,9.86,0
330150RYE01,33,015,0RYE01,2780.56,1619.74,38.99,2788.55,1562.75,50.99,0,1756.72,2637.58,28,4
33015ATKI01,33,015,ATKI01,2157.46,2681.01,56.69,2347.69,2411.18,94.88,2.86,1230.19,3595.65,43.2,0.97
33015AUBU01,33,015,AUBU01,1616.45,2259.07,45.98,1776.23,2031.52,101.61,1,777.76,3049.97,46.95,0.03
33015BREN01,33,015,BREN01,1562.35,1444.68,39.41,1611.74,1352.93,59.25,1.08,925.72,2042.13,33.69,1.04
33015CAND01,33,015,CAND01,1016.61,1659.27,40.06,1125.07,1499.31,62.35,0.98,555.6,2091.22,46.69,4.85
33015CHSR01,33,015,CHSR01,1481.62,1974.61,53.54,1574.28,1806.29,86.01,0.01,828.39,2593.46,43.57,8.96
33015DANV01,33,015,DANV01,1077.06,1678.26,47.78,1184.56,1476.2,84.61,3.98,618.17,2096.34,55.74,1.99
33015DERR01,33,015,DERR01,2004.17,2295.34,65.12,2165.74,2042.41,100.18,2.68,1211.43,3053.76,57.27,3.9
33015DERR02,33,015,DERR02,2060.58,2360.73,66.94,2226.34,2101.07,102.92,2.76,1244.89,3140.94,58.86,4
33015DERR03,33,015,DERR03,2022.04,2316.67,65.72,2185.23,2061.18,101.16,2.71,1222.58,3081.43,57.84,3.94
33015DERR04,33,015,DERR04,2144.05,2456.45,69.68,2317.08,2185.54,107.27,2.87,1296.35,3267.35,61.33,4.18
33015DFLD01,33,015,DFLD01,1361.22,1788.09,62.05,1498.4,1586.8,102.1,1,808.61,2340.59,47.04,1.02
33015EKIN01,33,015,EKIN01,765.98,872.25,21.58,804.25,790.82,39.24,0.98,440.46,1171.29,18.67,1.96
33015EPPI01,33,015,EPPI01,2042.67,2307.91,78.88,2225.39,2076.14,97.88,2,1143.52,3101.61,53.92,2
33015EXET01,33,015,EXET01,7039.25,3464.76,152.19,7166.39,3234.44,203.53,2.8,4792.75,5672.06,111.12,1.36
33015FREM01,33,015,FREM01,1100.49,1563.25,50.67,1219.05,1392.1,68.84,1.91,607.13,2059.46,35.38,0.96
33015GRND01,33,015,GRND01,1709.7,1153.73,35.8,1775.52,1078.04,38.74,0.08,1001.89,1842.8,17.9,0.03
33015HAFA01,33,015,HAFA01,859.86,875.46,12.36,892.81,800.13,39.49,4.01,477.75,1224.46,15.36,1
33015HMST01,33,015,HMST01,2593.11,3425.36,87.53,2867.66,3076.07,110.38,0.14,1459.59,4525.38,56.96,2.04
33015HMTN01,33,015,HMTN01,6043.89,5122.53,137.6,6405.59,4571.27,204.43,7.86,3535.92,7542.19,137.6,1.97
33015KENS01,33,015,KENS01,806.45,727.65,26.04,830.53,675.5,33.07,1,520.84,1003.22,20.04,1
33015KING01,33,015,KING01,1732.79,2311.39,52.1,1884.41,2094.15,73.4,0.04,1054.39,2967.31,40.21,2.03
33015LOND01,33,015,LOND01,7731.48,7898.38,229.81,8154.13,7260.9,291.76,7.99,4298.39,11293.5,151.87,9.99
33015NCAS01,33,015,NCAS01,619,281,2,613,289,8,0,402,508,7,1
33015NEWF01,33,015,NEWF01,743.72,527.82,24.48,763.49,497.69,28.53,1.08,429.15,850.25,13.25,2.04
33015NEWT01,33,015,NEWT01,1271.38,1672.61,36.84,1341.07,1521.28,74.67,0,785.53,2113.66,51.77,2.99
33015NMAR01,33,015,NMAR01,3953,1925,126,4053,1696,175,5,2644,3150,108,7
33015NOHA01,33,015,NOHA01,1978.09,1448.41,31.86,2072.65,1310.06,48.78,2.99,1152.83,2239.83,30.86,0
33015NOTT01,33,015,NOTT01,1793.28,1662.46,86.93,1902.19,1526.17,101.12,4.08,1070.65,2411.72,52.51,1.03
33015NTHW01,33,015,NTHW01,1327.51,1481.74,55.93,1448.44,1316.84,80.9,1,806.01,1965.3,45.95,7.98
33015NWIN01,33,015,NWIN01,316.32,329.71,10.15,343.34,304.51,9.22,2.91,210.44,436.33,5.07,0.97
33015PLAI01,33,015,PLAI01,2064.14,2529.55,63.57,2214.82,2258.15,96.81,2,1307.65,3194.79,75.44,3.02
33015PORT01,33,015,PORT01,2138.54,829.33,42.35,2122.62,778.74,83.56,0,1488.58,1452.93,37.3,1.01
33015PORT02,33,015,PORT02,2645,699,49,2625,659,74,2,1928,1333,39,2
33015PORT03,33,015,PORT03,1893.5,825.85,45.72,1903.61,748.28,73.5,0.02,1247.79,1424.93,38.74,1
33015PORT04,33,015,PORT04,1781,861,38,1768,789,45,2,1114,1450,39,2
33015PORT05,33,015,PORT05,2207,623,27,2189,588,44,2,1573,1203,24,2
33015RAYM01,33,015,RAYM01,2381.85,3522.42,105.12,2664.02,3088.1,188.16,2,1330.13,4501.07,83.14,16.02
33015SALE01,33,015,SALE01,7633.64,9963.11,233.85,8541.02,8710.95,278.87,1,4286.58,13194.27,161.9,6.99
33015SEAB01,33,015,SEAB01,2073.15,2681.56,73.69,2287.18,2632.21,113.46,0.13,1203.63,3790.66,79.31,6.03
33015SNDN01,33,015,SNDN01,1625.77,2264.14,69.72,1742.31,2073.87,87.67,0,963.27,2907.7,66.72,0.01
33015SOHA01,33,015,SOHA01,298.68,321.18,21.46,321.2,289.69,12.83,0,210.91,413.67,8.88,0.01
33015STRM01,33,015,STRM01,3062.33,1957.77,59.29,3157.71,1817.87,65.91,10.12,1877.39,3125.92,31.63,4.59
33015WNDM01,33,015,WNDM01,4566.76,5196.14,137.03,4738.43,4875.34,168.1,4.99,2403.33,7240.7,98.05,4
33015ZZZZZZ,33,015,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0
330170LEE01,33,017,0LEE01,1953.66,969.34,47.92,1999.58,881.49,56.9,4.99,1322.74,1576.3,17.97,2
33017BARR01,33,017,BARR01,3126.07,2719.14,128.35,3390.73,2416.69,151.23,12.93,1891.37,3943.9,66.66,4.97
33017DOVE01,33,017,DOVE01,2328,794,74,2397,678,115,4,1691,1410,60,22
33017DOVE02,33,017,DOVE02,2342.73,922.86,55.68,2423.77,763.36,108.8,4.98,1694.25,1530.7,61.65,1.01
33017DOVE03,33,017,DOVE03,2438.09,1399.58,52.04,2515.43,1266.33,80.89,1.02,1555.89,2232.73,56.01,1.06
33017DOVE04,33,017,DOVE04,2122.6,1177.37,54.85,2217.62,1029.47,77.38,1.96,1398.74,1849.32,57.79,3.92
33017DOVE05,33,017,DOVE05,1685.82,1038.43,56.21,1760.12,906.83,86.41,3.02,1097.4,1611.7,48.23,1
33017DOVE06,33,017,DOVE06,1583.54,999.48,53.12,1689,860.74,55.3,2.02,967.89,1579.06,40.17,2.01
33017DURH01,33,017,DURH01,5970.44,1712.22,128.01,5836.45,1525.2,216.01,0,4332.3,3020.35,143,1
33017FARM01,33,017,FARM01,1365.27,2000.35,68,1572.29,1727.28,89.05,4.99,789,2541.58,69.03,6.98
33017MADB01,33,017,MADB01,824,454,30,851,416,38,0,557,697,32,0
33017MIDD01,33,017,MIDD01,373.16,634.74,20.73,435.35,554.78,17.77,0,207.31,804.53,6.91,4.93
33017MILT01,33,017,MILT01,1018.8,1482.7,48.23,1168.46,1274.89,74.13,1.01,554.25,1912.36,55.03,1.08
33017NDUR01,33,017,NDUR01,721.94,1101.25,27.81,809.34,984.06,41.71,0.99,389.29,1401.14,27.81,0.99
33017ROCH01,33,017,ROCH01,1420,1470,66,1576,1290,65,0,807,2093,35,0
33017ROCH02,33,017,ROCH02,1392.03,1492.6,48.09,1542.38,1273.21,84.11,8,778.93,2065.66,56.04,1
33017ROCH03,33,017,ROCH03,1432.38,1560.19,68.46,1569.69,1354.46,92.69,2.02,847.34,2110.06,64.42,6.02
33017ROCH04,33,017,ROCH04,1340.08,1220.14,50.76,1479.6,1029.92,78.02,1.94,787.11,1754.55,49.79,1.94
33017ROCH05,33,017,ROCH05,1338.19,1516.38,54.76,1562.29,1241.52,78.18,1.03,743.86,2107.43,44.75,0.03
33017ROCH06,33,017,ROCH06,1213.89,1111.61,58.06,1354.14,931.23,69.17,0.01,720.67,1579.82,57.06,0.01
33017ROLL01,33,017,ROLL01,960.27,736.83,50.09,1037.37,643.33,58.37,2.02,614.12,1089.7,24.25,0.01
33017SOME01,33,017,SOME01,824.94,612.95,26,894.93,532.96,40,0,564.96,880.93,20,2
33017SOME02,33,017,SOME02,626.5,539.13,18.86,699.97,457.71,22.84,0,398.14,759.54,8.94,0.99
33017SOME03,33,017,SOME03,620.05,515.98,16.92,673.64,434.66,31.74,1.98,387.48,736.61,19.85,0.99
33017SOME04,33,017,SOME04,787,488,22,855,420,27,1,503,761,19,0
33017SOME05,33,017,SOME05,556.9,387.47,15.1,603.06,308.28,34.12,0,364.21,561.17,24.05,1
33017STFD01,33,017,STFD01,1316.16,1393.51,44.54,1458.67,1228.23,55.43,0.99,802.55,1878.44,38.6,0
33019ACWO01,33,019,ACWO01,293,269,7,311,227,11,0,229,325,8,0
33019CHAR01,33,019,CHAR01,1185,1239,57,1335,1044,81,1,712,1692,52,2
33019CLAR01,33,019,CLAR01,813.52,775.78,49.67,908.88,657.57,55.63,0,540.36,1040.99,44.7,0
33019CLAR02,33,019,CLAR02,1177.48,1036.22,48.33,1301.12,897.43,62.37,0,719.64,1479.01,43.3,2
33019CLAR03,33,019,CLAR03,903.15,975.08,31.97,1004.05,850.2,42.96,1,532.5,1307.76,33.97,1
33019CORN01,33,019,CORN01,679.51,408.72,22.02,692.6,381.61,26.03,0,468.27,660.9,13.03,1
33019CROY01,33,019,CROY01,172.49,319.33,19.02,187.5,288.31,24.02,1,96.32,400.52,8.01,0
33019GOSH01,33,019,GOSH01,186,284,11,208,254,16,0,118,349,9,1
33019GRAN01,33,019,GRAN01,1669,747,31,1686,690,55,1,1158,1210,25,1
33019LANG01,33,019,LANG01,205.88,198.43,7.01,214.87,180.49,11.97,0,139.02,262.29,6.02,0
33019LEMP01,33,019,LEMP01,274,440,12,301,387,25,0,145,552,11,0
33019NEWP01,33,019,NEWP01,1301,1773,64,1475,1522,97,3,716,2332,48,1
33019PLFD01,33,019,PLFD01,1134.99,522,28,1144.99,481,37,0,817,823,14,2
33019SPRI01,33,019,SPRI01,465.49,451.33,16.59,487.38,416.96,21.59,0.01,316.84,593.46,13.34,1.01
33019SUNA01,33,019,SUNA01,1307.15,1084.43,35.95,1320.16,1038.49,50.92,1,762.93,1614.67,30.95,1
33019UNIT01,33,019,UNIT01,335,531,26,283,565,30,0,189,674,14,1
33019WASH01,33,019,WASH01,314,467,16,349,431,15,0,207,577,12,1
