GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16HALRNOE,G16HALDHAW,G16PUCRNEL,G16PUCDRED
460030VTD-1,46,003,0VTD-1,230,62,11,4,254,60,229,85,270,40
460030VTD-2,46,003,0VTD-2,120.01,23,7,3,121.01,32,107.01,50,145.01,10
460030VTD-3,46,003,0VTD-3,289.97,100.99,19,6,313.96,106.99,261.97,158.98,361.96,60.99
460030VTD-5,46,003,0VTD-5,128.03,61.01,11,1,135.04,62.01,128.03,74.02,153.04,44.01
460030VTD-7,46,003,0VTD-7,206,93,26,5,249,82,203,124,271,53
460050VTD-1,46,005,0VTD-1,258.5,104.41,19.93,5.06,284.77,110.11,261.98,131.94,299.32,87.33
46005VTD-01,46,005,VTD-01,639.65,177.64,38.27,3.01,696.78,167.6,617.43,238.35,709.87,132.28
46005VTD-02,46,005,VTD-02,600.73,200.9,40.48,12.96,660.78,207.63,589.55,273.74,703.42,145.64
46005VTD-04,46,005,VTD-04,193.05,77.98,14.89,3.78,212.66,82.23,195.65,98.53,223.53,65.22
46005VTD-05,46,005,VTD-05,973.8,383.96,64.57,18.13,1114.6,357.12,1001.48,470.56,1215.14,235.88
46005VTD-W2,46,005,VTD-W2,359.02,226.23,42.3,11.8,398.36,240.98,361.97,273.44,424.92,204.59
46005VTD-W3,46,005,VTD-W3,377,212,29,9,437,188,385,240,462,142
46005VTDW01,46,005,VTDW01,149.86,61.88,11.8,3.01,165.13,65.3,151.84,77.99,173.67,52.01
46005VTDW71,46,005,VTDW71,314.67,131.41,19.45,2.95,352.97,119.62,307.01,163.23,379.49,82.5
46005VTDW72,46,005,VTDW72,27.3,11.45,1.86,0.36,31.41,10.74,28.49,13.72,34.45,7.14
46005VTDW81,46,005,VTDW81,355.13,233.5,27.07,7.03,454.31,182.42,377.17,253.57,489.43,123.29
46005VTDW82,46,005,VTDW82,206.3,90.65,13.4,4.91,240.23,77.25,213.44,104.93,260.77,53.14
460070VTD-1,46,007,0VTD-1,70,183,11,2,112,148,96,166,83,179
460070VTD-4,46,007,0VTD-4,150.08,7.3,12.01,0.01,157.13,11.26,150.11,16.3,149.07,11.31
46007VTD-02,46,007,VTD-02,108.38,62.15,10.79,4.11,127.9,57.01,118.65,65.75,115.57,64.72
46007VTD-05,46,007,VTD-05,80.57,46.2,8.02,3.05,95.07,42.38,88.2,48.87,85.91,48.11
46007VTD-06,46,007,VTD-06,22.06,12.65,2.2,0.84,26.03,11.6,24.15,13.38,23.52,13.17
46007VTD-27,46,007,VTD-27,235,101,13,4,240,112,244,109,228,118
460090VTD-1,46,009,0VTD-1,439,105,29,6,470,114,412,170,496,69
460090VTD-2,46,009,0VTD-2,369.69,107.62,15.94,10.96,405.57,104.63,360.73,143.49,423.5,74.74
460090VTD-3,46,009,0VTD-3,472.31,208.38,30.06,8.04,501.43,224.37,431.27,295.51,571.5,125.26
460090VTD-4,46,009,0VTD-4,337,156,32,6,388,178,295,247,426,96
460090VTD-5,46,009,0VTD-5,488.02,127.41,22.05,5.02,488.99,149.52,443.97,190.56,499.17,112.32
460110VTD-1,46,011,0VTD-1,192.85,168.38,39.38,8.07,251.03,135.93,211.24,184.62,254.08,116.66
460110VTD-2,46,011,0VTD-2,293,343,54,10,383,277,322,376,386,237
460110VTD-3,46,011,0VTD-3,309,356,64,13,404,288,340,390,408,246
460110VTD-4,46,011,0VTD-4,677,622,89,17,885,503,744,682,893,430
460110VTD-5,46,011,0VTD-5,1236,933,168,33,1615,754,1359,1023,1630,645
460110VTD-6,46,011,0VTD-6,1101,766,143,28,1439,620,1211,841,1452,530
460110VTD-8,46,011,0VTD-8,409,242,45,9,534,196,450,266,539,167
460110VTD-9,46,011,0VTD-9,388,234,46,9,507,190,426,257,511,162
46011VTD-10,46,011,VTD-10,380,192,37,7,496,155,417,210,501,133
46011VTD-11,46,011,VTD-11,370.35,249.56,62.89,11.98,484.14,201.64,407.28,273.52,489.14,172.69
46011VTD-12,46,011,VTD-12,187,64,9,2,245,52,206,71,247,45
46011VTD-13,46,011,VTD-13,138.8,84.06,11.73,1.95,180.83,68.42,152.48,92.86,182.78,58.65
46011VTD-14,46,011,VTD-14,702,415,71,14,917,336,772,455,926,287
46011VTD-15,46,011,VTD-15,95,75,9,2,124,61,104,82,125,52
46011VTD-16,46,011,VTD-16,269,135,32,6,352,109,296,148,355,94
460130VTD-1,46,013,0VTD-1,712,403,78,11,842,355,716,480,872,283
460130VTD-2,46,013,0VTD-2,369,264,42,6,437,232,372,314,452,185
460130VTD-3,46,013,0VTD-3,846.39,462.56,80.96,11.85,1000.65,406.36,851.35,550.35,1036.25,324.49
460130VTD-4,46,013,0VTD-4,318.37,210.14,47.66,7.09,376.08,184.65,320.43,250.94,390.47,147.91
460130VTD-5,46,013,0VTD-5,236,162,38,5,280,143,238,193,290,114
460130VTD-6,46,013,0VTD-6,1136.57,573.33,93.25,14.04,1344.23,504.16,1143.61,682.58,1392.38,402.94
460130VTD-7,46,013,0VTD-7,1197.94,530.02,83.84,12.11,1416.84,466.68,1205.39,631.55,1467.15,372.6
460130VTD-8,46,013,0VTD-8,531,324,69,10,628,285,534,385,650,227
460130VTD-9,46,013,0VTD-9,538.87,239.41,44.58,6.5,637.36,210.66,542.59,284.89,659.66,167.96
46013VTD-10,46,013,VTD-10,218.02,157.01,32,5,258.02,138.01,219.02,187.01,267.02,110
46013VTD-11,46,013,VTD-11,318.05,220.09,40.34,6.2,376.53,193.2,320.21,262.43,389.34,154.99
46013VTD-12,46,013,VTD-12,589.47,228.87,42.13,6.31,697.31,200.5,594.21,272.19,722.29,160.84
46013VTD-13,46,013,VTD-13,224,151,21,3,265,133,226,180,274,106
46013VTD-14,46,013,VTD-14,137,112,14,2,162,98,138,133,167,78
46013VTD-15,46,013,VTD-15,651,246,48,7,770,216,656,293,798,173
46013VTD-16,46,013,VTD-16,248.33,101.56,20.25,2.9,293.97,89.78,250.2,121.07,304.44,71.28
46013VTD-17,46,013,VTD-17,328,260,28,4,387,228,330,309,401,182
46013VTD-18,46,013,VTD-18,139,110,12,2,165,96,140,131,170,77
46013VTD-19,46,013,VTD-19,547,372,46,7,647,327,550,443,670,262
46013VTD-20,46,013,VTD-20,79,69,8,1,93,61,79,83,97,49
46013VTD-21,46,013,VTD-21,113.36,138.32,10.04,2.01,134.43,121.28,114.36,164.38,139.45,97.22
46013VTD-22,46,013,VTD-22,134.64,117.68,15.96,1.99,159.57,103.72,135.64,140.62,165.55,82.78
460150VTD-2,46,015,0VTD-2,87,18,1,2,94,15,83,27,102,8
460150VTD-3,46,015,0VTD-3,764.68,362.85,75.97,12,893.63,323.87,799.67,413.83,946.61,228.91
460150VTD-5,46,015,0VTD-5,257.36,77.55,19.26,3.88,278.52,85.23,252.6,110.12,295.64,60.12
46015VTD-D2,46,015,VTD-D2,389.09,98.33,26.08,5.02,414.18,109.36,382.07,141.47,442.26,68.25
46015VTD-D3,46,015,VTD-D3,12.16,3.7,0.91,0.18,13.22,4.02,11.98,5.21,14.04,2.84
46015VTD-D4,46,015,VTD-D4,59.03,11.01,2,4,56.03,18.01,59.03,17.01,65.04,8.01
460170VTD-1,46,017,0VTD-1,92.01,21,3,0,91.01,26,90.01,26,97.01,17
460170VTD-2,46,017,0VTD-2,42,38,0,1,50,32,43,40,44,36
460170VTD-3,46,017,0VTD-3,37,237,15,4,91,199,67,224,33,260
460190VTD-6,46,019,0VTD-6,46.06,0.96,0,0,44.14,3.84,44.14,3.84,42.22,2.88
460190VTD-8,46,019,0VTD-8,27.29,3.09,1.3,0.19,26.98,4.38,25.75,5.8,27.6,3.58
46019VTD-11,46,019,VTD-11,62.63,7.95,0,0,62.63,5.96,62.63,8.95,62.63,6.96
46019VTD-12,46,019,VTD-12,80.11,15.13,3.05,1.01,87.1,11.18,73.05,21.24,80.12,18.15
46019VTD-13,46,019,VTD-13,110.72,12.53,5.26,0.75,109.47,17.79,104.46,23.55,111.97,14.53
46019VTD-14,46,019,VTD-14,302.88,34.26,14.39,2.06,299.45,48.65,285.75,64.41,306.3,39.74
46019VTD-16,46,019,VTD-16,571.43,84.93,36.39,7.33,589.02,103.69,572.14,119.5,590.62,90.84
46019VTD-17,46,019,VTD-17,293.16,49.67,18.5,1.95,309.71,51.62,299.97,64.28,299.97,49.67
46019VTD-18,46,019,VTD-18,87,23,9,1,94,28,86,34,91,27
46019VTD-20,46,019,VTD-20,181,48,12,2,188,50,175,61,189,45
46019VTD-21,46,019,VTD-21,169.3,36.06,15.19,5.69,171.87,47.83,167.94,50.88,169.13,45.66
46019VTD-22,46,019,VTD-22,131.47,41.83,8.96,1,133.46,48.8,128.48,50.79,130.47,47.8
46019VTD-23,46,019,VTD-23,190.52,42.51,17.05,3.2,202.04,46.04,199.54,48.5,205.08,36.67
46019VTD-24,46,019,VTD-24,243.59,71.75,18.41,6.78,266.85,68.83,258.13,78.54,266.85,58.18
46019VTD-25,46,019,VTD-25,230,63,17,5,264,46,257,57,262,39
46019VTD-26,46,019,VTD-26,184,35,27,6,196,52,183,63,199,42
46019VTD-27,46,019,VTD-27,192.84,43.33,19.5,2.05,215.29,40.38,205.03,52.72,212.03,37.33
46019VTD-28,46,019,VTD-28,253,83,23,6,286,83,279,87,296,56
460210VTD-1,46,021,0VTD-1,115,29,6,0,134,19,120,32,140,9
460210VTD-2,46,021,0VTD-2,136,19,8,0,147,19,146,16,151,12
460210VTD-3,46,021,0VTD-3,152,20,2,1,155,20,148,27,161,9
460210VTD-4,46,021,0VTD-4,145,23,2,0,152,14,138,29,155,15
460210VTD-5,46,021,0VTD-5,156,14,2,1,152,15,147,23,156,13
460230VTD-1,46,023,0VTD-1,259.8,113.85,11.68,3.89,265.63,117.76,239.37,144.02,287.05,93.42
460230VTD-2,46,023,0VTD-2,124.19,49.69,5.96,2.98,120.24,63.56,118.22,67.56,142.06,38.77
460230VTD-4,46,023,0VTD-4,73,94,5,1,87,91,82,98,81,96
460230VTD-5,46,023,0VTD-5,211.86,107.11,3.06,0.03,205.09,113.92,190.77,129.27,226.22,93.67
460230VTD-7,46,023,0VTD-7,85.08,37.21,0.98,0.97,87.97,33.36,79.19,43.11,97.73,21.65
460230VTD-8,46,023,0VTD-8,143,22,7,0,138,30,132,36,155,13
460230VTD-9,46,023,0VTD-9,320.14,51.03,7,0,329.15,53.02,312.14,63.03,341.16,38.01
460230VTD6B,46,023,0VTD6B,45,45.27,3.58,0,50.79,43.94,41.39,54.23,49.04,42.56
46023VTD-10,46,023,VTD-10,91,12,3,1,92,9,92,14,101,3
46023VTD-13,46,023,VTD-13,44,24,1,0,44,24,41,28,47,21
46023VTD-3a,46,023,VTD-3a,50.65,32.93,4.03,0.88,55.6,33.34,48.55,40.86,58.81,29.28
46023VTD-3b,46,023,VTD-3b,132.28,90.53,11.26,2.35,146.82,91.47,127.59,112.11,154.79,81.15
46023VTD-3c,46,023,VTD-3c,106.06,72.59,9.03,1.88,117.72,73.34,102.3,89.89,124.11,65.06
46023VTD-6a,46,023,VTD-6a,45.19,45.44,3.59,0,51,44.11,41.57,54.45,49.25,42.73
46023VTD-6c,46,023,VTD-6c,9.87,9.97,0.79,0,11.15,9.67,9.08,11.94,10.76,9.38
46023VTD11a,46,023,VTD11a,150.82,27.4,3.72,0.8,159.86,22.61,150.02,33.78,167.04,15.43
46023VTD11b,46,023,VTD11b,242.45,44.04,5.99,1.28,256.99,36.35,241.17,54.31,268.54,24.8
46023VTD11c,46,023,VTD11c,173.59,31.53,4.29,0.92,184,26.02,172.67,38.88,192.26,17.76
46023VTD12a,46,023,VTD12a,18.54,6.1,1.78,0,20.32,6.1,16.76,10.16,21.59,4.83
46023VTD12b,46,023,VTD12b,5.79,1.9,0.56,0,6.35,1.9,5.24,3.17,6.75,1.51
46023VTD12c,46,023,VTD12c,48.67,16,4.67,0,53.33,16,44,26.67,56.67,12.67
4602500VTD1,46,025,00VTD1,191,60,21,1,206,73,171,109,237,34
4602500VTD2,46,025,00VTD2,283,105,21,1,300,111,274,142,333,60
4602500VTD3,46,025,00VTD3,161.03,62.79,10.5,4.54,191.93,52.07,161.62,83.38,194.61,36.12
4602500VTD5,46,025,00VTD5,237,59,21,4,269,56,236,86,275,42
46025VTD-W3,46,025,VTD-W3,58.97,26.21,4.5,2.46,72.07,22.93,59.38,35.62,77.39,11.88
46025VTD4-1,46,025,VTD4-1,101,39,19,2,108,55,95,71,121,37
46025VTD4-2,46,025,VTD4-2,107,46,6,2,122,38,102,57,131,24
46027VTD-C1,46,027,VTD-C1,78,259,23,3,138,222,95,261,136,208
46027VTD-C2,46,027,VTD-C2,74,165,13,4,103,155,98,159,89,150
46027VTD-W1,46,027,VTD-W1,271,121,12,6,309,102,278,138,320,82
46027VTD-W2,46,027,VTD-W2,204,143,22,6,262,111,221,157,269,90
46027VTD-W3,46,027,VTD-W3,471.96,411.97,53,6,602.96,349.97,495.96,452.97,614.95,298.98
46027VTDNE1,46,027,VTDNE1,135,150,28,5,192,125,161,153,160,132
46027VTDNE2,46,027,VTDNE2,46.01,99.01,16,0,74.01,86.01,61.01,99.01,57.01,88.01
46027VTDNW1,46,027,VTDNW1,219,315,37,7,297,269,244,323,281,257
46027VTDNW2,46,027,VTDNW2,156,187,17,3,209,156,181,182,212,144
46027VTDSE1,46,027,VTDSE1,265.02,412.02,43,9,416.03,327.02,340.02,399.02,416.03,292.01
46027VTDSE2,46,027,VTDSE2,189,345,31,8,320,258,252,320,303,248
460290VTD-2,46,029,0VTD-2,855.13,245.73,60.89,7.84,914.39,284.68,811.66,392.52,953.92,181.15
460290VTD-3,46,029,0VTD-3,452.12,148.06,18.51,7.56,471.06,154.43,417.22,205.42,498.58,103.19
460290VTD-5,46,029,0VTD-5,654.76,221.17,42.82,5.55,695.16,229.61,644.72,292.88,749.36,145.92
46029VTD-A1,46,029,VTD-A1,699.12,221.49,49.09,6.01,808.28,172.42,738.2,249.52,821.43,117.25
46029VTD-A2,46,029,VTD-A2,343.02,161.47,24.64,8.05,443.14,108.99,392.61,158.74,464.21,74.82
46029VTD-A3,46,029,VTD-A3,143.37,62.44,9.09,2.12,169.74,48.19,147.61,70.02,177.62,30.61
46029VTD-A4,46,029,VTD-A4,329.63,143.56,20.91,4.88,390.26,110.81,339.39,160.98,408.38,70.39
46029VTD-B1,46,029,VTD-B1,304.29,123.44,17.9,3.7,349.34,103.07,319.1,137.64,368.48,67.28
46029VTD-B2,46,029,VTD-B2,478,295,72,10,590,269,503,352,604,220
46029VTD-B3,46,029,VTD-B3,251.57,108.17,26.54,4.31,289.26,98.87,264.58,126.04,293.13,77.15
46029VTD-B4,46,029,VTD-B4,47.17,19.27,2.88,0.55,54.12,16.15,49.59,21.41,57.43,10.46
46029VTD-C1,46,029,VTD-C1,150.39,64.67,15.89,2.59,172.94,59.12,158.15,75.38,175.15,46.19
46029VTD-C2,46,029,VTD-C2,43.42,24.93,3.51,0.97,46.54,26.87,42.84,31.74,46.15,25.12
46029VTD-C3,46,029,VTD-C3,315,217,41,9,372,210,336,247,371,170
46029VTD-C4,46,029,VTD-C4,193.74,81.21,16.1,5.15,202.47,91.26,187.22,105.41,209.94,73.8
46029VTD-D1,46,029,VTD-D1,317.16,141.77,22.7,7.79,354.7,140.51,321.4,173.94,392.2,78.7
46029VTD-D2,46,029,VTD-D2,291,146,27,10,341,141,299,183,344,124
46029VTD-D3,46,029,VTD-D3,229.42,112.19,19.03,4.01,252.47,116.18,225.42,148.23,282.52,71.1
46029VTD-D4,46,029,VTD-D4,168.33,95.48,13.46,3.7,180.18,102.98,165.96,121.74,178.92,95.91
46029VTD-E1,46,029,VTD-E1,406.18,165.41,38.33,13.2,435.48,185.57,385.82,238.2,441.21,138.62
46029VTD-E2,46,029,VTD-E2,254.23,91.91,16.04,2.26,283.2,84.58,262.72,109.12,297.61,56.28
46029VTD-E3,46,029,VTD-E3,577.77,183.61,25.94,8.98,630.66,161.66,583.76,212.55,677.56,98.79
46029VTD-E4,46,029,VTD-E4,115.49,41.74,7.28,1.02,128.67,38.37,119.37,49.52,135.22,25.52
46029VTD-E5,46,029,VTD-E5,143.67,58.29,8.45,1.75,164.95,48.67,150.67,64.99,173.98,31.77
46031VTD-AR,46,031,VTD-AR,18.52,4.78,0.72,0.43,19.39,4.92,18.96,5.07,19.54,3.76
46031VTD-BH,46,031,VTD-BH,5,57,0,1,21,39,16,43,5,56
46031VTD-BU,46,031,VTD-BU,26.76,19.82,2.97,0.5,31.22,17.84,31.71,16.85,27.25,21.8
46031VTD-CD,46,031,VTD-CD,22,46,5,1,36,37,24,45,19,53
46031VTD-GV,46,031,VTD-GV,59.06,2.81,3.75,0,59.06,3.75,57.19,5.62,56.25,5.62
46031VTD-KN,46,031,VTD-KN,6,54,0,0,10,46,14,45,6,51
46031VTD-LC,46,031,VTD-LC,27.24,20.18,3.03,0.5,31.78,18.16,32.29,17.15,27.75,22.2
46031VTD-LE,46,031,VTD-LE,17,78,5,1,31,70,31,69,23,76
46031VTD-LO,46,031,VTD-LO,76.94,3.19,0.25,1,73.94,6.25,75.81,6.38,75.75,5.38
46031VTD-MI,46,031,VTD-MI,109.53,28.23,4.28,2.57,114.66,29.09,112.09,29.95,115.51,22.25
46031VTD-MT,46,031,VTD-MT,98.95,13.99,2,3,89.95,24.99,85.95,26.99,92.95,14.99
46031VTD-RL,46,031,VTD-RL,49,13,0,0,50,13,50,13,47,14
46031VTD-SM,46,031,VTD-SM,66,113,5,4,88,95,70,112,68,118
46031VTD-WK,46,031,VTD-WK,6,81,2,3,24,69,12,77,6,86
46033VTD-BG,46,033,VTD-BG,132,54,5,3,137,54,134,58,128,59
46033VTD-BR,46,033,VTD-BR,843.51,304.44,63.88,19.96,916.36,321.41,897.4,346.36,913.36,291.47
46033VTD-EM,46,033,VTD-EM,126.6,27.61,6.13,1.04,121.77,34.64,123.72,33.69,119.76,31.58
46033VTD-FB,46,033,VTD-FB,114,20,6,0,113,27,116,26,115,24
46033VTD-HE,46,033,VTD-HE,706,163,44,6,722,185,705,212,735,155
46033VTD-PR,46,033,VTD-PR,240,96,12,6,246,109,240,118,240,108
46033VTD-SD,46,033,VTD-SD,508.11,163.54,34.94,1.45,540.65,162.79,528.8,178.7,527.39,159.15
46033VTD6-1,46,033,VTD6-1,249.89,114.95,24.99,6,284.87,110.95,269.88,124.94,282.87,105.95
46033VTD7-1,46,033,VTD7-1,135.89,51.59,21.12,2,166,55.59,158.96,61.65,154.94,55.58
46033VTD8-1,46,033,VTD8-1,95.74,50.86,15.33,2.24,114.07,47.12,109.58,51.98,117.43,38.89
46033VTD8-2,46,033,VTD8-2,141.27,75.01,22.61,3.31,168.28,69.5,161.66,76.67,173.24,57.37
460350000C4,46,035,0000C4,253.44,79.5,14.38,5.32,282.84,70.26,254.08,101.64,291.97,53.2
460350VT-14,46,035,0VT-14,212.5,123.1,15.49,6.76,248.24,108.67,206.83,152.03,255.08,93.12
460350VTD10,46,035,0VTD10,249,133,17,6,282,121,250,156,317,83
460350VTD11,46,035,0VTD11,250,139,19,4,305,113,266,152,332,78
460350VTD12,46,035,0VTD12,146.9,80.5,11.2,0.83,181.76,62.66,155.61,87.14,182.17,54.78
460350VTD13,46,035,0VTD13,207.1,113.5,15.8,1.17,256.24,88.34,219.39,122.86,256.83,77.22
460350VTD15,46,035,0VTD15,357.01,174.23,29.87,3.01,401.87,164.25,352.05,220.04,453.56,104.57
460350VTD16,46,035,0VTD16,211,133,17,4,277,93,219,146,269,81
460350VTD17,46,035,0VTD17,5.02,3.48,0.31,0.18,6.48,2.56,5.25,3.82,6.61,2.17
460350VTD18,46,035,0VTD18,186.98,129.52,11.69,6.82,241.52,95.44,195.75,142.18,246.39,80.83
460350VTD19,46,035,0VTD19,285.23,132.16,26.4,9.15,339.05,115.91,289.26,167.77,373.31,78.43
46035VTD-06,46,035,VTD-06,327.86,154.08,13.04,3.15,393.39,110.12,348.72,153.43,422.98,72.87
46035VTD-07,46,035,VTD-07,179.26,86.65,6.91,1.57,216.31,61.22,191.51,85.08,233.26,40.18
46035VTD-08,46,035,VTD-08,280,134,25,6,342,108,293,150,351,89
46035VTD-09,46,035,VTD-09,252.91,139.87,29.16,5.06,307.24,117.77,260.92,162.11,320.34,96.58
46035VTD-20,46,035,VTD-20,485.1,243.18,35.05,11.26,570.28,214.73,512.73,276.17,616.6,146.79
46035VTD-C1,46,035,VTD-C1,219,62,6,1,228,59,205,83,252,33
46035VTD-C2,46,035,VTD-C2,311,52,17,3,315,71,290,97,340,44
46035VTD-C3,46,035,VTD-C3,472,151,25,8,521,138,467,193,570,82
46035VTD-C5,46,035,VTD-C5,265.69,91.23,13.69,4.72,301.79,75.08,270.9,107.72,314.91,54.27
460370VTD-5,46,037,0VTD-5,62.65,46.34,3.92,1.31,77.01,45.03,67.22,55.47,78.97,37.2
460370VTD-6,46,037,0VTD-6,103.64,98.54,6.8,2.55,118.08,97.69,95.99,118.93,125.73,82.4
46037VTD-AT,46,037,VTD-AT,79,25,1,2,93,17,75,34,80,25
46037VTD-BR,46,037,VTD-BR,141,78,20,2,162,83,146,99,180,43
46037VTD-BW,46,037,VTD-BW,130.22,56.21,8.25,3.09,143.13,55.87,134.44,64.56,152.31,32.3
46037VTD-FP,46,037,VTD-FP,100,84,3,2,114,74,100,89,135,47
46037VTD-GK,46,037,VTD-GK,109,75,9,1,113,81,98,95,126,54
46037VTD-LT,46,037,VTD-LT,78,45,6,3,84,53,73,61,95,38
46037VTD-RR,46,037,VTD-RR,124,66,10,6,127,76,108,93,149,45
46037VTD-RW,46,037,VTD-RW,108.88,57.94,4,2,116.87,54.94,106.88,67.93,122.86,44.95
46037VTD1w1,46,037,VTD1w1,158,87,18,1,179,86,166,101,197,56
46037VTD2w2,46,037,VTD2w2,116.98,66.84,6.02,0,126.34,60.16,102.27,82.22,133.02,39.44
46037VTD2W3,46,037,VTD2W3,60.08,34.05,3.11,0.05,64.92,30.73,52.85,41.8,68.38,20.09
46037VTD3W3,46,037,VTD3W3,101.79,52.77,6.34,0.13,111.77,53.47,94.05,70.19,127.07,30.62
46037VTD4W1,46,037,VTD4W1,102.05,59.2,7.29,2.73,122.98,52.83,107.51,68.3,129.36,34.61
46037VTD5W1,46,037,VTD5W1,12.11,8.95,0.76,0.25,14.88,8.7,12.99,10.72,15.26,7.19
46037VTD5W2,46,037,VTD5W2,21.24,15.71,1.33,0.44,26.11,15.27,22.79,18.81,26.77,12.61
46037VTD6W3,46,037,VTD6W3,18.36,17.46,1.2,0.45,20.92,17.31,17.01,21.07,22.27,14.6
460390VTD-1,46,039,0VTD-1,90,43,13,1,110,39,97,52,112,25
460390VTD-3,46,039,0VTD-3,202,76,15,2,223,73,202,90,231,59
460390VTD-4,46,039,0VTD-4,102.5,63.45,12.69,1.95,134.71,46.86,122.02,60.52,142.52,29.29
460390VTD-5,46,039,0VTD-5,99,58,16,3,118,59,104,74,139,36
460390VTD-6,46,039,0VTD-6,112,61,13,4,147,49,130,66,153,37
460390VTD-7,46,039,0VTD-7,140,37,6,3,142,45,133,55,157,26
460390VTD-8,46,039,0VTD-8,168,71,9,6,184,69,163,90,193,58
460390VTD-9,46,039,0VTD-9,209.5,54.55,13.31,3.05,221.29,63.14,198.98,87.48,228.48,48.71
46039VTD-10,46,039,VTD-10,111,50,7,1,136,35,123,52,143,25
46039VTD-11,46,039,VTD-11,132,56,12,2,147,55,128,72,151,47
460410VTD-2,46,041,0VTD-2,37,3,0,1,38,3,40,1,41,0
460410VTD-3,46,041,0VTD-3,33.64,9.61,2.83,0.28,35.91,10.18,32.8,13.01,34.07,10.32
460410VTD-4,46,041,0VTD-4,204.36,58.39,17.17,1.72,218.09,61.82,199.2,78.99,206.93,62.68
460410VTD-5,46,041,0VTD-5,39,17,5,0,43,18,40,21,39,19
460410VTD-6,46,041,0VTD-6,114,24,3,1,111,30,106,36,114,22
460410VTD-7,46,041,0VTD-7,32.38,206.48,10.22,7.09,66.13,186.95,39.38,209.79,22.32,224.86
460410VTD-8,46,041,0VTD-8,7.08,46,3.54,0.88,13.27,44.23,10.62,46,5.31,51.31
460410VTD-9,46,041,0VTD-9,31.92,39,5.46,1.12,32.73,41.77,32.38,42,26.69,47.69
46041VTD-10,46,041,VTD-10,16.12,51.6,0,4.03,21.77,46.76,20.16,49.98,13.71,55.63
46041VTD-11,46,041,VTD-11,3.88,12.4,0,0.97,5.23,11.24,4.84,12.02,3.29,13.37
46041VTD-12,46,041,VTD-12,15.86,29.83,1.46,0.63,20.86,26.29,15.86,31.92,15.44,32.34
46041VTD-13,46,041,VTD-13,47.83,89.99,4.41,1.89,62.93,79.3,47.83,96.29,46.57,97.55
46041VTD-14,46,041,VTD-14,67,199,13,3,103,178,74,207,63,211
46041VTD-15,46,041,VTD-15,72.93,101.69,4.91,2.39,90.07,95.47,70.93,114,70.67,113.26
460430VTD-1,46,043,0VTD-1,340.99,27,6,2,344.99,33,331.99,43,348.99,18
460430VTD-2,46,043,0VTD-2,252,51,5,1,255,50,248,58,275,25
460430VTD-3,46,043,0VTD-3,225,38,10,3,220,53,207,68,230,38
460430VTD-4,46,043,0VTD-4,245,69,13,3,270,64,256,79,288,38
460430VTD-5,46,043,0VTD-5,275,29,7,3,287,28,291,29,285,20
46045000001,46,045,000001,321,98,15,2,339,94,302,127,352,66
46045000002,46,045,000002,282,84,17,7,302,86,285,105,311,60
46045000003,46,045,000003,241,48,9,3,249,52,226,74,264,26
46045000004,46,045,000004,183,58,25,3,193,73,180,88,213,40
46045000005,46,045,000005,295,53,12,4,316,53,294,75,313,37
46045000006,46,045,000006,111,39,8,0,118,38,107,51,129,25
46047VTD-BE,46,047,VTD-BE,122,9,7,0,113,20,118,18,114,15
46047VTD-CA,46,047,VTD-CA,122.78,32.94,2.99,4.99,122.78,35.94,125.77,32.94,123.78,33.94
46047VTD-E1,46,047,VTD-E1,18.85,3.74,1.32,0.32,19.76,4.34,19.03,5.25,18.34,4.93
46047VTD-E2,46,047,VTD-E2,31.69,6.29,2.23,0.54,33.23,7.29,32,8.82,30.85,8.29
46047VTD-E3,46,047,VTD-E3,4.43,0.88,0.31,0.08,4.65,1.02,4.48,1.23,4.31,1.16
46047VTD-EA,46,047,VTD-EA,358.03,71.09,25.14,6.07,375.37,82.36,361.5,99.69,348.49,93.63
