GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREOOTH,G20PREOSAN,G20PREOWRI,G20HALDWEL,G20HALDRBE,G20HALCHEL,G20HALIBEC,G20HALIHOR,G20HALIORR,G20HALITRU,G20HALOWRI,G20GOVDZUC,G20GOVRSCO,G20GOVIHOY,G20GOVTPEY,G20GOVIWHI,G20GOVIBIL,G20GOVIDEV,G20GOVUDIC,G20GOVOWRI,G20LTGDGRA,G20LTGRMIL,G20LTGPERI,G20LTGIBIL,G20LTGBCOR,G20LTGOWRI,G20ATGDDON,G20ATGRPAI,G20ATGPERI,G20ATGOWRI,G20SOSDCON,G20SOSRPAI,G20SOSPERI,G20SOSISMI,G20SOSOWRI,G20TREDPEA,G20TRERBRA,G20TREPERI,G20TREIWRI,G20TREOWRI,G20AUDOHOF,G20AUDPERI,G20AUDOWRI
50007500715,50,007,500715,4721.98,1543.05,75.04,15.73,24.6,54.79,11.47,38.66,4490.4,1587.48,46.06,60.85,38.95,16.1,28.84,7.34,1563.58,4668.35,27.06,31.78,21.09,21.11,23.8,12.15,27.82,3445.83,2577.23,105.92,80.1,36.47,19.07,4600.38,1327.6,183.38,7.73,4253.24,1408.97,144.79,271.59,4.32,3496.89,1603.24,158.98,762.49,6.31,4959.82,634.06,28.92
50007500717,50,007,500717,2255.01,749.36,27.02,7,14.01,23.02,5,5.01,2219.01,669.33,22.01,26.01,19.01,5,43.01,3,989.42,2016.96,12.01,11,8,6,1,2,9,1687.78,1178.55,57.03,30.01,26.01,3.01,2251,568.3,92.05,4,2054.94,631.33,72.03,147.06,0,1837.86,771.37,91.05,162.07,0,2364.08,276.16,10.01
50007500718,50,007,500718,1017.55,302.99,10.86,5.92,4.93,11.84,2.96,8.88,1017.55,267.46,13.82,8.88,11.84,1.97,14.8,0.99,436.23,895.16,6.91,11.84,2.96,0.99,1.97,2.96,2.96,819.17,451.04,35.53,10.86,12.83,6.91,1030.38,229.96,57.24,1.97,944.51,260.55,42.44,69.09,0,873.45,292.14,61.19,69.09,0,1047.15,179.63,1.97
50007500719,50,007,500719,2657.92,905.12,28.06,9,8.01,30.02,10.95,14.02,2545.83,942.98,26.96,25.08,24,10.02,16.07,1.02,903.79,2663.4,17.97,18.96,3.99,9,4,1.01,13.99,1984.67,1466.37,61.01,22.02,29.96,9.04,2578.63,799.25,94.04,15.98,2442.68,851.14,67.97,123.21,2.01,2142.46,1012.27,104.01,197.2,1,2835.6,315.16,18.97
50007500720,50,007,500720,3318.3,2589.62,66.3,9.94,30.59,82.3,0.94,19.71,3369.13,2308.96,33.83,72.65,67.77,22.71,32.71,6.88,1003.53,4835.16,57.83,41.65,28,34.65,10.94,12.94,18.77,2210.34,3503.05,84.59,113.95,20.83,11,3649.39,1959.69,204.78,6,3093.87,2135.06,133.53,413.62,3,2414.17,2786.95,162.13,350.19,2,4479.36,624.45,35.59
50007500721,50,007,500721,2284.53,571.38,30.97,4,10.99,20.98,2,12.99,2225.6,558.4,22.98,13.98,24.97,10.99,11.99,2,894.03,1976.87,10.99,8.99,6.99,6.99,4,1,4.99,1789.07,986.93,45.95,19.98,13.98,11.99,2200.62,469.49,96.9,5.99,2096.74,536.42,51.94,106.88,2,1908.94,629.32,78.91,132.86,3,2237.58,287.69,13.98
50007500722,50,007,500722,310,131,6,0,2,1,0,3,284,127,3,4,2,1,15,3,112,322,3,2,2,1,1,2,2,213,210,6,3,6,0,300,105,16,2,278,120,11,17,1,232,153,14,24,0,348,44,3
50007500724,50,007,500724,4661.08,1006.46,27.9,10.21,11.84,27.29,4.72,35.09,4453.61,995.02,27.05,45.34,38.77,8.6,25.41,15.36,1598.46,4041.01,10.36,27.57,11.45,6.48,9.48,6.48,7.72,3435.06,2006.17,88.42,28.17,25.29,25.17,4419.75,873.57,129.6,12.6,4211.45,935.76,86.75,183.94,5.6,3756.32,1245.99,132.69,191.31,7.12,4512.98,418.74,30.09
50007500725,50,007,500725,2210.41,389.66,21.11,8.8,6.16,16.71,5.28,7.92,2104.86,379.1,14.95,31.67,20.23,4.4,17.59,2.64,849.68,1742.47,2.64,11.43,10.56,3.52,3.52,3.52,5.28,1685.29,803.07,39.58,15.83,16.71,15.83,2127.73,317.53,55.41,4.4,2008.98,355.35,49.26,87.08,4.4,1760.06,510.16,85.32,89.72,0.88,2107.5,202.31,7.92
50007500726,50,007,500726,2883.51,705.88,37.99,7,8,24,4,21,2733.53,720.88,23,31.99,15,8,16,6,823.86,2774.53,11,13,7,8,3,4,12,2093.64,1356.77,36.99,25,21,14,2815.52,577.9,71.99,7,2558.56,666.89,52.99,130.98,4,2217.62,877.85,70.99,177.97,4,2811.52,277.95,9
50007500727,50,007,500727,2687.83,514.72,28,13.2,16.57,20.73,2.24,10.2,2547.43,475.96,31.94,40.96,37.52,5.33,14.6,5.23,1184.04,1976.74,12.44,19.28,13.68,14.87,8.46,4.27,9.42,2043.2,945.45,78.34,45.59,35.85,12.59,2532.93,397.32,121.42,5.52,2353.45,446.56,105.12,163.78,1.09,2111.28,606.31,125.92,192.5,2.09,2437.55,389.85,11.33
50007500728,50,007,500728,1952.47,580.01,21.63,8.3,13,19.64,4.66,5.88,1882.21,523.31,24.72,35.21,21.25,6.57,29.24,2.8,806.53,1693.46,12.95,15.78,8.42,11.12,7.48,2.79,6.61,1454.06,932.57,69.22,27.99,31.06,5.69,1930.01,453.41,84.55,10.07,1748.24,498.37,71.05,132.97,0.07,1532.68,620.58,89.29,172.8,0.99,1903.65,305.21,6.79
50007500729,50,007,500729,1634.53,526.71,24.97,5.01,5,20.01,0.05,10,1553.54,537.82,9.06,25.95,14.02,8.99,16.96,3.98,642.96,1540.16,6.04,5.05,1.01,5.01,2.01,1.99,7.02,1230.08,865.08,39.03,14.01,10.07,10.97,1539.78,494.44,59.05,7.03,1469.62,506.6,36.08,100.91,2,1276.5,611.65,64.06,140.99,1,1680.04,206.1,7.04
50007500730,50,007,500730,964.34,413.11,19.01,7,7,11,1,3,927.32,398.11,16,17.01,6,3,9,0,325.13,1068.32,2,6,1,2,0,2,7,703.26,627.18,22.01,20,7,2,943.32,355.1,43.01,1,848.31,362.11,28.01,73.02,0,724.27,471.13,32.01,100.03,1,1063.35,124.04,3
50007500731,50,007,500731,5066.04,1739.71,61.53,23.13,31.58,65.95,4.36,30.86,4887.53,1663.34,54.08,66.64,43.74,18.47,67.91,4.22,1587.24,5268.87,21.55,32.77,12.67,19.53,12.55,9.07,13.61,3625.27,2994.98,87.1,61.64,52.21,14.59,4958.64,1467.53,178.22,15.19,4716.2,1551.17,95.87,256.4,5.14,4021.83,1931.15,143.67,405.95,1.26,5450.22,554.27,22.07
50007500732,50,007,500732,3083.71,605.84,32.86,26.22,8.54,23.8,10,12.1,2904.35,511.5,95.58,58.49,51.14,12.37,19.26,4.4,1605.13,2016.37,16.37,27.8,18.47,15.99,7.08,7.13,10.25,2361.86,951.55,133.1,45.3,146.95,18.24,2838.07,471.49,261.77,11.06,2668.24,496.08,194.45,224.31,1.99,2410.14,620.91,286.33,224.78,3.36,2662.94,613.4,16.37
50009500901,50,009,500901,7.19,7.19,0.02,0,0,0.02,0,0.01,7.2,5.15,0,1.06,0.02,0.01,0,0,3.04,11.3,0.03,0,0,0,0.02,0,0,6.16,8.18,0.01,0.03,0,0.01,8.18,5.14,1.03,0,6.15,6.17,0.02,1.06,0,6.14,6.17,0.02,2.03,0,10.27,3.04,0.01
50009500902,50,009,500902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500903,50,009,500903,55.13,73.16,0.01,0,0,2,0,0,54.17,66.1,2,4.01,2.01,0,2,0,29.03,92.28,1,2,1,0,1,1,2,45.09,85.21,0,0,0,0,46.16,62.12,12,0,50.11,60.12,6,8.04,0,47.1,66.13,8.01,6.03,0,92.2,21.06,0
50009500904,50,009,500904,253.49,335.9,7.05,2.02,3,4.02,2,1.01,263.73,276.58,3,6.02,18.02,3,3.01,2,96.36,401.9,4.06,10.02,1,4,9.03,4,12,197.17,371.1,11.03,4.03,1,0.01,269.65,233.38,23.2,1,238.51,275.55,16.08,41.13,0,224.49,270.65,17.05,48.1,0.01,395.45,100.4,4
50009500905,50,009,500905,26.65,34.54,1.97,0,0,0,0,0,36.52,20.73,0,1.97,1.97,0.99,0,0,5.92,58.23,0,0,0,0,0,0,0,18.75,44.41,0,0,0,0,33.56,25.66,0,0,22.7,25.66,0.99,7.9,0,20.73,26.65,2.96,6.91,0,41.45,12.83,0
50009500906,50,009,500906,230.92,232.92,6.97,0,0,6.97,1,2.99,234.91,172.2,1.99,46.78,6.97,3.98,0,1.99,80.62,362.31,14.93,1.99,1.99,1.99,6.97,0,1,196.09,245.85,4.98,13.94,0,2.99,245.85,165.23,35.83,1,190.11,202.06,6.97,47.78,1,188.12,199.07,6.97,52.75,1,327.47,80.62,2.99
50009500907,50,009,500907,262,343,11,0,2,10,0,2,281,295,4,16,10,5,1,1,100,479,13,10,3,2,11,5,4,172,399,11,22,0,0,280,287,27,0,232,294,11,56,0,221,288,9,65,1,430,103,8
50009500908,50,009,500908,69.05,65.06,1,1,0,0,2,2,74.05,54.05,2,2,2.01,1,1.01,0,33.03,96.07,4,0,1,0,4,0,2,61.04,71.07,0,0.01,2,0,73.05,54.03,5.03,0,62.04,56.06,4.01,10,0,69.05,52.05,0.01,12.01,0,98.09,21.02,1
50009500909,50,009,500909,5.94,7.91,0,0,0,0,0,0,5.94,6.92,0,0,0,0,0,0,1.98,9.89,0,0,0,0,0,0,0,4.95,8.9,0,0,0,0,6.92,5.94,0.99,0,5.94,6.92,0,0.99,0,5.94,6.92,0,0.99,0,9.89,1.98,0
50009500910,50,009,500910,19.94,22.94,0,0,0,0,0,0,19.94,18.95,0,0,1.99,0,1.99,0,12.96,26.93,0,1,0,1,1,0,0,13.96,25.93,1,1.99,0,0,18.95,11.97,11.97,0,14.96,20.94,4.99,1,0,18.95,19.94,1.99,1.99,0,33.91,7.98,0
50009500911,50,009,500911,59.25,67.5,3,0,0,0,0.75,0,61.5,40.5,0,22.5,0.75,0.75,0,0,25.5,97.5,3,0,0,0,0.75,1.5,0,45,80.25,0.75,0.75,0,1.5,56.25,68.25,2.25,0,51.75,65.25,0.75,6,0,51.75,65.25,2.25,4.5,0,93.75,12.75,0.75
50009500912,50,009,500912,25.58,23.58,0.02,0,0,1.02,0,0.01,21.59,21.43,0,2.12,1.02,0.01,0,0,9.2,39.9,0.04,0,1,0,1.02,0,0,13.49,28.61,5.01,3.03,0,0.01,22.61,20.41,5.09,0,19.47,13.5,10.02,4.12,0,16.47,21.5,4.02,3.13,0,33.82,11.2,0.01
50009500913,50,009,500913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500914,50,009,500914,243,366,8,4,3,8,0,1,275,296,2,15,21,2,3,0,110,451,18,12,6,5,9,6,2,191,383,12,21,3,2,253,300,42,1,208,304,19,61,1,206,295,24,67,0,415,116,4
50009500915,50,009,500915,67.25,74.32,0.02,0,0,2,0,2,64.33,68.2,0,1.02,1.02,1.01,0,0,12.06,121.53,2,0,0,0,2,0,0,45.18,88.41,3,1,0,0,66.31,63.24,3,0,61.22,63.24,3.01,4.07,0,54.2,65.25,0.03,16.06,0,108.39,15.12,0
50009500916,50,009,500916,43.7,61.45,0,0,0,1.97,0,0,44.68,54.45,0,3,0.99,0,0.99,0,17.88,82.33,0.99,0,0,0,3.94,0,0,31.82,72.34,0,0,0.99,0,43.74,57.41,1.03,0,39.71,52.53,0,8.92,0,36.75,52.53,0.99,10.94,0,84.26,11.97,0.99
50009500917,50,009,500917,17,36,0,0,0,1,0,1,21,29,1,1,2,0,0,0,5,47,0,1,0,0,0,0,2,6,46,0,0,0,0,24,29,1,0,14,32,1,4,0,18,30,0,3,0,36,8,0
50009500918,50,009,500918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500919,50,009,500919,0.53,0.75,0,0,0,0.02,0,0,0.54,0.66,0,0.04,0.01,0,0.01,0,0.22,1,0.01,0,0,0,0.05,0,0,0.39,0.88,0,0,0.01,0,0.53,0.7,0.01,0,0.48,0.64,0,0.11,0,0.45,0.64,0.01,0.13,0,1.02,0.14,0.01
50011050113,50,011,050113,185.15,88.37,5.04,1.31,0.93,3.27,0.84,0.65,193.09,72.4,1.68,4.39,3.08,1.77,2.99,0.37,66.61,200.28,1.68,4.02,0.93,6.17,1.03,0.65,0.65,128.73,128.35,5.89,14.57,0,0.37,187.58,73.52,12.8,0.47,143.95,69.03,7.47,53.62,0.47,125.27,121.91,10.18,15.69,0.37,211.77,42.32,1.96
50011501101,50,011,501101,394.57,271.79,8.99,2,3.99,10.99,0,3,425.57,228.79,4.99,7,3.99,2,5.99,1,127.86,538.49,7.99,7.99,2,5,1,2,3,285.69,360.69,9,15.99,4.99,1,415.61,222.79,22.97,0,349.63,230.8,12.99,76.93,0,240.76,340.72,51.91,37.96,0,515.54,98.89,4
50011501102,50,011,501102,285.83,403.96,9.03,0.01,5.02,8.06,1.01,2,355.15,309.46,1.02,17.07,7.05,5.02,5.04,0,107.7,551.85,13.08,10.05,4.03,9.08,7.04,2.01,6.02,223.31,441.23,5.07,23.18,2,1.01,346.17,309.45,18.15,1,275.61,309.52,14.1,85.54,1.01,218.48,414.97,12.11,28.19,0.01,542.93,93.55,3.04
50011501103,50,011,501103,639.37,589.42,12.99,4.99,3,16.98,3,3,745.26,444.56,4,22.98,3,11.99,10.99,1,197.8,1003.01,16.98,13.99,5.99,15.99,5,4.99,5,454.55,731.28,23.98,35.96,2,0,768.24,421.59,36.96,2,574.43,464.54,28.97,153.85,0,419.58,713.3,34.96,56.94,1,1007.01,155.85,6.99
50011501104,50,011,501104,1659.25,1235.38,55.39,6.05,12.01,38.33,2.05,6.07,1739.69,1102.63,17.06,44.22,24.13,10.17,29.21,1.05,511.34,2380.65,24.16,21.06,9.99,23.11,7.05,8.02,10.07,1165.67,1655.72,45.27,80.24,7.12,4.07,1744.37,1033.64,108.57,3.07,1477.84,1040.79,54.49,286.55,4.02,1096.56,1565.96,72.37,158.89,2.02,2262.13,359.23,9.17
50011501105,50,011,501105,633.83,483.03,7.23,3.02,4.1,15.24,3.01,9.07,716.6,367.32,6.11,18.4,10.26,6.12,9.16,4.06,191.36,905.05,14.18,13.16,4.08,16.34,3.05,2.04,5.11,447.74,632.42,19.23,36.67,2.03,2.05,734.98,345.16,33.62,4.04,602.56,354.4,23.37,136.39,1.02,416.9,648.53,20.42,38.97,0.02,934.08,99.4,12.14
50011501106,50,011,501106,482.75,284.62,16.61,1.95,0.99,13.67,1.95,2.93,502.31,251.37,2.94,9.78,5.87,6.83,8.79,1.95,181.66,599.35,6.84,2.94,0.01,4.89,1.95,0.98,2.93,330.33,425.28,11.73,11.76,4.88,2.93,490.63,249.36,25.43,2.93,423.16,255.21,20.51,68.45,0.98,361.44,356.04,16.63,39.11,0.98,612.87,96.77,6.83
50011501107,50,011,501107,318,407,11,0,3,14,0,1,390,327,1,8,8,8,5,0,84,621,14,8,4,14,2,5,11,217,489,7,29,8,0,379,326,27,3,308,335,6,89,1,212,496,10,24,0,620,71,3
50011501108,50,011,501108,1530.52,1305.53,34.22,8.01,13.07,29.2,6.01,15.13,1612.46,1132.5,10.09,33.28,24.29,13.09,22.2,6.04,394.73,2405.58,25.2,22.23,7.1,46.38,6.03,4.04,12.21,987.61,1748.08,32.39,90.85,5.04,5.09,1653.44,1057.38,77.67,2.03,1377.34,1071.36,38.33,310.46,2.02,727.32,1996.89,42.5,77.8,1.02,2264.95,304.7,20.12
50011501109,50,011,501109,696.5,974.5,14.99,4.98,4.99,20.95,1.99,3.01,819.21,763.02,3.99,34.92,14.97,13.96,11.97,2,213.48,1391.69,18.95,18.95,8.98,39.9,9.97,4.98,5,499.85,1098.34,12.99,59.84,1,2,906.88,684.33,50.89,2.99,647.56,726.2,25.94,234.41,2.99,509.8,1040.49,27.94,61.89,0,1302.92,215.46,7
50011501110,50,011,501110,448.9,277.94,10,3,2,6,4,4,461.9,235.95,4,17,6,1,5,1,243.95,456.9,17,12,1,1,5,4,6,352.93,315.93,25.99,23.99,3,4,417.91,227.95,55.99,0,382.92,222.95,34.99,72.98,1,343.93,277.94,42.99,30.99,0,523.89,124.97,5
50011501111,50,011,501111,431.7,475.46,7.96,0.99,3.98,15.91,0.99,0,508.29,354.11,4.97,15.91,12.93,4.97,8.95,0.99,171.09,670.42,21.88,12.93,6.96,19.89,9.95,2.98,4.97,308.35,532.16,16.91,47.74,0.99,2.98,509.28,353.11,37.8,0.99,375.99,367.04,23.87,133.29,2.98,363.06,460.54,25.86,44.76,1.99,691.31,134.28,9.95
50011501112,50,011,501112,437.14,535.12,21.03,2.02,4.01,12.07,1.01,8,537.48,395.48,2.01,21.11,11.04,5.05,4.04,2,113.69,823.36,8.06,10.06,8.02,25.12,5.03,0.02,5.01,295.57,646.45,13.03,23.21,1,6,534.84,393.16,32.16,2.01,405.99,411.3,15.08,122.76,1.01,282.63,621.25,16.09,48.18,1,771.08,112.7,9.01
50011501114,50,011,501114,779.9,372.24,21.25,5.51,3.93,13.77,3.54,2.75,813.34,304.95,7.08,18.49,12.99,7.48,12.59,1.57,280.56,843.64,7.08,16.92,3.93,25.97,4.33,2.75,2.75,542.23,540.65,24.79,61.38,0,1.57,790.13,309.68,53.91,1.97,606.37,290.79,31.48,225.86,1.97,527.67,513.5,42.89,66.11,1.57,892.04,178.25,8.26
50011501115,50,011,501115,218.71,104.39,5.96,1.54,1.1,3.86,0.99,0.77,228.09,85.52,1.99,5.19,3.64,2.1,3.53,0.44,78.68,236.59,1.99,4.75,1.1,7.28,1.21,0.77,0.77,152.06,151.62,6.95,17.21,0,0.44,221.58,86.85,15.12,0.55,170.05,81.55,8.83,63.34,0.55,147.98,144.01,12.03,18.54,0.44,250.16,49.99,2.32
50011501116,50,011,501116,100.51,47.97,2.74,0.71,0.51,1.77,0.46,0.35,104.82,39.3,0.91,2.38,1.67,0.96,1.62,0.2,36.16,108.73,0.91,2.18,0.51,3.35,0.56,0.35,0.35,69.88,69.68,3.19,7.91,0,0.2,101.83,39.91,6.95,0.25,78.15,37.48,4.06,29.11,0.25,68,66.18,5.53,8.52,0.2,114.96,22.97,1.06
50011501117,50,011,501117,298.01,142.24,8.12,2.1,1.5,5.26,1.35,1.05,310.79,116.53,2.71,7.07,4.96,2.86,4.81,0.6,107.2,322.36,2.71,6.47,1.5,9.92,1.65,1.05,1.05,207.19,206.59,9.47,23.46,0,0.6,301.91,118.33,20.6,0.75,231.7,111.11,12.03,86.3,0.75,201.63,196.21,16.39,25.26,0.6,340.86,68.11,3.16
50011501118,50,011,501118,394.99,188.53,10.76,2.79,1.99,6.98,1.79,1.4,411.93,154.45,3.59,9.37,6.58,3.79,6.38,0.8,142.09,427.27,3.59,8.57,1.99,13.15,2.19,1.4,1.4,274.62,273.82,12.56,31.09,0,0.8,400.17,156.84,27.3,1,307.1,147.27,15.94,114.39,1,267.25,260.07,21.72,33.48,0.8,451.79,90.28,4.19
50011501119,50,011,501119,2117.88,1549.23,33.91,4.03,9.96,36.89,1.01,24.9,2239.23,1278.73,11.96,46.85,42.8,15.96,28.89,6.97,577.18,3014.48,29.86,32.88,9.93,61.79,7,3.98,24.81,1359.15,2131.86,52.78,133.56,7.96,12.92,2265.12,1239.86,97.69,4.99,1761.97,1248.78,52.88,544.05,2.99,1324.32,2086.91,68.78,129.64,2.99,2921.44,412.48,25.95
50011501120,50,011,501120,1555.8,1535.78,37.74,3.98,15.89,41.72,1.99,13.91,1699.88,1236.74,18.87,67.55,43.71,19.87,27.82,9.93,423.24,2591.84,31.79,28.81,13.91,56.62,8.94,6.95,18.87,1023.32,1949.05,41.73,114.24,4.97,8.94,1763.45,1203.95,105.3,7.95,1351.19,1243.68,63.58,409.28,2.98,1037.19,1818.97,70.53,160.92,2.98,2454.83,398.32,25.83
50013501203,50,013,501203,191,147,3,1,1,2,2,2,199,123,2,10,3,2,2,1,76,258,3,4,2,3,2,0,1,136,188,13,6,0,0,208,126,9,0,179,120,12,29,1,162,141,16,12,1,263,51,2
50013501301,50,013,501301,550,499,10,3,4,8,2,3,572,423,5,15,14,8,11,3,195,817,10,12,4,22,3,3,3,396,610,10,36,5,2,589,396,45,5,477,405,23,127,3,436,508,23,61,2,812,131,7
50013501302,50,013,501302,831,538,6,2,5,18,2,7,899,446,6,13,8,7,10,0,254,1109,5,15,4,9,2,1,1,622,729,7,21,2,2,915,412,31,4,849,427,16,77,0,695,536,29,91,1,1124,129,7
50013501304,50,013,501304,430,250,3,4,3,8,1,6,443,226,6,5,4,2,6,1,135,556,0,6,1,1,0,0,1,321,353,12,9,3,2,453,211,22,0,409,217,10,50,0,363,256,12,47,0,561,69,3
50013501305,50,013,501305,903,376,13,2,0,6,3,6,918,322,3,17,6,4,17,2,264,1015,8,7,2,4,1,3,2,673,591,12,9,6,3,922,297,39,3,863,327,14,54,1,741,397,30,69,1,1065,78,8
50015501501,50,015,501501,79.22,93.14,2,0,0,1,1,0,84.23,79.12,0,5.01,1,2,2,0,28.09,139.26,1.01,2.01,0,2,1,1,2,58.16,104.18,2.01,6.01,0,0,86.22,77.12,8.02,0,73.19,76.12,3.01,17.04,0,64.15,88.16,4.03,14.02,0,131.27,27.06,1
50015501502,50,015,501502,1522.63,587.86,30.05,8.01,11.01,26.03,7,9.01,1524.68,528.69,16.03,24.05,24.03,7.02,18.01,9.01,540.74,1583.74,10.01,16.02,7.01,10.01,4.01,6.01,9.01,1130.19,921.17,39.06,37.05,6.03,8.01,1477.6,509.69,86.15,9,1330.4,517.77,67.1,168.19,9,1185.35,665.83,80.13,137.14,8.01,1669.84,264.42,23.01
50015501503,50,015,501503,303,313,3,2,0,8,2,3,324,233,3,23,6,4,8,1,132,452,12,8,6,0,4,3,5,210,377,8,11,5,2,328,243,25,0,261,261,14,55,0,253,264,22,45,0,432,101,4
50015501504,50,015,501504,447,149,2,0,1,7,0,0,451,123,3,4,5,3,1,0,144,446,1,2,0,1,1,1,11,344,232,9,2,8,2,410,147,13,6,406,145,13,18,0,378,152,10,20,1,451,67,3
50015501505,50,015,501505,1151.34,558.49,20.57,6.15,7.19,29.52,3.05,2.13,1196.19,475.88,9.37,26.77,18.56,6.24,10.24,1.04,392.08,1315.24,14.45,16.52,6.18,2.11,8.1,4.1,6.42,842.65,830.67,19.85,22.6,8.29,7.16,1127.6,486.18,82.98,5.11,1053.63,507.51,36.26,98.67,1.06,982.28,560.94,49.79,79.51,0.06,1343.19,210.36,14.2
50015501506,50,015,501506,988.82,525.25,28.85,6.96,4.97,18.9,0.99,5.97,1019.66,419.8,15.92,32.83,20.89,9.95,4.97,3.98,448.65,1060.45,8.95,14.92,5.97,4.97,4.97,7.96,3.98,720.23,712.27,38.8,28.85,17.91,8.95,970.92,419.8,91.52,0.99,850.55,469.54,61.68,115.4,0.99,817.72,506.35,76.6,83.56,3.98,1116.16,252.68,6.96
50015501507,50,015,501507,2226.21,822.4,35.53,9.87,12.83,36.54,3.95,7.89,2217.47,723.62,22.69,49.34,36.51,14.8,16.78,1.97,779.53,2235.56,30.59,34.53,11.84,6.9,6.92,5.92,28.59,1646.93,1312.89,51.29,37.51,16.77,9.87,2108.89,745.33,127.35,7.9,1991.42,760.17,76.96,170.75,3.94,1827.65,857.87,111.48,163.79,2.96,2357.82,407.54,14.82
50015501508,50,015,501508,2706,599,36,9,15,23,9,9,2518,637,21,39,26,11,19,10,875,2454,8,17,7,8,4,8,7,1889,1272,51,28,16,7,2294,711,114,13,2205,729,79,138,5,1948,882,92,151,7,2472,327,19
50015501509,50,015,501509,227.68,209.46,7.02,0,2.01,5.02,2,2.01,241.73,178.39,1.01,7.01,5.01,3,3.01,0,75.22,347.92,10.01,3.01,4,2.01,3,1,6.01,160.49,264.62,7.02,8.03,0.01,2,248.71,164.38,16.04,1,205.6,190.39,5.02,28.13,0,176.41,213.58,13.09,12.06,0,306.88,58.17,4.01
50015501510,50,015,501510,589.58,306.36,3.01,2.01,6,14.02,1,2,602.6,240.29,7.01,8.02,18.02,6.01,11.01,2,224.25,662.69,7.01,13.01,2,1,5,2,3,458.42,415.49,10.03,12.01,3.01,1,578.59,261.3,43.04,0,527.53,278.31,23.03,55.06,0,501.5,277.34,31.04,53.05,1,668.73,138.15,2
50017501701,50,017,501701,893,549,12,5,9,16,6,4,926,432,21,31,25,5,14,3,371,1045,24,5,7,5,7,6,4,856,560,18,22,4,5,859,480,69,7,776,499,54,82,3,748,533,47,74,4,1081,200,7
50017501702,50,017,501702,417.42,250.05,2.89,0,0.96,12.5,2.89,2.89,427.04,215.43,0.96,5.77,13.46,3.85,3.85,0.96,151.01,504.93,8.66,7.69,1.92,1.92,1.92,3.85,0,297.2,360.66,10.58,6.73,1.92,2.89,418.38,207.74,31.74,0.96,390.49,220.24,19.24,36.55,0,360.67,237.55,20.2,37.51,0,523.21,81.75,1.92
50017501703,50,017,501703,509.35,309.35,9.05,6,5.01,14.11,1.03,4.03,522.6,263.89,3.05,18.09,24.08,2.02,5.05,0.03,204.38,608.35,9.08,8.03,4.03,1.01,2.01,2,11.02,369.66,422.1,21.07,10.02,6,11.03,510.59,278.7,34.3,1.04,467.19,293.04,20.18,42.28,0.02,463.11,293.01,31.31,30.19,0.02,640.26,103.9,7.04
50017501704,50,017,501704,404.8,284.42,9.01,1.01,9,11.03,0,5.01,415.8,248.35,12.02,15.03,14.04,2,3.01,0,143.38,552.82,12.01,10.01,2.01,4,0,1.01,6.02,287.61,403.53,16.04,6.02,3.01,1.02,422.77,236.4,37.05,5,377.72,259.41,22.03,41.06,1,356.73,273.39,29.05,31.05,1,520.96,100.15,7.01
