GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREOOTH,G20PREOSAN,G20PREOWRI,G20HALDWEL,G20HALDRBE,G20HALCHEL,G20HALIBEC,G20HALIHOR,G20HALIORR,G20HALITRU,G20HALOWRI,G20GOVDZUC,G20GOVRSCO,G20GOVIHOY,G20GOVTPEY,G20GOVIWHI,G20GOVIBIL,G20GOVIDEV,G20GOVUDIC,G20GOVOWRI,G20LTGDGRA,G20LTGRMIL,G20LTGPERI,G20LTGIBIL,G20LTGBCOR,G20LTGOWRI,G20ATGDDON,G20ATGRPAI,G20ATGPERI,G20ATGOWRI,G20SOSDCON,G20SOSRPAI,G20SOSPERI,G20SOSISMI,G20SOSOWRI,G20TREDPEA,G20TRERBRA,G20TREPERI,G20TREIWRI,G20TREOWRI,G20AUDOHOF,G20AUDPERI,G20AUDOWRI
50017501705,50,017,501705,446.92,341.26,3.94,2.91,0.99,10.72,0,1.95,452.93,284.52,15.58,8.78,20.47,1.95,0.01,0.98,198.36,563.48,16.54,6.83,1.96,2.91,2.9,4.93,1.98,399.37,371.36,10.74,6.78,0.98,2.95,450.92,284.6,36.09,0,400.31,308.01,23.38,41.81,0,402.54,300.11,27.22,34.93,1,563.17,123.67,6.81
50017501706,50,017,501706,398.59,144.29,5.41,1.8,4.51,4.51,0.9,0,401.3,118.14,10.82,9.92,9.02,0.9,0.9,0.9,148.8,399.5,4.51,6.31,2.71,0.9,0.9,0.9,2.71,334.57,210.12,12.63,2.71,0,0,356.21,147.89,26.15,0,339.08,147.89,18.94,27.96,0,311.12,160.52,28.86,27.96,0.9,417.53,78.46,1.8
50017501707,50,017,501707,472.48,339.57,8.29,2.77,4.83,11.78,0.69,0.7,495.95,279.99,5.6,14.52,19.41,0.7,2.07,0.01,172.7,617.16,13.87,9.69,3.46,4.15,0.71,3.47,2.77,474.98,328.02,9.02,9.69,2.76,0.71,471.81,294.47,32.59,0,406.06,316.65,22.87,51.92,0,426.75,306.96,25.65,38.1,0.01,582.7,128.18,1.42
50017501708,50,017,501708,82.63,59.37,1.45,0.48,0.85,2.06,0.12,0.12,86.75,48.95,0.97,2.54,3.39,0.12,0.36,0,30.17,107.95,2.42,1.7,0.61,0.73,0.12,0.61,0.48,83.12,57.31,1.58,1.7,0.48,0.12,82.51,51.49,5.69,0,71,55.37,4,9.09,0,74.63,53.67,4.48,6.66,0,101.89,22.41,0.24
50017501709,50,017,501709,273.21,333.31,7.11,0.08,1.03,12.29,0,5.05,284.37,284.77,6.43,10.24,21.56,2.05,3,1.03,79.43,514.38,17.45,6.19,0.05,3.08,2.08,4.13,7.05,177.93,435.11,9.29,4.19,0.03,1.08,285.32,293.77,18.98,4,270.93,305.41,14.64,18.14,3,275.99,294.19,11.74,22.96,1.03,452.38,99.38,7.19
50017501710,50,017,501710,1686.81,802.11,23.02,11.01,17,36.06,4.02,9.01,1688.92,694.89,32.02,58.05,58.05,9.01,13.03,5.01,628.79,1868.13,19.04,17.01,11.02,8,6.01,13,15.02,1238.46,1228.46,53.04,31.02,9,6.02,1641.88,706.83,105.16,6.02,1515.7,706.99,65.09,197.14,0.01,1444.65,789.97,87.17,147.09,2.01,1920.19,364.45,10.02
50017501711,50,017,501711,655.97,118.02,8,3,1,8,2,4,653.97,100.02,14.01,5,5,3,2,0,330.99,444.01,2,9,1,4,0,1,2,547.98,205.02,18,10,4,0,594.98,103.02,47,4,588.98,95.03,26,32,2,542.98,120.02,46,27,1,577.99,101.01,2
50017501712,50,017,501712,1392.25,396.7,10.84,6.72,5.15,23.78,0.1,4.66,1392.54,334.24,23.53,15.98,17.75,13.14,4.76,1.03,652.43,1119.41,11.67,10,6.82,3.82,3.82,1.96,10.54,1169.16,551.05,38.64,12.4,5.59,5.59,1270.26,357.97,88.55,2.79,1206.91,382.19,56.09,65.46,0.93,1162.88,412.44,76.73,55.21,1.96,1339.35,231.18,5.79
50017501713,50,017,501713,273,356,4,2,1,8,0,2,317,280,8,10,14,1,3,0,105,494,17,3,3,2,4,7,3,238,382,7,7,1,3,320,272,27,0,271,300,13,32,0,268,306,20,15,0,467,86,4
50017501714,50,017,501714,508.54,310.66,5.94,1.98,0.99,16.82,4.95,3.96,540.2,250.31,5.94,13.85,12.86,2.97,7.91,2.97,222.61,599.56,9.89,3.96,4.95,0.99,1.98,0,4.95,409.6,409.6,11.87,4.95,0.99,6.93,529.31,234.48,43.53,4.95,476.88,277.02,25.72,40.56,1.98,464.02,273.07,47.49,26.71,1.98,616.38,127.63,5.94
50017501715,50,017,501715,263.51,133.71,4.99,3.99,0,12.97,2.99,4.99,247.55,110.76,36.92,9.98,5.99,2,2,0,154.7,248.51,2,7.98,1,1,0,2.99,2,225.58,154.68,18.96,5.99,5.99,1,248.54,113.76,24.95,1,237.56,123.73,16.97,21.96,0,220.59,123.74,22.96,24.95,0,283.45,67.86,2
50017501716,50,017,501716,302.89,280.07,6.92,0.99,1.98,7.92,0,1.98,324.64,213.78,10.89,7.92,15.84,1.98,0.99,0.99,106.93,453.26,9.9,5.94,2.97,0.99,0,9.89,4.95,187.17,391.81,9.9,0.99,0.99,4.95,316.73,222.68,30.68,0,285.06,242.47,16.83,22.77,0,315.71,225.66,13.86,10.9,2.97,421.62,85.12,3.96
50017501717,50,017,501717,129.36,92.99,2.27,0.76,1.32,3.22,0.19,0.19,135.79,76.66,1.54,3.99,5.31,0.19,0.57,0,47.22,169.05,3.8,2.66,0.95,1.14,0.19,0.95,0.76,130.08,89.8,2.47,2.66,0.76,0.19,129.16,80.67,8.92,0,111.17,86.72,6.25,14.23,0,116.85,84.06,7.02,10.43,0,159.58,35.09,0.38
50017501718,50,017,501718,318.46,153.16,4.76,3.48,3.34,4.73,0,0.35,327.44,120.75,10.69,14.11,3.24,0.96,1.34,0.07,146.95,318.38,2.82,2.69,3.48,0.28,3.27,2.14,0.76,268.53,196.01,8.76,4.9,2.42,0.41,303.82,138.26,21.33,0.21,282.29,142.06,11.99,25.61,0.07,271.25,149.18,18.44,23.86,0.14,359.45,52.45,1.41
50017501719,50,017,501719,852.94,917.47,31.8,2.98,9.94,22.86,0.99,11.93,915.56,761.38,6.97,36.77,54.67,6.96,2.98,6.96,229.68,1516.84,34.79,15.91,8.95,6.96,2.98,11.94,11.93,528.86,1222.67,26.84,10.93,1.99,8.95,968.2,729.6,50.72,4.97,836.02,796.2,39.77,77.53,3.97,883.76,756.43,27.84,69.56,3.98,1380.68,213.75,15.9
50019501901,50,019,501901,285.9,234.61,4,2,0,9.98,2,1,304.84,193.68,5,3.01,8,2.99,3.99,1,105.97,392.57,11.99,8.98,1,2.99,4.99,0,6.98,214.95,289.57,11.99,5,2.99,3.99,300.81,183.71,26.98,1.99,274.82,188.71,19.98,28.98,0,254.87,212.66,27.97,15.99,0,400.6,71.93,2
50019501902,50,019,501902,680.85,566.23,9.9,2.96,3.96,18.81,0.01,2.96,732.56,440.13,4.95,22.79,19.8,9.91,6.95,2.97,254.58,923.86,10.96,11.95,4.95,6.92,22.84,1,22.84,456,743.39,20.8,14.9,2.97,2.01,734.56,440,37.68,0.99,656.07,462.93,21.81,77.38,0,623.4,486.7,32.74,66.43,1,948.48,173.42,1.02
50019501903,50,019,501903,221.99,268.86,3.1,0.03,0.03,3.12,1.02,0.04,254.29,205.15,1.04,5.15,6.15,3.02,3.04,0.02,76.5,366.25,5.13,12.02,0.03,1.04,11.1,2.01,11,159.89,297.85,6.09,8.15,0.02,4.99,248.49,198.03,14.29,0.01,201.04,215.19,8.17,36.45,0,192.75,226.4,16.16,24.42,1.99,369.07,55.98,2.99
50019501904,50,019,501904,247.54,274.64,8.01,2,0,8.01,1,1,259.62,215.5,4,13.01,9.02,2.01,0.01,6,105.19,376.9,4.01,7.03,3,2,14.02,1,12.02,202.39,284.73,10.01,8.02,5,7.01,254.61,221.48,22.04,5,227.5,217.52,19.02,30.09,3,221.47,226.55,17.04,29.06,1,357.9,77.13,4.01
50019501905,50,019,501905,240.49,288.59,6.87,2.94,0.98,10.79,4.9,1.96,282.69,220.86,2.94,9.81,10.79,0.98,2.95,1.96,95.2,420.1,10.79,5.9,1.96,3.92,10.8,0,2.95,191.39,330.79,5.89,13.74,0.98,2.95,291.51,220.85,19.63,0,257.14,236.56,10.8,26.52,0.98,245.36,242.46,12.77,28.46,0,419.12,61.84,0.98
50019501906,50,019,501906,558.1,190.39,6,2,1,8.02,5,4,547.16,156.32,15,14.99,15,1.01,3.01,1,216.03,514.43,20.01,6.02,3,1.01,1.01,1,1.02,438.05,280.43,14.01,10,1.01,1.01,514.19,161.29,42.02,0.01,465.18,176.29,27.02,50.02,0,463.13,185.34,36.03,29.01,0,556.4,98.07,4
50019501907,50,019,501907,1145.69,1255.72,25.49,4.91,5.9,20.62,2.94,6.88,1248.67,1016.34,8.84,36.33,40.24,7.85,13.73,1.97,406.47,1887.92,36.31,25.52,4.92,5.89,36.34,8.82,12.77,830.45,1479.67,24.55,43.2,3.94,4.91,1280.93,957.6,83.45,1.97,1099.36,1023.31,50.1,160.96,0,1019.96,1097.85,59.88,124.68,1.96,1825.3,279.78,4.93
50019501908,50,019,501908,401,239,8,1,2,11,2,2,406,191,11,11,8,3,6,3,162,465,9,5,2,0,9,0,7,287,327,10,7,4,4,413,182,27,1,355,195,26,42,1,345,218,24,32,0,483,84,5
50019501909,50,019,501909,371.9,110.27,6.13,1.07,2.04,8.25,1.01,2.01,366.15,95.46,3.13,6.21,10.22,0.07,4.12,1.02,163.94,320.2,6.12,0.16,0.04,0.03,2.04,1.02,1.02,304.96,162.83,10.33,3.16,1.07,0.02,350.03,96.57,23.53,1.01,338.29,101.71,13.38,22.76,0.01,329.9,102.08,22.48,15.59,1.01,390.63,60.73,0.05
50019501910,50,019,501910,139.08,210.12,5,0,0,3,0,1,152.09,130.11,2,47.01,5,2,4,0,52.03,266.16,7,1,5,1,14.01,2,3,102.06,224.14,6,6,0,2,149.08,177.11,8,0,120.08,177.1,8,27.02,0,120.07,171.1,13,25.02,0,246.16,49.02,6
50019501911,50,019,501911,263.05,409.19,1.1,0.03,2.03,7.17,1,0.03,301.43,337.17,2.04,10.2,4.19,5.08,4.06,1.03,80.34,543.38,15.05,6.1,2.04,0.07,13.18,0.01,15.17,188.99,463.83,5.2,10.11,1.03,2.01,315.39,318.25,16.33,0.01,269.76,345.38,8.19,32.67,0,261.45,345.63,13.29,29.57,0.01,523.73,65.55,3
50019501912,50,019,501912,144.8,139.88,4.01,0,2.01,4.03,0,1,152.94,124.66,0.01,3.03,0.02,0.01,2.02,0,60.32,208.24,6.04,2.02,1.01,1.04,4.02,2.01,10.01,110.57,154.99,3.03,11.09,1,2.01,151.95,109.66,18.07,2,131.7,114.68,11.04,15.25,0.01,129.67,129.86,4.05,8.08,1,211.28,32.25,1.02
50019501913,50,019,501913,201.27,273.29,2.01,3,1,7.01,0,0,225.3,224.25,3,6,10.01,4,3,1,102.11,330.42,23.02,5.01,1,5,5.01,2,3.01,161.2,290.34,10.01,9.02,1,3,212.3,231.24,18.01,1,174.26,241.24,10.01,40.05,1,177.26,242.25,18.01,22.03,1,355.44,68.08,2
50019501914,50,019,501914,170.54,216.16,5.95,1.98,0,1.98,0,0.99,198.31,179.47,0,1.98,1.98,0,0.99,0,40.65,332.16,6.94,1.98,0,0,3.97,0,0,133.86,238.96,2.97,2.97,0,0.99,188.39,156.66,22.81,0,172.53,176.49,8.92,14.87,0,169.55,187.4,5.95,10.91,0.99,279.61,45.61,0
50019501915,50,019,501915,1022.99,756.93,8.21,4.94,7.87,20.75,1.99,7.89,1074.3,608.08,9.86,34.62,30.8,6.93,8.01,3.92,375.08,1303.93,26.85,18.89,10.77,3.99,37.53,3.07,14.79,700.96,1001.63,23.73,39.59,8.81,4.94,1046.71,621.62,75.25,2.95,906.64,651.89,58.16,124.18,0.97,884.86,691.06,52.51,110.92,1.01,1334.88,245.68,13.68
50019501916,50,019,501916,376.4,443.92,6.5,1.2,1.23,7.81,2.16,3.24,412.98,354.84,0.39,16.34,14.09,6.25,3.28,2.14,131.18,658.69,19.14,4.72,1.32,1.2,7.36,5.09,4.52,248.74,542.09,8.9,17.42,0.29,2.24,440.22,333.41,26.64,0.08,366.14,352.8,19.97,52.38,0.04,349.39,376,17.81,44.94,2.03,628.92,99.56,3.39
50019501917,50,019,501917,366.22,389.98,16.82,0.99,1,7.92,2.97,1,418.66,308.98,4.93,18.75,8.91,2.96,1.98,0,142.54,568.16,26.74,9.89,0,2.97,16.82,0.99,6.93,265.33,469.11,13.85,16.86,1.97,3.95,413.74,316.81,22.73,0,341.54,335.48,19.79,63.37,0,344.5,343.44,15.82,48.49,0,599.8,96.04,0
50019501918,50,019,501918,189.51,145.62,4.99,1.99,0,1.99,1.99,1.99,199.48,125.67,1.99,1.99,1.99,1,0,1,74.81,247.36,2.99,5.98,1.99,0,2.99,1.99,3.99,140.63,172.55,7.98,3.99,0,1.99,180.53,121.68,12.97,1,176.54,119.69,7.98,12.97,0,159.58,137.64,9.97,9.97,0,254.34,29.92,1.99
50019501920,50,019,501920,123.44,99.93,0.98,1.96,2.94,1.96,0.98,2.94,137.15,76.42,2.94,4.9,2.94,0,0.98,0.98,47.02,168.51,3.92,2.94,0.98,0.98,2.94,0,0.98,95.03,122.46,4.9,0.98,0.98,0.98,141.07,69.56,6.86,0,116.58,78.38,1.96,18.61,1.96,114.62,89.15,3.92,7.84,1.96,181.24,21.56,0
50021502101,50,021,502101,256.54,303.27,4.97,0.99,0.99,10.94,0.99,0.99,267.47,238.64,0.99,42.76,8.95,1.99,1.99,0.99,98.44,411.65,15.91,6.96,7.95,1.99,1.99,4.97,25.85,176.99,349.01,11.93,13.92,1.99,4.97,256.54,266.48,20.88,0,212.79,273.44,18.89,42.76,0,215.77,275.43,21.88,32.81,0.99,400.71,92.47,6.96
50021502102,50,021,502102,1213,896,19,3,11,37,1,4,1251,688,9,139,15,8,14,2,507,1544,46,22,12,5,4,7,25,921,1144,32,27,7,7,1245,745,84,3,1095,784,58,127,1,1026,847,87,107,2,1573,305,13
50021502103,50,021,502103,1056,1042,27,4,4,21,4,3,1064,808,15,162,19,8,8,5,411,1584,44,23,7,12,6,16,26,788,1228,34,41,10,5,1064,888,77,4,914,954,55,116,2,904,975,56,100,1,1503,312,12
50021502104,50,021,502104,464.42,336.69,11.78,4.91,4.91,12.76,0,1.96,459.48,287.62,6.87,53.01,3.93,2.95,3.93,0,175.75,620.44,10.8,6.88,2.95,1.96,2.95,0,6.87,344.61,443.72,8.84,8.84,2.95,2.94,448.67,303.33,32.4,1.96,411.37,320.99,15.72,39.28,1.96,381.91,363.2,21.6,20.63,0,605.72,105.05,4.91
50021502105,50,021,502105,656,782,11,0,2,15,2,1,661,636,5,102,8,6,4,1,235,1143,29,6,4,6,6,8,11,451,929,14,23,7,3,693,649,40,3,578,724,35,62,2,573,715,39,55,3,1028,233,7
50021502106,50,021,502106,329.21,409.26,6.08,6,3.08,9.15,0,1.16,332.44,329.34,4,45.46,17.15,12.15,5,0,155.6,549.33,25.15,7.15,8.39,3,2,0.08,6.08,235.9,462.26,19.15,16.99,8.08,0,329.21,349.81,35.3,1,274.75,374.11,24.07,51.3,0,289.75,373.19,35.07,25.23,0,532.63,123.29,2.39
50021502107,50,021,502107,672.83,690.71,11.1,2.63,7.41,18.45,0.06,1.12,694.46,548.79,9.35,96.6,9.7,9.35,5.29,3.12,263.81,1016.34,27.73,19.87,9.77,4.18,7.4,4.23,38.93,485.68,831.95,29.6,23.79,5.18,7.64,714.24,571.9,63.22,0.17,600.24,613.12,41.01,89.97,0.17,586.97,634.42,44.1,82.57,0.29,981.54,235.23,4.75
50021502108,50,021,502108,221,191,3,0,0,9,1,2,235,149,3,22,5,1,3,0,91,314,2,4,3,2,3,1,1,178,222,7,9,3,0,228,118,58,0,211,158,9,28,0,197,176,6,20,1,285,75,5
50021502109,50,021,502109,129.14,129.14,0.99,0,0,1,0,0,136.09,102.33,0,12.91,1.99,0,0,0,44.72,203.63,2.98,3.97,0,0,0,0.99,0,97.35,154.96,0,2.98,0,0,129.14,113.25,5.97,0,113.25,126.15,2.98,6.96,0,118.21,115.24,5.96,8.94,0,196.68,28.83,0
50021502110,50,021,502110,561.74,256.42,8.02,4.01,4.02,3.03,0,2.01,501.83,232.06,3.02,47.23,13.01,6.01,4.99,0.01,217.69,580.46,4.03,12.03,4.01,2,3,3,2.01,374.4,404.68,9.06,11.03,4.01,0.03,478.83,249.12,39.17,0.01,445.69,255.2,34.12,55.12,0,401.52,293.31,27.15,46.14,1,588.46,113.44,1.02
50021502111,50,021,502111,442.48,312.23,5.97,2.98,3.98,5.97,0,1.99,443.48,243.62,3.98,51.71,4.97,2.98,0,0.99,175.01,573.74,6.96,8.95,1.99,0,0.99,0.99,2.98,337.08,393.76,11.93,7.95,1.99,5.97,438.51,258.53,39.77,0.99,405.69,273.45,28.84,33.81,0,365.92,301.29,32.81,35.8,0.99,576.72,104.41,3.98
50021502112,50,021,502112,308.65,225.74,3,0,2,7,0,4,321.69,194.57,1,19.08,5.01,1,1,2,160.17,368.15,8.01,6.02,3,1,0,0.01,2,242.48,273.88,12.99,2.02,2,3,288.67,203.64,30.01,0,280.56,209.73,19,17.03,0,270.61,215.64,18.03,12.05,0,378.09,76.14,5.99
50021502113,50,021,502113,451.77,374.81,2,1,7,8,1,2,447.77,314.84,3,36.98,8,9,0,0,205.9,583.71,16.99,9,4,5,3,3,3,326.84,448.77,27.99,9.99,6,1,422.79,323.84,49.97,0,385.81,341.83,33.98,42.98,0,375.81,345.83,52.97,28.99,0,598.7,123.94,4
50021502114,50,021,502114,50.67,51.59,0.92,0,0.92,1.84,0,1.84,53.44,40.54,0,5.53,1.84,1.84,0,0,19.35,76.47,1.84,1.84,4.61,0,0,0.92,0.92,35.01,63.57,1.84,0,0.92,0,50.67,46.07,3.69,0,45.14,49.75,0.92,3.69,0,45.14,50.67,0.92,2.76,0,68.18,15.66,4.61
50021502115,50,021,502115,496,369,7,3,4,6,0,2,502,288,4,38,5,7,3,1,270,571,25,3,6,1,0,0,0,404,406,22,11,6,1,465,323,46,0,425,326,33,47,0,396,352,29,35,0,592,147,7
50021502116,50,021,502116,205.33,119.55,1,1,1,1.99,0.99,0,199.31,97.65,5.97,15.95,2,0.01,1,0,93.66,222.25,2.99,2.99,1,1,1,0,3.98,153.46,155.47,3.99,6.97,0,0,204.26,94.68,8.98,0.99,191.31,98.66,6.99,14.96,0,172.38,109.63,12.95,7,1,221.26,60.76,1
50021502117,50,021,502117,942.32,817.95,14.06,6.44,6.14,16.77,1,15.25,920.33,618.97,8.54,172.37,16.81,5.64,4.13,0,312.71,1367.29,27.89,29.84,13.42,4.4,2.34,8.15,27.39,647.9,1037.77,25.94,24.1,8.64,13.11,959.36,671.12,59.51,3.1,822.05,715.71,36.7,114.74,2.03,802.44,764.3,43.02,83.65,2,1288.34,238.1,14.37
50021502118,50,021,502118,795.41,711.56,17.91,10.37,6.6,23.56,0.94,1.88,821.8,566.42,5.65,107.44,11.31,5.65,4.71,1.88,339.28,1113.03,28.27,14.14,12.25,2.83,6.6,3.77,15.08,597.5,829.36,42.41,29.21,2.83,10.37,753.01,633.33,68.8,2.83,687.98,653.12,49.01,81.05,2.83,667.24,657.84,66.91,74.45,4.71,1050.83,247.86,12.25
50021502119,50,021,502119,495.01,363.44,11.12,4.61,0.94,7.42,0,2.79,496,285.64,5.55,57.43,9.23,7.38,0.94,0,164.88,678.74,9.28,9.25,4.62,4.62,3.7,1.87,3.7,361.36,479.51,10.19,12.03,7.38,0.93,485.84,321.66,37.89,0.94,426.53,338.38,30.5,51.83,0,423.6,351.45,21.33,53.64,0,669.19,119.46,3.72
50021502120,50,021,502120,1512.78,901.01,30.2,5.98,7.06,20.19,6.98,16.07,1479.16,680.68,12.08,194.9,18.04,11.04,9.06,4,522.7,1855.8,24.25,22.11,8.05,4.06,10.02,5.1,17.03,1051.57,1283.06,36.17,29.15,10.04,5.02,1496.98,744.98,72.35,7.05,1323.9,812.39,57.3,123.75,2.01,1298.24,860.04,72.45,97.68,6.98,1751.59,296.01,20.09
50021502121,50,021,502121,1198.33,762.39,23.89,3.98,5.97,18.91,5.97,9.95,1222.21,576.27,4.98,139.34,9.95,8.96,8.96,5.97,415.03,1491.94,26.87,15.92,14.93,7.96,6.97,6.97,17.92,859.93,1035.1,30.85,35.83,10.95,5.97,1198.33,608.12,69.67,4.98,1050.03,660.87,58.72,118.44,2.99,1046.05,690.73,59.72,97.54,2.99,1422.27,276.69,18.91
50021502122,50,021,502122,869.46,601.1,23.02,5.95,5.02,22.99,0,7.03,822.11,450.88,10,169.65,14.94,11.95,3.04,3.97,371.03,1011,30.98,35.82,15.92,7,5,5.04,14.93,649.82,729.24,41.84,34.88,15.92,5.97,854.72,501.81,78.75,5.01,720.65,525.08,66.78,126.76,3.98,721.06,534.62,84.77,98.89,3.97,1031.62,271.87,21.92
50021502123,50,021,502123,1100.96,765.92,22.89,1.98,9.93,22.87,5.93,11.92,1091.22,554.28,9.95,186.66,12.9,3,9.93,2.97,466.93,1319.65,33.79,33.71,15.86,6.96,8.93,9.95,11.9,789.1,978.69,43.65,40.67,14.87,5.95,1119.83,614.85,77.42,2.01,966.73,680.43,61.55,106.38,1,940.64,685.79,62.64,113.23,1.98,1350.52,277.37,11.94
50021502124,50,021,502124,1375.04,1035.63,28.05,0.16,8.03,24.09,0.11,11.02,1402.77,843.8,11.04,142.67,9.2,7.08,8.03,1.08,410.09,1961.45,31.15,17.47,7.26,7.04,5.11,10.93,7.27,933.93,1438.12,26.52,23.52,7.25,3.11,1390.54,891.26,55.03,6.94,1235.99,950.29,45.76,108.85,2.03,1164.29,1027.01,64.49,94.77,0.09,1816.07,280.52,14.15
50021502125,50,021,502125,394.99,267.99,10,3,5,5,4,0,386.99,230.99,0,43,7,6,0,0,180.99,463.98,14,6,5,4,1,1,2,294.99,343.99,21,9,2,1,379.99,236.99,24,2,346.99,246.99,28,32,0,345.99,250.99,27,25,0,507.98,85,2
50021502126,50,021,502126,252,128,0,0,1,2,1,4,246,106,4,14,1,3,0,1,99,279,2,4,0,0,1,1,0,197,169,6,3,2,2,254,103,10,1,233,105,7,17,2,221,122,11,9,0,299,41,5
50021502127,50,021,502127,170.14,163.13,4,0,0,4,0,0,173.14,145.1,1,12.02,2.01,0.01,2,0,81.08,242.18,5.01,0.01,3,0,0,1,2,139.09,185.15,6.01,2.01,1,0,164.13,140.11,20.01,1,157.11,150.11,5.02,16.01,0,148.12,160.11,7.02,9.01,0,231.19,67.02,4
50021502128,50,021,502128,703.07,563.06,10,3,5,11,2,1,699.07,452.05,10,72.01,10,10,3,0,301.02,907.1,24,16,9,5,3,8,6,498.06,681.06,24,19,20,0,675.07,476.05,63.01,2,593.06,507.06,44,70,0,589.06,528.06,63,46,0,869.09,217.03,8
50021502129,50,021,502129,315.07,416.02,3,3,1,4,0,0,333.07,321.02,4,33,7,3,1,1,136.04,544.06,21,7,5,5,4,4,0,239.06,442.04,15,8,5,0,307.06,346.02,41.01,0,271.07,362.02,25,40,0,262.06,368.03,30,36,0,503.07,109.01,3
50021502130,50,021,502130,79.27,71.53,1.03,0.01,1,1.06,0.01,0.01,85.32,51.21,0.01,11.21,2.05,1.01,2.01,0.01,25.49,106.06,0.09,3.03,15.02,2.01,0.01,1.03,0.14,61.86,85.75,3.06,1.07,2.01,0.03,82.26,60.35,4.11,0,75.04,66.38,6.09,1.23,0,68.06,75.37,3.11,2.17,0.01,109,27.46,2.03
50021502131,50,021,502131,510,613,17,2,8,15,0,2,537,476,2,117,8,4,4,1,178,883,34,21,14,3,6,9,6,367,716,26,29,5,3,563,513,43,1,471,530,38,86,1,445,578,33,65,1,826,212,5
50023502301,50,023,502301,969.72,528.87,15.48,7.33,7.74,18.34,0.81,2.85,963.61,429.04,15.89,22,69.27,6.52,7.33,2.85,337.77,1140.44,15.08,18.34,5.7,5.3,3.26,6.11,4.89,659.25,792.08,35.04,19.56,6.11,3.67,979.91,438.41,66.82,1.63,903.72,462.86,41.97,83.53,1.22,946.91,434.34,44.82,65.19,0.81,1139.63,226.95,6.11
50023502302,50,023,502302,464.26,253.38,7.42,3.51,3.71,8.78,0.39,1.37,461.36,205.57,7.6,10.53,33.16,3.12,3.51,1.37,161.63,546.26,7.23,8.77,2.73,2.53,1.56,2.93,2.34,315.57,379.46,16.77,9.36,2.92,1.76,469.19,210.03,31.98,0.78,432.68,221.77,20.09,39.98,0.59,453.36,208.12,21.45,31.2,0.39,545.78,108.63,2.93
50023502303,50,023,502303,956.42,524.42,15.34,7.22,7.65,18.09,0.81,2.83,950.81,425.68,15.6,21.69,68.31,6.44,7.21,2.83,332.03,1128.85,14.98,18.02,5.62,5.2,3.2,6.04,4.87,649.55,785,34.46,19.3,6,3.64,967.34,434.44,65.73,1.63,891.72,459.13,41.3,82.2,1.21,934.29,431.05,44.08,64.15,0.82,1126.76,223.52,6.1
50023502304,50,023,502304,2506.64,2089.76,56.95,14.96,24.96,49.93,2.99,11.03,2599.62,1759.21,22.95,54.99,178.58,19.96,11.97,11,588.91,3989.42,67.92,29.97,13,8.01,5,19.99,25.96,1536.75,3022.69,63.89,52.85,7.98,15.99,2758.28,1659.43,126.77,8.99,2440.81,1869.95,85.88,170.75,4.01,2545.66,1810.96,82.82,131.87,6.99,3656.99,505.17,34.95
50023502305,50,023,502305,976.83,525.68,19.39,4.11,5.14,16.37,1.05,9.08,989.85,463.48,9.27,11.37,34.57,4.11,4.14,0.1,322.66,1191.81,8.2,13.18,4.06,5.08,2.03,5.13,7.11,669.74,814.33,25.39,13.27,7.12,6.05,994.02,429.78,49.2,7.98,939.53,464.84,26.76,62.13,4.01,937.93,466.17,29.12,46.99,1.03,1178.6,192.54,10.1
